id|createTime|loanAmount|balance|usage|interestRate
4912303217699717120|1670279745803|79570649,00|79570649,00|vacations|0,087
4904984868305240065|1668007036900|78529013,00|78529013,00|business ventures|0,079
4821668275198885890|1642407822200|59616311,00|59616311,00|medical expenses|0,036
4770439829437546499|1626617299444|66658369,00|66658369,00|education|0,048
4746795931393851396|1619381090099|88328761,00|88328761,00|investing|0,023
4693878635772248069|1603139584609|56451784,00|56451784,00|weddings|0,004
4896259144027209734|1665290532879|79057997,00|79057997,00|renovations|0,094
4870363446169829383|1657390813020|17811200,00|17811200,00|business ventures|0,017
4889503744586153992|1663268905425|45078328,00|45078328,00|major purchases|0,045
4814068450827698185|1640069152086|95497550,00|95497550,00|investing|0,073
4862482146821931018|1654913872550|7334814,00|7334814,00|funerals|0,075
4885563094912204811|1661997496462|67632894,00|67632894,00|renovations|0,089
4850660197800083468|1651259220943|94200800,00|94200800,00|business ventures|0,048
4866141321519169549|1656077650822|21595147,00|21595147,00|major purchases|0,083
4888659319656022030|1662961690025|79204708,00|79204708,00|major purchases|0,086
4842778898452185103|1648858480572|52206006,00|52206006,00|renovations|0,094
4857978547194560528|1653591014307|2769071,00|2769071,00|vacations|0,016
4916243867373666321|1671482712917|14707698,00|14707698,00|weddings|0,039
4916806817327087634|1671632508775|79113207,00|79113207,00|major purchases|0,040
4911177317792874515|1669874840067|46325210,00|46325210,00|medical expenses|0,059
4843060373428895764|1648960922045|7420366,00|7420366,00|vacations|0,080
4904703393328529429|1667922397665|31771284,00|31771284,00|education|0,008
4885000144958783510|1661886726845|65227124,00|65227124,00|business ventures|0,026
4882185395191676951|1660956827614|46524836,00|46524836,00|other|0,049
4649968539405385752|1589681155586|97543435,00|97543435,00|investing|0,072
4853474947567190041|1652171857626|8706404,00|8706404,00|business ventures|0,014
4854882322450743322|1652571804600|37284813,00|37284813,00|weddings|0,053
4684871436517507099|1600340904367|90204747,00|90204747,00|medical expenses|0,037
4854037897520611356|1652360119683|93633790,00|93633790,00|medical expenses|0,079
4878244745517727773|1659734045821|8092871,00|8092871,00|medical expenses|0,074
4850378722823372830|1651250084866|16365339,00|16365339,00|debt consolidation|0,060
4883874245051940895|1661508236369|18733342,00|18733342,00|education|0,015
4794365202457952288|1633972699638|85120429,00|85120429,00|other|0,091
4903858968398397473|1667608695247|24365642,00|24365642,00|education|0,011
4823075650082439202|1642846114532|92685262,00|92685262,00|renovations|0,061
4873178195936935971|1658251448222|3359936,00|3359936,00|major purchases|0,045
4902733068491554852|1667302194020|23061659,00|23061659,00|investing|0,023
4873459670913646629|1658301083642|88415503,00|88415503,00|vacations|0,046
4834053174174154790|1646165955832|19398021,00|19398021,00|other|0,022
4778602603762155559|1629154081973|78875248,00|78875248,00|vacations|0,093
4750173631114379304|1620449231005|99944539,00|99944539,00|renovations|0,078
4781417353529262121|1630049807358|94623653,00|94623653,00|other|0,045
4836304973987840042|1646882080058|55723208,00|55723208,00|medical expenses|0,015
4919621567094194219|1672457848157|30116195,00|30116195,00|major purchases|0,047
4919621567094194220|1672453903095|40945058,00|40945058,00|other|0,067
4919340092117483565|1672419414747|63408850,00|63408850,00|investing|0,086
4820823850268753966|1642168667824|21611090,00|21611090,00|vacations|0,089
4875148520773910575|1658867095115|62755984,00|62755984,00|major purchases|0,046
4846156598172713008|1649933179791|74227626,00|74227626,00|funerals|0,070
4895414719097077809|1665045123734|17665968,00|17665968,00|major purchases|0,023
4899073893794316338|1666206563263|99126301,00|99126301,00|renovations|0,062
4836304973987840051|1646882240352|45235592,00|45235592,00|renovations|0,080
4743699706650034228|1618476364681|23904611,00|23904611,00|renovations|0,064
4723714983303577653|1612269037607|9370034,00|9370034,00|funerals|0,049
4908925517979189302|1669221711519|69919142,00|69919142,00|vacations|0,081
4916806817327087671|1671606225268|80129041,00|80129041,00|weddings|0,054
4897666518910763064|1665733991524|82200821,00|82200821,00|funerals|0,085
4823638600035860537|1643037245294|34370834,00|34370834,00|business ventures|0,089
4879089170447859770|1660067410458|83003391,00|83003391,00|renovations|0,053
4883311295098519611|1661290269348|28555101,00|28555101,00|vacations|0,069
4901607168584712252|1666932650406|85577424,00|85577424,00|medical expenses|0,025
4906673718165504061|1668467959750|75293320,00|75293320,00|funerals|0,023
4818572050455068734|1641460959073|67641043,00|67641043,00|other|0,092
4860793296961667135|1654423828158|71231908,00|71231908,00|investing|0,060
4918777142164062272|1672237228117|77632840,00|77632840,00|major purchases|0,058
4737225782185689153|1616477312701|18231316,00|18231316,00|major purchases|0,086
4654472139032756290|1591042069837|82259322,00|82259322,00|funerals|0,025
4859948872031535171|1654164612634|41299148,00|41299148,00|funerals|0,100
4912866167653138500|1670383084468|86881561,00|86881561,00|major purchases|0,053
4696693385539354693|1604002850925|75860160,00|75860160,00|other|0,018
4776632278925180998|1628584868251|19097461,00|19097461,00|medical expenses|0,064
4839119723754946631|1647784267772|23664949,00|23664949,00|medical expenses|0,014
4894288819190235208|1664677616714|43542542,00|43542542,00|major purchases|0,057
4915680917420245065|1671318250397|95809346,00|95809346,00|education|0,079
4852349047660347466|1651841428113|955456,00|955456,00|investing|0,011
4901325693608001611|1666829320767|54078637,00|54078637,00|debt consolidation|0,036
4853474947567190092|1652199007976|30409923,00|30409923,00|funerals|0,000
4890911119469707341|1663630749254|76675205,00|76675205,00|major purchases|0,029
4800839126922297422|1635969061280|67291534,00|67291534,00|medical expenses|0,009
4829549574546784335|1644835524300|67549751,00|67549751,00|renovations|0,099
4811253701060591696|1639216966128|48447605,00|48447605,00|medical expenses|0,095
4846156598172713041|1649960196675|60644051,00|60644051,00|major purchases|0,042
