id|createTime|loanAmount|balance|usage|interestRate
289919500889882624|1666958570201|51834573,00|51834573,00|funerals|0,072
176485085275488257|1632079317460|11747367,00|11747367,00|vacations|0,068
198158658482208770|1638744370904|75856474,00|75856474,00|vacations|0,072
298645225167912963|1669666786950|58320674,00|58320674,00|renovations|0,063
203225208063000580|1640314156368|51511430,00|51511430,00|debt consolidation|0,046
222084031502614533|1646068736119|9283871,00|9283871,00|medical expenses|0,021
169448210857721862|1629943182191|78394527,00|78394527,00|weddings|0,031
215891582014980103|1644171186546|23215107,00|23215107,00|weddings|0,077
247698254383284232|1654008661244|76988130,00|76988130,00|other|0,036
249387104243548169|1654509653095|79770756,00|79770756,00|funerals|0,038
284008526378958858|1665162050579|45603702,00|45603702,00|medical expenses|0,033
267120027776319499|1659919858148|14650056,00|14650056,00|other|0,044
146367262767448076|1622807623488|62300224,00|62300224,00|medical expenses|0,028
159033636719427597|1626714801709|50076676,00|50076676,00|weddings|0,031
294141625540542478|1668258829503|77164853,00|77164853,00|major purchases|0,061
132293513931915279|1618539058854|42546284,00|42546284,00|medical expenses|0,042
248261204336705552|1654130754336|84634279,00|84634279,00|weddings|0,022
241787279872360465|1652168181358|3963411,00|3963411,00|vacations|0,018
226869106106695698|1647575876807|29556432,00|29556432,00|investing|0,036
274719852147507219|1662265783033|38571587,00|38571587,00|other|0,045
299489650098044948|1669929755901|70120119,00|70120119,00|funerals|0,078
263179378102370325|1658713934383|49059546,00|49059546,00|vacations|0,041
305682099585679382|1671799164109|73225463,00|73225463,00|debt consolidation|0,024
227995006013538327|1647937258422|36973604,00|36973604,00|other|0,058
208291757643792408|1641854709506|63982716,00|63982716,00|education|0,027
238691055128543257|1651206256761|7102735,00|7102735,00|business ventures|0,081
235313355408015386|1650192852285|61637501,00|61637501,00|major purchases|0,000
238409580151832603|1651151293807|23467973,00|23467973,00|education|0,008
217017481921822748|1644578479820|58431596,00|58431596,00|education|0,051
285134426285801501|1665512942728|87263596,00|87263596,00|investing|0,069
168885260904300574|1629763861933|98506771,00|98506771,00|major purchases|0,079
299489650098044959|1669907330820|49361089,00|49361089,00|debt consolidation|0,044
126101064444280864|1616627477330|90930784,00|90930784,00|other|0,028
228276480990248993|1647971796762|12986143,00|12986143,00|business ventures|0,038
54043470406352930|1594446441849|75436643,00|75436643,00|debt consolidation|0,052
96546191889661987|1607549420502|88611977,00|88611977,00|education|0,050
188869984250757156|1635929880441|50729327,00|50729327,00|debt consolidation|0,030
277253126937903141|1663031763101|71705966,00|71705966,00|renovations|0,047
193936533831548966|1637483179476|40127705,00|40127705,00|medical expenses|0,024
157344786859163687|1626217533854|56993828,00|56993828,00|funerals|0,002
256142503684603944|1656602104303|1281524,00|1281524,00|renovations|0,014
280630826658431017|1664087326573|20622155,00|20622155,00|major purchases|0,005
287949176052908074|1666314554676|89304820,00|89304820,00|vacations|0,068
279504926751588395|1663763421999|72095730,00|72095730,00|investing|0,014
154248562115346476|1625278943348|18052572,00|18052572,00|funerals|0,047
65583944451489837|1598034900946|8934618,00|8934618,00|business ventures|0,048
233061555594330158|1649511127796|55928055,00|55928055,00|renovations|0,031
94012917099266095|1606793807178|96410607,00|96410607,00|debt consolidation|0,036
157626261835874352|1626325392783|61676713,00|61676713,00|investing|0,011
36592021850292273|1589095775246|7741190,00|7741190,00|business ventures|0,033
291045400796725298|1667289215076|96180796,00|96180796,00|renovations|0,041
267120027776319539|1659964929973|62181136,00|62181136,00|funerals|0,048
227432056060117044|1647796910039|99557721,00|99557721,00|education|0,015
288793600983040053|1666577634159|88923470,00|88923470,00|major purchases|0,080
144396937930473526|1622285725122|78778709,00|78778709,00|investing|0,083
101049791517032503|1608904964287|35441443,00|35441443,00|debt consolidation|0,025
255861028707893304|1656453861651|54022351,00|54022351,00|medical expenses|0,063
268808877636583481|1660470125783|13183128,00|13183128,00|education|0,022
172262960624828474|1630801785842|53634851,00|53634851,00|weddings|0,059
207165857736949819|1641516534048|53724395,00|53724395,00|funerals|0,051
135671213652443196|1619574977935|20261981,00|20261981,00|funerals|0,050
164944611230351421|1628517695168|82581991,00|82581991,00|major purchases|0,041
73465243799388222|1600416676045|14019998,00|14019998,00|funerals|0,092
267682977729740863|1660119816240|95499553,00|95499553,00|renovations|0,055
201817833179447360|1639901709066|32318693,00|32318693,00|business ventures|0,080
151996762301661249|1624606157648|60025150,00|60025150,00|funerals|0,025
305119149632258114|1671621667550|69026176,00|69026176,00|vacations|0,048
247416779406573635|1653932252369|32094825,00|32094825,00|weddings|0,036
207728807690371140|1641742963010|86420685,00|86420685,00|major purchases|0,002
307933899399364677|1672505977672|75108427,00|75108427,00|funerals|0,099
222365506479325254|1646165091245|55087717,00|55087717,00|business ventures|0,070
272186577357111367|1661484690068|93721659,00|93721659,00|business ventures|0,008
274156902194085960|1662112297159|18880339,00|18880339,00|renovations|0,057
291608350750146633|1667430692572|90756020,00|90756020,00|weddings|0,017
247416779406573642|1653921551934|23496127,00|23496127,00|renovations|0,017
305963574562390091|1671922912429|57272783,00|57272783,00|business ventures|0,094
108931090864930892|1611345646901|43540162,00|43540162,00|vacations|0,029
91198167332159565|1605890291313|2175389,00|2175389,00|education|0,028
154248562115346510|1625235621631|31615205,00|31615205,00|medical expenses|0,098
97672091796504655|1607873220220|16435973,00|16435973,00|funerals|0,088
304274724702126160|1671370459214|12899853,00|12899853,00|weddings|0,044
228557955966959697|1648143302049|17513779,00|17513779,00|major purchases|0,082
225461731223142482|1647151052438|25242523,00|25242523,00|debt consolidation|0,097
261772003218817107|1658334424640|73799966,00|73799966,00|vacations|0,081
285978851215933524|1665751442377|88627528,00|88627528,00|other|0,071
157626261835874389|1626350547376|87665895,00|87665895,00|debt consolidation|0,033
77968843426758742|1601830634269|8939645,00|8939645,00|education|0,012
67835744265175127|1598709228784|16410538,00|16410538,00|investing|0,014
240098430012096600|1651661396992|9702966,00|9702966,00|major purchases|0,094
300897024981598297|1670285561799|79455274,00|79455274,00|major purchases|0,041
299771125074755674|1670003477533|63883398,00|63883398,00|debt consolidation|0,071
262053478195527771|1658416088033|59870191,00|59870191,00|renovations|0,041
177610985182330972|1632472921947|99445420,00|99445420,00|debt consolidation|0,015
115967965282697309|1613544321723|21688578,00|21688578,00|vacations|0,032
250231529173680222|1654789133856|35064877,00|35064877,00|funerals|0,078
252201854010654815|1655353747268|81033650,00|81033650,00|debt consolidation|0,017
268808877636583520|1660497199302|72522132,00|72522132,00|renovations|0,052
258957253451710561|1657476443746|6273734,00|6273734,00|weddings|0,033
292452775680278626|1667722663155|43779006,00|43779006,00|major purchases|0,028
267401502753030243|1660074392654|57321158,00|57321158,00|vacations|0,036
262616428148949092|1658598198905|75089311,00|75089311,00|debt consolidation|0,066
72902293845966949|1600249978080|46258636,00|46258636,00|education|0,079
132293513931915366|1618501099149|97306119,00|97306119,00|major purchases|0,068
155655936998899815|1625665321733|20531614,00|20531614,00|debt consolidation|0,028
260083153358553192|1657794336731|67027698,00|67027698,00|vacations|0,035
302304399865151593|1670716878324|52716044,00|52716044,00|medical expenses|0,010
290200975866593386|1667081002786|53274617,00|53274617,00|weddings|0,097
87257517658210411|1604652122482|54879968,00|54879968,00|debt consolidation|0,063
156500361929031788|1625954410873|78282865,00|78282865,00|major purchases|0,044
270216252520136813|1660935010574|69958497,00|69958497,00|other|0,047
232780080617619566|1649360418685|65147758,00|65147758,00|other|0,026
245446454569599087|1653248470009|85864937,00|85864937,00|vacations|0,022
277534601914613872|1663126820789|95872825,00|95872825,00|vacations|0,021
230246805827223665|1648656550862|62820300,00|62820300,00|renovations|0,018
252201854010654834|1655344843376|44887978,00|44887978,00|weddings|0,039
210543557457477747|1642570338267|98365911,00|98365911,00|vacations|0,066
257831353544867956|1657116858268|17015542,00|17015542,00|vacations|0,093
261772003218817141|1658310065692|95791972,00|95791972,00|weddings|0,006
198440133458919542|1638810010270|58788361,00|58788361,00|other|0,081
279504926751588471|1663765158746|49339878,00|49339878,00|business ventures|0,082
273031002287243384|1661793413521|83781845,00|83781845,00|investing|0,067
275564277077639289|1662522050147|28000990,00|28000990,00|business ventures|0,070
182959009739833466|1634070867661|48284568,00|48284568,00|weddings|0,006
283445576425537659|1664931877256|60065242,00|60065242,00|other|0,077
253890703870918780|1655869204668|42036500,00|42036500,00|medical expenses|0,067
226306156153274493|1647378687459|12067952,00|12067952,00|other|0,073
305400624608968830|1671710509394|60400086,00|60400086,00|renovations|0,087
221521081549193343|1645973691397|74781366,00|74781366,00|investing|0,082
104708966214271104|1610059242435|83471413,00|83471413,00|funerals|0,091
280349351681720449|1664036646828|54750717,00|54750717,00|medical expenses|0,029
275001327124217986|1662382981785|31925783,00|31925783,00|business ventures|0,091
290763925820014723|1667247115719|5005762,00|5005762,00|funerals|0,044
300615550004887684|1670220446651|81290922,00|81290922,00|renovations|0,013
252483328987365509|1655460367815|70743198,00|70743198,00|renovations|0,099
281193776611852422|1664270727813|63034763,00|63034763,00|funerals|0,049
252201854010654855|1655340772707|38221632,00|38221632,00|education|0,005
181551634856280200|1633629395167|82109573,00|82109573,00|funerals|0,020
296956375307649161|1669112727704|95386100,00|95386100,00|investing|0,071
280349351681720458|1664045100472|67086427,00|67086427,00|investing|0,032
253327753917497483|1655736537177|63655895,00|63655895,00|debt consolidation|0,026
74309668729520268|1600675848316|62923693,00|62923693,00|major purchases|0,091
295830475400806541|1668792403699|67833385,00|67833385,00|vacations|0,037
303148824795283598|1671013044686|53252376,00|53252376,00|business ventures|0,090
307652424422654095|1672423193415|92517062,00|92517062,00|vacations|0,046
307370949445943440|1672301814664|46521211,00|46521211,00|education|0,068
288512126006329489|1666545278324|22747727,00|22747727,00|other|0,080
108086665934798994|1611053933404|33553544,00|33553544,00|business ventures|0,036
198440133458919571|1638854055159|31886936,00|31886936,00|medical expenses|0,071
152559712255082644|1624764233690|86557468,00|86557468,00|debt consolidation|0,081
57702645103591573|1595590083986|83604476,00|83604476,00|major purchases|0,007
307652424422654102|1672387961636|26959185,00|26959185,00|debt consolidation|0,078
273031002287243415|1661784659213|31561655,00|31561655,00|renovations|0,063
