id|createTime|loanAmount|balance|usage|interestRate
4820540451146694656|1642012122768|25643920,00|25643920,00|other|0,061
4741164507714289665|1617697705930|91922990,00|91922990,00|funerals|0,020
4689091637022818306|1601664272974|59918644,00|59918644,00|funerals|0,067
4907516218950287363|1668746132206|59918496,00|59918496,00|funerals|0,063
4906108844066734084|1668327105514|96311923,00|96311923,00|renovations|0,064
4849250898771181573|1650866355371|10516446,00|10516446,00|business ventures|0,015
4808718502124847110|1638431316915|88059011,00|88059011,00|renovations|0,065
4825044050774065159|1643420705695|665546,00|665546,00|medical expenses|0,072
4829266175424725000|1644745361504|84591291,00|84591291,00|other|0,060
4895412794951729161|1665018443245|36515054,00|36515054,00|vacations|0,035
4816599801472745482|1640823936765|15680346,00|15680346,00|major purchases|0,070
4837991899702755339|1647385554850|51371040,00|51371040,00|major purchases|0,081
4649403665306615820|1589438543149|50563675,00|50563675,00|renovations|0,040
4859665472909475853|1654088851577|80837517,00|80837517,00|renovations|0,096
4817725701379588110|1641202898517|61942901,00|61942901,00|investing|0,056
4863043172630003727|1655119008346|16657575,00|16657575,00|other|0,091
4850376798678024208|1651208553995|91178521,00|91178521,00|investing|0,089
4901605244439363601|1666914245804|51499090,00|51499090,00|funerals|0,064
4892598045184622610|1664213144561|88681517,00|88681517,00|other|0,006
4894005420068175891|1664650260325|57692806,00|57692806,00|major purchases|0,030
4905545894113312788|1668203875097|54694894,00|54694894,00|weddings|0,096
4769593480362065941|1626389270594|42447940,00|42447940,00|major purchases|0,058
4771563805199040534|1627025037978|946731,00|946731,00|major purchases|0,072
4854317448351973399|1652404039587|8031806,00|8031806,00|weddings|0,092
4850095323701313560|1651140031550|29605865,00|29605865,00|business ventures|0,074
4916241943228317721|1671472683697|79151577,00|79151577,00|business ventures|0,092
4879368721279221786|1660104796326|97960749,00|97960749,00|debt consolidation|0,001
4868672672164216859|1656851360514|48751444,00|48751444,00|renovations|0,041
4837428949749334044|1647223582531|1468307,00|1468307,00|renovations|0,058
4686839837209133085|1600963464463|733225,00|733225,00|renovations|0,046
4735535008180076574|1615971379805|95240150,00|95240150,00|medical expenses|0,065
4880776096162775071|1660582945199|80018445,00|80018445,00|medical expenses|0,017
4874583646675140640|1658617572049|17329085,00|17329085,00|vacations|0,075
4649685140283326497|1589536948738|72385007,00|72385007,00|education|0,032
4673329038327021602|1596828605042|64129087,00|64129087,00|business ventures|0,094
4632515166703976483|1584256024030|42334597,00|42334597,00|renovations|0,003
4861072847793029156|1654477031661|2890389,00|2890389,00|debt consolidation|0,097
4852065648538288165|1651693246479|17506844,00|17506844,00|vacations|0,078
4908360643880419366|1669004654368|20616363,00|20616363,00|weddings|0,031
4837147474772623399|1647157371986|49746907,00|49746907,00|funerals|0,076
4908360643880419368|1669035782088|40928072,00|40928072,00|business ventures|0,035
4901042294485942313|1666756129559|2221031,00|2221031,00|medical expenses|0,023
4902731144346206250|1667337405656|22670585,00|22670585,00|education|0,063
4878805771325800491|1659925490098|16015933,00|16015933,00|renovations|0,093
4881620521092907052|1660825149154|63627041,00|63627041,00|major purchases|0,024
4899071969648967725|1666199369479|6338837,00|6338837,00|renovations|0,096
4886405595696988206|1662278663640|41922274,00|41922274,00|major purchases|0,049
4736660908086919215|1616265637751|28431163,00|28431163,00|business ventures|0,021
4913145718484500528|1670471295941|56890992,00|56890992,00|vacations|0,013
4913708668437921841|1670641142795|48574433,00|48574433,00|business ventures|0,096
4917086368158449714|1671739551986|78755203,00|78755203,00|major purchases|0,079
4912864243507789875|1670443723686|73975802,00|73975802,00|other|0,048
4888094445557252148|1662843832528|43478197,00|43478197,00|investing|0,003
4866983822303952949|1656281414281|61331288,00|61331288,00|education|0,022
4863043172630003766|1655110005102|81743620,00|81743620,00|major purchases|0,080
4887250020627120183|1662581733619|3461848,00|3461848,00|medical expenses|0,020
4891472145277780024|1663799462073|3914428,00|3914428,00|weddings|0,001
4889501820440805433|1663222083198|28451635,00|28451635,00|renovations|0,093
4915116043321475130|1671086781842|82022774,00|82022774,00|education|0,010
4818007176356298811|1641290210055|2456087,00|2456087,00|funerals|0,003
4811533251891953724|1639257780699|95319891,00|95319891,00|medical expenses|0,008
4788733778778390589|1632285297793|93475682,00|93475682,00|vacations|0,007
4916523418205028414|1671576396477|24963308,00|24963308,00|vacations|0,064
4901605244439363647|1666930648839|81208041,00|81208041,00|weddings|0,073
4872894796814876736|1658095823517|34067541,00|34067541,00|business ventures|0,011
4908360643880419393|1669019343600|10211890,00|10211890,00|debt consolidation|0,018
4702039485951508546|1605612828711|6006368,00|6006368,00|vacations|0,038
4915678993274896451|1671264541449|24319243,00|24319243,00|other|0,036
4790985578592075844|1632951006100|45882219,00|45882219,00|vacations|0,085
4713579959996645445|1609202094283|46000871,00|46000871,00|business ventures|0,071
4817162751426166854|1640992364921|53508140,00|53508140,00|business ventures|0,002
4881620521092907079|1660790770910|63168921,00|63168921,00|weddings|0,013
4854598923328684104|1652516315945|39583576,00|39583576,00|business ventures|0,066
4887531495603830857|1662617712376|71555310,00|71555310,00|vacations|0,046
4797178028079710282|1634893174015|66440179,00|66440179,00|weddings|0,065
4913708668437921867|1670674575710|64744516,00|64744516,00|business ventures|0,011
4903857044253048908|1667608334569|79791875,00|79791875,00|debt consolidation|0,015
4787326403894837325|1631839367048|19164131,00|19164131,00|funerals|0,055
4696691461394006094|1603983373163|97671963,00|97671963,00|vacations|0,093
4843621399236968527|1649101925706|63364835,00|63364835,00|debt consolidation|0,097
4905545894113312848|1668181117194|16504764,00|16504764,00|other|0,035
4863887597560135761|1655325558634|74108033,00|74108033,00|education|0,014
4856569248165658706|1653156887477|29468293,00|29468293,00|investing|0,022
4794363278312603731|1634036713547|90845187,00|90845187,00|medical expenses|0,088
4846154674027364436|1649930083301|48744758,00|48744758,00|debt consolidation|0,089
4721461259344543829|1611566824271|57773747,00|57773747,00|medical expenses|0,055
4655033164840829014|1591158896730|78005196,00|78005196,00|renovations|0,064
4821666351053537367|1642417020270|22107828,00|22107828,00|medical expenses|0,081
4732157308459548760|1614909845368|60359871,00|60359871,00|debt consolidation|0,004
4884998220813434969|1661842871058|87794713,00|87794713,00|other|0,086
4765652830688116826|1625182093441|23347630,00|23347630,00|business ventures|0,001
4709920785299406939|1608036673977|84396897,00|84396897,00|debt consolidation|0,049
4864450547513557084|1655500647124|83425770,00|83425770,00|debt consolidation|0,027
4798303927986552925|1635185669883|68241128,00|68241128,00|funerals|0,003
4896820169835282526|1665510184414|62086298,00|62086298,00|vacations|0,027
4915960468251607135|1671370925206|27136877,00|27136877,00|major purchases|0,026
4909205068810551392|1669327111646|69445371,00|69445371,00|investing|0,065
4876272496535404641|1659141834398|40691756,00|40691756,00|business ventures|0,053
4749045807062188130|1620060603363|78286008,00|78286008,00|major purchases|0,083
4876272496535404643|1659128592593|77429560,00|77429560,00|business ventures|0,069
4724838959065071716|1612658899276|4580121,00|4580121,00|debt consolidation|0,013
4736942383063629925|1616384565443|30154367,00|30154367,00|business ventures|0,002
4752423506782716006|1621130972346|69203634,00|69203634,00|education|0,039
4861072847793029223|1654496615388|77415092,00|77415092,00|education|0,086
4758053006316929128|1622890318623|36633231,00|36633231,00|business ventures|0,062
4776911829756543081|1628650182771|97733319,00|97733319,00|debt consolidation|0,013
4784793129104441450|1631106597144|86065030,00|86065030,00|investing|0,025
4787889353848258667|1631978764064|62524747,00|62524747,00|medical expenses|0,017
4895131319975018604|1664990147056|561708,00|561708,00|other|0,023
4887812970580541549|1662698733797|9157100,00|9157100,00|medical expenses|0,051
4899353444625678446|1666259062259|22521239,00|22521239,00|funerals|0,053
4902168194392785007|1667112230828|15119848,00|15119848,00|vacations|0,059
4890064770394226800|1663400135354|82030427,00|82030427,00|medical expenses|0,036
4903857044253048945|1667641985074|15631643,00|15631643,00|investing|0,046
4918493743042003058|1672170494341|29034105,00|29034105,00|vacations|0,028
4919619642948845683|1672475012674|75602932,00|75602932,00|debt consolidation|0,075
4819414551239852148|1641672221830|25743642,00|25743642,00|other|0,070
4799711302870106229|1635674339438|54446060,00|54446060,00|medical expenses|0,096
4846154674027364470|1649906534729|69179510,00|69179510,00|major purchases|0,080
4895412794951729271|1665041345036|35951552,00|35951552,00|weddings|0,034
4854598923328684152|1652516032433|54859833,00|54859833,00|debt consolidation|0,051
4827858800541171833|1644318869822|53133825,00|53133825,00|debt consolidation|0,073
4811814726868664442|1639371790111|17446071,00|17446071,00|vacations|0,012
4880776096162775163|1660587331394|14169998,00|14169998,00|debt consolidation|0,097
4741727457667711100|1617859347171|36129718,00|36129718,00|vacations|0,096
4727653708832178301|1613499042007|58045463,00|58045463,00|debt consolidation|0,011
4843621399236968574|1649136127684|39574815,00|39574815,00|education|0,015
4822229301006958719|1642569413922|2232566,00|2232566,00|major purchases|0,031
4893442470114754688|1664420836879|90688702,00|90688702,00|weddings|0,092
4655314639817539713|1591252541832|44436129,00|44436129,00|debt consolidation|0,073
4751016131899162754|1620720719390|57145114,00|57145114,00|vacations|0,050
4743697782504685699|1618448329961|81144374,00|81144374,00|business ventures|0,068
4903575569276338308|1667542296061|67633658,00|67633658,00|vacations|0,079
4817162751426166917|1640982651237|27305142,00|27305142,00|other|0,084
4844184349190389894|1649288826193|20450239,00|20450239,00|funerals|0,077
4904701469183180935|1667944384210|70797839,00|70797839,00|major purchases|0,037
4837428949749334152|1647221138109|48137725,00|48137725,00|major purchases|0,079
4781415429383913609|1630009931624|69862478,00|69862478,00|debt consolidation|0,078
4903857044253048970|1667661232892|22253729,00|22253729,00|other|0,050
4902731144346206347|1667272433310|3464800,00|3464800,00|debt consolidation|0,016
