id|createTime|loanAmount|balance|usage|interestRate
253327479039590400|1655672912199|25643920,00|25643920,00|other|0,061
263179103224463361|1658769802120|91922990,00|91922990,00|funerals|0,020
204069358115225602|1640558603366|59918644,00|59918644,00|funerals|0,067
237564880343793667|1650872777730|59918496,00|59918496,00|funerals|0,063
269090077735387140|1660528014962|96311923,00|96311923,00|renovations|0,064
305681824707772421|1671765062190|10516446,00|10516446,00|business ventures|0,015
184084634768769030|1634469805590|88059011,00|88059011,00|renovations|0,065
195343633837195271|1637908004019|665546,00|665546,00|medical expenses|0,072
284571201454473224|1665297773495|84591291,00|84591291,00|other|0,060
281756451687366665|1664455964257|36515054,00|36515054,00|vacations|0,035
275001052246310922|1662334916331|15680346,00|15680346,00|major purchases|0,070
306526249637904395|1672075638531|51371040,00|51371040,00|major purchases|0,081
271904827502493708|1661414761060|50563675,00|50563675,00|renovations|0,040
302304124987244557|1670720362928|80837517,00|80837517,00|renovations|0,096
238972255227346958|1651321904803|61942901,00|61942901,00|investing|0,056
198158383604301839|1638758660045|16657575,00|16657575,00|other|0,091
166914661189419024|1629193961001|91178521,00|91178521,00|investing|0,089
223209656531550225|1646418189549|51499090,00|51499090,00|funerals|0,064
249386829365641234|1654496302963|88681517,00|88681517,00|other|0,006
302304124987244563|1670760181319|57692806,00|57692806,00|major purchases|0,030
297237575406452756|1669195087414|54694894,00|54694894,00|weddings|0,096
272186302479204373|1661477941139|42447940,00|42447940,00|major purchases|0,058
283726776524341270|1665086742056|946731,00|946731,00|major purchases|0,072
241224055041032215|1651991121812|8031806,00|8031806,00|weddings|0,092
183521684815347736|1634305896959|29605865,00|29605865,00|business ventures|0,074
280067601827102745|1663914686518|79151577,00|79151577,00|business ventures|0,092
201254608348119066|1639724668930|97960749,00|97960749,00|debt consolidation|0,001
275001052246310939|1662395392522|48751444,00|48751444,00|renovations|0,041
276126952153153564|1662690020608|1468307,00|1468307,00|renovations|0,058
280067601827102749|1663932925300|733225,00|733225,00|renovations|0,046
247416504528666654|1653920414889|95240150,00|95240150,00|medical expenses|0,065
305118874754351135|1671641259350|80018445,00|80018445,00|medical expenses|0,017
306526249637904416|1672087705898|17329085,00|17329085,00|vacations|0,075
306526249637904417|1672067710327|72385007,00|72385007,00|education|0,032
307370674568036386|1672318337523|64129087,00|64129087,00|business ventures|0,094
289637751035265059|1666832254582|42334597,00|42334597,00|renovations|0,003
283163826570919972|1664900405113|2890389,00|2890389,00|debt consolidation|0,097
274156627316178981|1662152601481|17506844,00|17506844,00|vacations|0,078
287385951221579814|1666138924088|20616363,00|20616363,00|weddings|0,031
291608075872239655|1667513467927|49746907,00|49746907,00|funerals|0,076
294704300616056872|1668426304738|40928072,00|40928072,00|business ventures|0,035
278097276990128169|1663294764844|2221031,00|2221031,00|medical expenses|0,023
257549603690250282|1657046673602|22670585,00|22670585,00|education|0,063
291326600895529003|1667409098247|16015933,00|16015933,00|renovations|0,093
253046004062879788|1655603474513|63627041,00|63627041,00|major purchases|0,024
304555924800929837|1671422155516|6338837,00|6338837,00|renovations|0,096
281193501733945390|1664294809225|41922274,00|41922274,00|major purchases|0,049
135952413751246895|1619692476221|28431163,00|28431163,00|business ventures|0,021
195343633837195312|1637913965060|56890992,00|56890992,00|vacations|0,013
156500087051124785|1625928738056|48574433,00|48574433,00|business ventures|0,096
209135907696017458|1642161227137|78755203,00|78755203,00|major purchases|0,079
227431781182210099|1647761945019|73975802,00|73975802,00|other|0,048
305400349731061812|1671743208922|43478197,00|43478197,00|investing|0,003
260927303410778165|1658052584346|61331288,00|61331288,00|education|0,022
164662861375733814|1628449763218|81743620,00|81743620,00|major purchases|0,080
75153818781745207|1600981961396|3461848,00|3461848,00|medical expenses|0,020
