id|createTime|loanAmount|balance|usage|interestRate
4801119777265287168|1636108852041|23269131,00|23269131,00|funerals|0,009
4854037072886890497|1652320818888|70659198,00|70659198,00|investing|0,025
4843341023771885570|1649032699622|19696701,00|19696701,00|other|0,062
4648278864911400963|1589105413069|90538536,00|90538536,00|renovations|0,079
4849814948236230660|1651038055622|52392920,00|52392920,00|medical expenses|0,035
4799430927405023237|1635596987402|75471699,00|75471699,00|investing|0,044
4867266396792291334|1656367031140|36215858,00|36215858,00|business ventures|0,098
4821667450565165063|1642387701015|35086187,00|35086187,00|investing|0,009
4918213367576920072|1672070489325|46273521,00|46273521,00|medical expenses|0,096
4914272717902970889|1670843837735|94836710,00|94836710,00|other|0,001
4918213367576920074|1672039577573|99210816,00|99210816,00|education|0,018
4851503798096494603|1651590864096|92459501,00|92459501,00|medical expenses|0,027
4918494842553630732|1672156430590|42437986,00|42437986,00|business ventures|0,017
4671922762955096077|1596404444418|65406356,00|65406356,00|vacations|0,004
4687403886674182158|1601121499217|20253163,00|20253163,00|funerals|0,086
4783105378755805199|1630580445980|30811958,00|30811958,00|medical expenses|0,008
4780009154011987984|1629632880436|97906839,00|97906839,00|debt consolidation|0,029
4908924693345468433|1669243486140|1658262,00|1658262,00|major purchases|0,009
4863325747118342162|1655202327293|44392527,00|44392527,00|business ventures|0,045
4919339267483762707|1672375100270|36273033,00|36273033,00|funerals|0,085
4917650417623498772|1671881381726|57335073,00|57335073,00|business ventures|0,032
4909206168322179093|1669316474894|17442247,00|17442247,00|investing|0,067
4918494842553630742|1672158808156|43380910,00|43380910,00|debt consolidation|0,039
4820541550658322455|1642016072236|2338223,00|2338223,00|funerals|0,062
4821667450565165080|1642372055016|34298727,00|34298727,00|funerals|0,032
4786201603499622425|1631525387270|37951139,00|37951139,00|medical expenses|0,024
4805904851869368346|1637583001827|21259919,00|21259919,00|renovations|0,016
4777757354198302747|1628876533725|7481348,00|7481348,00|medical expenses|0,034
4798305027498180636|1635223900140|77017773,00|77017773,00|business ventures|0,079
4907517318461915165|1668784896385|21799053,00|21799053,00|education|0,014
4910613543205732382|1669702569078|38072541,00|38072541,00|weddings|0,038
4782260953825673247|1630299211021|51087566,00|51087566,00|major purchases|0,098
4834333824517144608|1646313024392|7772269,00|7772269,00|investing|0,034
4879932770744270881|1660257803259|58804685,00|58804685,00|medical expenses|0,091
4913428292972838946|1670604260529|2407404,00|2407404,00|other|0,099
4675300462675623971|1597382630628|25108231,00|25108231,00|renovations|0,089
4648841814864822308|1589259249669|36593317,00|36593317,00|education|0,063
4809282551589896229|1638613003014|22561020,00|22561020,00|funerals|0,064
4816600900984373286|1640853346057|61985825,00|61985825,00|vacations|0,062
4840526274004779047|1648205527243|31572076,00|31572076,00|other|0,083
4919057792507052072|1672312021940|28989807,00|28989807,00|education|0,080
4725121533553410089|1612742456169|2356932,00|2356932,00|vacations|0,091
4710203359787745322|1608184517174|26535222,00|26535222,00|weddings|0,035
4790986678103703595|1632983109185|16771659,00|16771659,00|major purchases|0,019
4800556827311865900|1635887342297|7822117,00|7822117,00|business ventures|0,038
4843622498748596269|1649097298066|16323202,00|16323202,00|other|0,014
4887532595115458606|1662603016369|28027383,00|28027383,00|major purchases|0,073
4892317669719539759|1664112387127|46820385,00|46820385,00|weddings|0,050
4872051471396372528|1657892390290|7155372,00|7155372,00|weddings|0,023
4692751911231684657|1602746977836|40087738,00|40087738,00|renovations|0,041
4889502919952433202|1663274871235|33767212,00|33767212,00|vacations|0,081
4704855335230242867|1606537501837|93422993,00|93422993,00|vacations|0,040
4907798793438625844|1668838360545|35532301,00|35532301,00|medical expenses|0,029
4905265518648229941|1668120406002|13466584,00|13466584,00|vacations|0,068
4902169293904412726|1667095250277|4205683,00|4205683,00|investing|0,073
4912302393065996343|1670258584180|59945265,00|59945265,00|other|0,054
4897102744323620920|1665540951726|8899169,00|8899169,00|funerals|0,028
4702040585463136313|1605608579997|65364209,00|65364209,00|business ventures|0,003
4913709767949549626|1670659638822|2013322,00|2013322,00|debt consolidation|0,032
4713862534484983867|1609275439963|95944271,00|95944271,00|education|0,056
4804778951962525756|1637189161772|73249881,00|73249881,00|major purchases|0,009
4726810383413674045|1613206769401|43004696,00|43004696,00|funerals|0,039
4757209680898424894|1622552546495|74134182,00|74134182,00|renovations|0,037
4904139618741387327|1667696983712|13839600,00|13839600,00|medical expenses|0,032
4906954368508493888|1668575942412|11103576,00|11103576,00|weddings|0,066
4911739443112575041|1670074244566|30614588,00|30614588,00|funerals|0,077
4754676406108028994|1621820460351|20822771,00|20822771,00|weddings|0,034
4782823903779094595|1630464352515|76795577,00|76795577,00|business ventures|0,022
4755520831038160964|1622070340174|72315197,00|72315197,00|renovations|0,015
4874021796233347141|1658514121805|68191054,00|68191054,00|major purchases|0,019
4724558583599988806|1612597266406|51281529,00|51281529,00|vacations|0,074
4912865343019417671|1670372612761|83859239,00|83859239,00|other|0,084
4915680092786524232|1671281002654|64148337,00|64148337,00|renovations|0,001
4918494842553630793|1672132152679|16577879,00|16577879,00|other|0,098
4908080268415336522|1668927581750|47712120,00|47712120,00|weddings|0,049
4889221444975722571|1663139217445|59902616,00|59902616,00|debt consolidation|0,067
4879932770744270924|1660305379237|70257098,00|70257098,00|medical expenses|0,003
4892880619672961101|1664261693679|99477102,00|99477102,00|funerals|0,037
4915961567763234894|1671327744797|29448060,00|29448060,00|weddings|0,076
4903576668787966031|1667532845141|46700231,00|46700231,00|renovations|0,002
4917368942646788176|1671795384546|94834647,00|94834647,00|other|0,077
4908080268415336529|1668912291994|81242397,00|81242397,00|vacations|0,076
4761994755502506066|1624064877672|55790278,00|55790278,00|business ventures|0,062
4824763675308982355|1643346612595|29133587,00|29133587,00|business ventures|0,019
4786764553453043796|1631655513718|42181244,00|42181244,00|investing|0,087
4917087467670077525|1671732946853|44457812,00|44457812,00|education|0,064
4759742955688820822|1623383736672|62334557,00|62334557,00|other|0,041
4785075703592779863|1631108167986|77768082,00|77768082,00|funerals|0,097
4787890453359886424|1632031946007|42856072,00|42856072,00|education|0,069
4851503798096494681|1651548986771|60949463,00|60949463,00|business ventures|0,031
4881621620604534874|1660795343777|84259152,00|84259152,00|investing|0,008
4668545063234568283|1595361929808|37293633,00|37293633,00|debt consolidation|0,084
4826452525169246300|1643859742645|72021158,00|72021158,00|business ventures|0,016
4852348223026626653|1651848097947|64217889,00|64217889,00|renovations|0,038
4803934527032393822|1636975809081|88440982,00|88440982,00|renovations|0,001
4855725922747154527|1652874766054|76507617,00|76507617,00|weddings|0,015
4797460602568048736|1634931526750|33865376,00|33865376,00|funerals|0,058
4837711524237672545|1647355815393|98758914,00|98758914,00|medical expenses|0,033
4801964202195419234|1636381193444|82807618,00|82807618,00|major purchases|0,075
4697818460812476515|1604355125310|78111119,00|78111119,00|business ventures|0,100
4912865343019417700|1670388591598|78745485,00|78745485,00|medical expenses|0,075
4901324868974280805|1666879777597|31540551,00|31540551,00|business ventures|0,010
4919339267483762790|1672367725707|18355733,00|18355733,00|investing|0,080
4913991242926260327|1670773097254|39230238,00|39230238,00|medical expenses|0,050
4837148574284251240|1647186583541|81390155,00|81390155,00|weddings|0,038
4879651295767560297|1660212970582|30576421,00|30576421,00|education|0,032
4906109943578361962|1668379919824|66516334,00|66516334,00|education|0,016
4913146817996128363|1670528591061|91779138,00|91779138,00|major purchases|0,059
4906672893531783276|1668529334560|7465688,00|7465688,00|other|0,019
4779446204058566765|1629447920768|33171329,00|33171329,00|investing|0,026
4722869733739724910|1612071309679|93035116,00|93035116,00|major purchases|0,058
4673893087792070767|1596993071530|26806796,00|26806796,00|education|0,068
4870362621536108656|1657362548946|93823466,00|93823466,00|major purchases|0,063
4864170172048474225|1655425338309|60691007,00|60691007,00|funerals|0,040
4913146817996128370|1670535418754|25190469,00|25190469,00|other|0,060
4919339267483762803|1672362619977|2191613,00|2191613,00|renovations|0,064
4767905730013429876|1625906505253|83600277,00|83600277,00|business ventures|0,080
4915680092786524277|1671253034750|13385615,00|13385615,00|renovations|0,017
4915398617809813622|1671205536825|98424297,00|98424297,00|weddings|0,027
4915398617809813623|1671177970061|64303998,00|64303998,00|vacations|0,031
4904421093718098040|1667835251986|96315354,00|96315354,00|weddings|0,095
4914272717902971001|1670868178744|84145579,00|84145579,00|weddings|0,010
4787327503406465146|1631857833385|73473802,00|73473802,00|education|0,018
4875147696140189819|1658815531536|46020748,00|46020748,00|debt consolidation|0,067
4751861656340922492|1620926586539|75546433,00|75546433,00|debt consolidation|0,100
4763120655409348733|1624384667500|52213729,00|52213729,00|funerals|0,047
4761994755502506110|1624073415869|64872910,00|64872910,00|major purchases|0,061
4899917494090727551|1666464551102|67559611,00|67559611,00|renovations|0,059
4910050593252311168|1669558617796|17429420,00|17429420,00|renovations|0,023
4910332068229021825|1669612141681|69902967,00|69902967,00|funerals|0,016
4911176493159153794|1669906660619|21201422,00|21201422,00|funerals|0,023
4685152086860497027|1600447328835|38106557,00|38106557,00|other|0,006
4773816704524353668|1627716892266|19581023,00|19581023,00|weddings|0,073
4847000198469124229|1650173294926|91414539,00|91414539,00|debt consolidation|0,046
4814630576147398790|1640248292892|90548187,00|90548187,00|weddings|0,031
4750172806480658567|1620411475914|83884806,00|83884806,00|vacations|0,085
4854037072886890632|1652356975467|3868403,00|3868403,00|debt consolidation|0,038
4882184570557956233|1661012600314|76770624,00|76770624,00|education|0,030
4909769118275600522|1669430280754|14855111,00|14855111,00|medical expenses|0,046
4915398617809813643|1671174543751|84499247,00|84499247,00|investing|0,042
4856570347677286540|1653121087727|93344451,00|93344451,00|other|0,022
4895132419486646413|1664982188014|54356997,00|54356997,00|funerals|0,024
