mediumId|accountId|multiplicityId|createTime|deleteTime|isExplicitDeleted|location
48378511652144|307089474469241441|0|1672279883218|1893196800000|false|Germany -> Lörrach
48378511652144|307089474469241441|1|1672480167616|1893196800000|false|Brazil -> Campinas
48378511652144|307089474469241441|2|1672514382952|1893196800000|false|Russia -> Volgograd
48378511652144|307089474469241441|3|1672217573136|1893196800000|false|Philippines -> Cagayan_de_Oro
21990232585521|4722587709007205527|0|1651337944202|1893196800000|false|Tunisia -> El_Mourouj
39582418629939|4906109393822558716|0|1670113449118|1893196800000|false|Zambia -> Kasama
39582418629939|4906109393822558716|1|1672361127206|1893196800000|false|Japan -> Aomori
39582418629939|4906109393822558716|2|1669708014222|1893196800000|false|China -> Gaoyou
39582418629939|4906109393822558716|3|1671815027313|1893196800000|false|France -> Grenoble
39582418629939|4906109393822558716|4|1671497143350|1893196800000|false|Spain -> Vigo
39582418629939|4906109393822558716|5|1672292628599|1893196800000|false|China -> Dongxing
39582418629939|4906109393822558716|6|1670660939573|1893196800000|false|Belarus -> Mogilev
39582418629939|4906109393822558716|7|1669914753522|1893196800000|false|Canada -> London
52776558163255|288230376151727427|0|1669731332840|1893196800000|false|Russia -> Tula
52776558163255|288230376151727427|1|1672381280697|1893196800000|false|Peru -> Chosica,Lima
57174604674360|4858258647781751593|0|1669255696866|1669324528858|true|Germany -> Greifswald
57174604674360|4858258647781751593|1|1669120289546|1669324528858|true|Canada -> Edmonton
57174604674360|4858258647781751593|2|1668799847629|1669324528858|true|India -> Vijayawada
57174604674360|4858258647781751593|3|1668925395109|1669324528858|true|Greece -> Piraeus
57174604674360|4858258647781751593|4|1669137209787|1669324528858|true|China -> Beizhen
57174604674360|4858258647781751593|5|1669219568117|1669324528858|true|China -> Dashiqiao
57174604674360|4858258647781751593|6|1669132706296|1669324528858|true|Russia -> Krasnodar
57174604674360|4858258647781751593|7|1669023954437|1669324528858|true|Russia -> Bishkek
57174604674360|4858258647781751593|8|1668926030983|1669324528858|true|India -> Moga
8796093052217|4851221773363970180|0|1657038213800|1893196800000|false|China -> Anyang
8796093052217|4851221773363970180|1|1665006709231|1893196800000|false|Germany -> Lübeck
8796093052217|4851221773363970180|2|1661433763387|1893196800000|false|France -> Montpellier
8796093052217|4851221773363970180|3|1661879009361|1893196800000|false|Vietnam -> Phan_Thiết
43980465141051|4818290300600463006|0|1656082750634|1893196800000|false|India -> Kashipur
43980465141051|4818290300600463006|1|1670765700951|1893196800000|false|Japan -> Chiba
43980465141051|4818290300600463006|2|1660535944745|1893196800000|false|India -> Shibpur
43980465141051|4818290300600463006|3|1670005328295|1893196800000|false|Sweden -> Jönköping
43980465141051|4818290300600463006|4|1661873142700|1893196800000|false|United_States -> Notre_Damena
43980465141051|4818290300600463006|5|1664376456528|1893196800000|false|Romania -> Timișoara
43980465141051|4818290300600463006|6|1671168884695|1893196800000|false|Afghanistan -> Kandahar
43980465141051|4818290300600463006|7|1668962544663|1893196800000|false|China -> Fu'an
43980465141051|4818290300600463006|8|1671880723174|1893196800000|false|India -> Solapur
17592186074428|4864733122001896762|0|1661401151242|1893196800000|false|China -> Enshi
17592186074428|4825608100239131745|0|1662962733771|1893196800000|false|China -> Wuhan
17592186074428|4825608100239131745|1|1668834532812|1893196800000|false|United_Kingdom -> North_Wales
17592186074428|4825608100239131745|2|1644179898208|1893196800000|false|Russia -> Ivanovo_Oblast
17592186074428|4825608100239131745|3|1659162098090|1893196800000|false|Brazil -> Santos
17592186074428|4825608100239131745|4|1667066036295|1893196800000|false|Argentina -> Presidencia_Roque_Sáenz_Peña
43980465141053|4858258647781744841|0|1661746668664|1893196800000|false|Argentina -> San_Miguel_de_Tucumán
43980465141053|4858258647781744841|1|1661547943771|1893196800000|false|Poland -> Warsaw
52776558163263|4728781258006462654|0|1657819323977|1893196800000|false|South_Korea -> Busan
52776558163263|4728781258006462654|1|1670078544316|1893196800000|false|India -> Anantapur_district
52776558163263|4728781258006462654|2|1659425037798|1893196800000|false|Netherlands -> Rotterdam
52776558163263|4728781258006462654|3|1658342769022|1893196800000|false|China -> Fuding
52776558163263|4728781258006462654|4|1661476412128|1893196800000|false|Madagascar -> Antsirabe
52776558163263|4728781258006462654|5|1670620460038|1893196800000|false|England -> Birmingham
52776558163263|4728781258006462654|6|1670472231387|1893196800000|false|China -> Shanxi
39582418629954|4873740596134549111|0|1660475247506|1893196800000|false|Mexico -> San_Nicolás_de_los_Garza
39582418629954|4873740596134549111|1|1670559341552|1893196800000|false|Canada -> Edmonton
39582418629954|4873740596134549111|2|1662028828944|1893196800000|false|South_Africa -> Saldanha
39582418629954|4873740596134549111|3|1660716569700|1893196800000|false|China -> Chengde
21990232585539|4914835667856393782|0|1671298368629|1893196800000|false|Philippines -> Cavite_City
13194139563332|4876554521267931700|0|1670533778444|1671936899592|true|Indonesia -> West_Papua
13194139563332|4876554521267931700|1|1664244846975|1671936899592|true|Argentina -> Corrientes
13194139563332|4876554521267931700|2|1663431498099|1671936899592|true|United_States -> Chicago
13194139563332|4876554521267931700|3|1668305937634|1671936899592|true|Ethiopia -> Jimma
13194139563332|4876554521267931700|4|1669796015676|1671936899592|true|Brazil -> São_Carlos
13194139563332|4876554521267931700|5|1667459046529|1671936899592|true|United_States -> Minneapolis
26388279096646|211106782288821086|0|1643616935760|1893196800000|false|India -> Faizabad
26388279096646|211106782288821086|1|1665805742186|1893196800000|false|China -> Danjiangkou
26388279096646|211106782288821086|2|1655612903991|1893196800000|false|India -> Mumbai
26388279096646|211106782288821086|3|1657837790092|1893196800000|false|Vietnam -> Biên_Hòa
26388279096646|211106782288821086|4|1653000829434|1893196800000|false|India -> Hubli
26388279096646|211106782288821086|5|1647725024929|1893196800000|false|Cuba -> Pinar_del_Río
35184372118855|4762275955601318944|0|1655733856828|1893196800000|false|China -> Fuyang,
35184372118855|4762275955601318944|1|1660949227874|1893196800000|false|Brazil -> Petrópolis
35184372118855|4762275955601318944|2|1646742663992|1893196800000|false|India -> Aurangabad
35184372118855|4762275955601318944|3|1667449222458|1893196800000|false|Cuba -> Pinar_del_Río
35184372118855|4762275955601318944|4|1653877576632|1893196800000|false|Ethiopia -> Dire_Dawa
35184372118855|4762275955601318944|5|1666473717450|1893196800000|false|Madagascar -> Amparafaravola
35184372118855|4762275955601318944|6|1650822092098|1893196800000|false|China -> Dongying
35184372118855|306526524515826547|0|1672358423920|1893196800000|false|Australia -> Parkville
35184372118855|306526524515826547|1|1672474042830|1893196800000|false|Spain -> Barcelona
35184372118855|306526524515826547|2|1672249643676|1893196800000|false|India -> Orissa
35184372118855|306526524515826547|3|1672154913687|1893196800000|false|China -> Changshu
35184372118855|306526524515826547|4|1672268591549|1893196800000|false|India -> Gaya
35184372118855|306526524515826547|5|1672380880391|1893196800000|false|China -> Foshan
26388279096648|4826733725268053696|0|1668710430302|1893196800000|false|Yemen -> Ibb
26388279096648|4826733725268053696|1|1650811790431|1893196800000|false|India -> Gaya
26388279096648|4826733725268053696|2|1650501215959|1893196800000|false|Turkey -> Izmir
26388279096648|4826733725268053696|3|1670393842341|1893196800000|false|China -> Suzhou
26388279096648|4826733725268053696|4|1648866996071|1893196800000|false|Peru -> Lima
26388279096648|4826733725268053696|5|1671564784258|1893196800000|false|Portugal -> Lisbon
26388279096648|4826733725268053696|6|1666032455308|1893196800000|false|Ethiopia -> Nekemte
26388279096648|4826733725268053696|7|1644319558170|1893196800000|false|Canada -> Toronto
26388279096648|4826733725268053696|8|1670171619363|1893196800000|false|China -> Hengyang
8796093052233|4770719655146816780|0|1647571934706|1671778224625|true|India -> Rajahmundry
4398046541130|4907234743973591881|0|1671684661609|1893196800000|false|Ukraine -> Chernivtsi
4398046541130|4907234743973591881|1|1669821244494|1893196800000|false|India -> Nagpur
4398046541130|4882183745924255848|0|1667056504942|1893196800000|false|Malaysia -> Kuching
4398046541130|4882183745924255848|1|1671458222517|1893196800000|false|Philippines -> Angeles
4398046541130|4882183745924255848|2|1665328419748|1893196800000|false|India -> Patiala
4398046541130|4882183745924255848|3|1668541956725|1893196800000|false|India -> Rohtak
4398046541130|4882183745924255848|4|1670934674324|1893196800000|false|Malaysia -> Terengganu
30027|246291429255560161|0|1658781365804|1893196800000|false|Belgium -> Antwerp
30027|246291429255560161|1|1669741493003|1893196800000|false|India -> Rajasthan
30027|246291429255560161|2|1672392504048|1893196800000|false|Italy -> Naples
30027|246291429255560161|3|1664880049072|1893196800000|false|Vietnam -> Tuy_Hòa
30027|246291429255560161|4|1671347609188|1893196800000|false|Philippines -> Kalibo
30027|199848058098291869|0|1645217169621|1893196800000|false|China -> Dongfang
30027|199848058098291869|1|1642516347738|1893196800000|false|Colombia -> Medellín
30027|199848058098291869|2|1668746538248|1893196800000|false|Kenya -> Kitale
30027|199848058098291869|3|1650456284124|1893196800000|false|Cuba -> Pinar_del_Río
30027|199848058098291869|4|1644461542211|1893196800000|false|Cameroon -> Douala
30027|199848058098291869|5|1653028465535|1893196800000|false|India -> Nalgonda
30027|199848058098291869|6|1641120148354|1893196800000|false|Burma -> Mayangone
30027|199848058098291869|7|1663964602850|1893196800000|false|Germany -> Kassel
17592186074444|4692752735865420563|0|1615998438495|1893196800000|false|Germany -> Greifswald
17592186074444|4692752735865420563|1|1656217956843|1893196800000|false|Indonesia -> Serang
17592186074444|4692752735865420563|2|1667475774274|1893196800000|false|China -> Enping
17592186074444|4801964477073334008|0|1664119562871|1893196800000|false|Algeria -> Guelma
17592186074444|4801964477073334008|1|1651494787124|1893196800000|false|United_States -> Berkeley
17592186074444|4801964477073334008|2|1653203070576|1893196800000|false|Poland -> Łódź
17592186074444|4801964477073334008|3|1637575003373|1893196800000|false|Algeria -> El_Oued
17592186074444|4801964477073334008|4|1642371039101|1893196800000|false|Germany -> Freiburg_im_Breisgau
17592186074444|4801964477073334008|5|1655584424679|1893196800000|false|Vietnam -> Gia_lam
17592186074444|4801964477073334008|6|1663742938336|1893196800000|false|Nepal -> Balkumari
30029|4664041188729296021|0|1640420412549|1893196800000|false|France -> Montpellier
30029|4664041188729296021|1|1613295515823|1893196800000|false|Belgium -> Antwerp
30029|4664041188729296021|2|1604250051971|1893196800000|false|China -> Daye
30029|4664041188729296021|3|1644887881985|1893196800000|false|China -> Wuhan
30029|4664041188729296021|4|1601208062091|1893196800000|false|Pakistan -> Jhang
30029|4664041188729296021|5|1598117735486|1893196800000|false|Zambia -> Luanshya
30029|4664041188729296021|6|1614521004046|1893196800000|false|India -> Malappuram
30029|4664041188729296021|7|1610409432080|1893196800000|false|India -> Bangalore
30029|4664041188729296021|8|1651477608447|1893196800000|false|Moldova -> Chişinău
30029|193936533831559719|0|1652481635473|1893196800000|false|India -> Madurai
30029|193936533831559719|1|1666926840120|1893196800000|false|China -> Shenyang
30029|193936533831559719|2|1656768011732|1893196800000|false|China -> Fukang
30029|193936533831559719|3|1652416330237|1893196800000|false|Portugal -> Steenokkerzeel
30029|193936533831559719|4|1668315063146|1893196800000|false|India -> Udaipur
30029|193936533831559719|5|1650465965204|1893196800000|false|Philippines -> Taguig
39582418629966|4903576119032154550|0|1668111497732|1669391390221|true|China -> Beizhen
39582418629966|4903576119032154550|1|1669236941844|1669391390221|true|Philippines -> Silang
39582418629966|4903576119032154550|2|1667929010111|1669391390221|true|India -> Malappuram
39582418629966|4908643218368760992|0|1672205922136|1893196800000|false|Mexico -> Mérida
39582418629966|4908643218368760992|1|1670118186923|1893196800000|false|Vietnam -> Mỹ_Tho
39582418629966|4908643218368760992|2|1671873827225|1893196800000|false|Greece -> Larissa
39582418629966|4908643218368760992|3|1672025262466|1893196800000|false|Chile -> Antofagasta
39582418629966|4908643218368760992|4|1670401675952|1893196800000|false|Niger -> Abidjan
39582418629966|4908643218368760992|5|1669419936426|1893196800000|false|Sri_Lanka -> Elpitiya
39582418629966|4908643218368760992|6|1670806336038|1893196800000|false|China -> Binzhou
39582418629966|4908643218368760992|7|1671307973648|1893196800000|false|Spain -> San_Sebastián
30031|4918494567675743542|0|1672473883687|1893196800000|false|Russia -> Kemerovo_Oblast
30031|4918494567675743542|1|1672426749426|1893196800000|false|China -> Shijiazhuang
30031|4918494567675743542|2|1672516103326|1893196800000|false|Pakistan -> Shorkot
30031|4918494567675743542|3|1672246138333|1893196800000|false|Mexico -> Tlatelolco
30031|4918494567675743542|4|1672524162229|1893196800000|false|China -> Bijie
30031|4704855884986073537|0|1618632370441|1627732748474|true|Italy -> Milan
30031|4704855884986073537|1|1607505338642|1627732748474|true|Malaysia -> George_Town
57174604674386|4760586555985236566|0|1668332800949|1893196800000|false|Indonesia -> Makassar
57174604674386|4760586555985236566|1|1671335754751|1893196800000|false|United_States -> Ann_Arbor
57174604674386|4760586555985236566|2|1669611598696|1893196800000|false|China -> Yantai
57174604674386|4760586555985236566|3|1668675065544|1893196800000|false|Vietnam -> Cua_Lo
57174604674386|4760586555985236566|4|1669647039543|1893196800000|false|China -> Dandong
