mediumId|accountId|multiplicityId|createTime|deleteTime|isExplicitDeleted|location
39582418619936|4663759163996785783|0|1642461641261|1643363834410|true|Hungary -> Debrecen
39582418619936|4663759163996785783|1|1640582293688|1643363834410|true|Brazil -> Itajubá
39582418619936|4663759163996785783|2|1641154712365|1643363834410|true|Thailand -> Chiang_Mai
39582418619936|4663759163996785783|3|1640776121762|1643363834410|true|Colombia -> Medellín
39582418619936|4663759163996785783|4|1642086202363|1643363834410|true|Niger -> Arlit
39582418619936|4663759163996785783|5|1642937570618|1643363834410|true|China -> Shantou
39582418619936|4663759163996785783|6|1641497796626|1643363834410|true|India -> Mysore
39582418619936|4663759163996785783|7|1643312358863|1643363834410|true|China -> Guangzhou
20002|4760868305839861837|0|1628245133067|1667745155008|true|United_Kingdom -> Liverpool
20002|4760868305839861837|1|1667313209461|1667745155008|true|South_Korea -> Suwon
61572651175459|277815802013424154|0|1671483311384|1893196800000|false|Germany -> Leipzig
61572651175459|277815802013424154|1|1671842068309|1893196800000|false|China -> Fengzhen
61572651175459|277815802013424154|2|1671868379236|1893196800000|false|Vietnam -> Đà_Lạt
61572651175459|277815802013424154|3|1670331919046|1893196800000|false|Pakistan -> Major_Cities
61572651175459|277815802013424154|4|1670460418638|1893196800000|false|India -> Shibpur
61572651175459|277815802013424154|5|1671105252895|1893196800000|false|United_Kingdom -> Coventry
61572651175459|277815802013424154|6|1672522675059|1893196800000|false|India -> Baharampur
48378511642152|21674397840442566|0|1663768979217|1893196800000|false|Japan -> Akita_City
48378511642152|21674397840442566|1|1652911530322|1893196800000|false|Kazakhstan -> Karagandy
48378511642152|21674397840442566|2|1657619786581|1893196800000|false|South_Africa -> Durban
48378511642152|21674397840442566|3|1666206584186|1893196800000|false|India -> Thrissur
48378511642152|21674397840442566|4|1660782655094|1893196800000|false|Venezuela -> Maracaibo
48378511642152|21674397840442566|5|1657141434679|1893196800000|false|Russia -> Perm
48378511642152|21674397840442566|6|1655225100359|1893196800000|false|Brazil -> Manaus
48378511642152|21674397840442566|7|1663936239609|1893196800000|false|Spain -> Salamanca
