mediumId|accountId|multiplicityId|createTime|deleteTime|isExplicitDeleted|location
26388279106624|186055784239486325|0|1654754844244|1893196800000|false|Argentina -> Córdoba
26388279106624|186055784239486325|1|1640465669962|1893196800000|false|Cuba -> Jagüey_Grande
26388279106624|273031277165160043|0|1664525679749|1893196800000|false|Papua_New_Guinea -> Port_Moresby
26388279106624|273031277165160043|1|1672164506536|1893196800000|false|Moldova -> Orhei
57174604684353|4895412794951749958|0|1668962930681|1893196800000|false|China -> Chuxiong
57174604684353|4895412794951749958|1|1665699401223|1893196800000|false|Brazil -> Niterói
57174604684353|4895412794951749958|2|1671663969681|1893196800000|false|Zambia -> Ndola
35184372128835|4774379929355687779|0|1654874484163|1893196800000|false|Japan -> Aomori
35184372128835|4774379929355687779|1|1645514789620|1893196800000|false|Cuba -> Santiago_de_Cuba
35184372128835|4774379929355687779|2|1660732963208|1893196800000|false|India -> Balasore
35184372128835|4774379929355687779|3|1651025147993|1893196800000|false|China -> Chongqing
35184372128835|4774379929355687779|4|1640967711431|1893196800000|false|China -> Xi'an
35184372128835|4774379929355687779|5|1643473999453|1893196800000|false|Iran -> Isfahan
35184372128835|4774379929355687779|6|1667464436689|1893196800000|false|China -> Dali
35184372128835|4774379929355687779|7|1664557216691|1893196800000|false|India -> Gobichettipalayam
30786325617734|4917086917914276718|0|1671914733221|1672109393589|true|Kenya -> Eldoret
30786325617734|4917086917914276718|1|1672052171061|1672109393589|true|Japan -> Akita_City
30786325617734|4917086917914276718|2|1671730152575|1672109393589|true|India -> Baharampur
30786325617734|4917086917914276718|3|1671943930669|1672109393589|true|Germany -> Heidelberg
30786325617734|4917086917914276718|4|1672077103289|1672109393589|true|Indonesia -> Banjarmasin
30786325617734|4917086917914276718|5|1671935354899|1672109393589|true|Pakistan -> Jamshoro
30786325617734|4917086917914276718|6|1672052720563|1672109393589|true|Denmark -> Copenhagen
21990232595527|4826170775314640474|0|1648436628398|1893196800000|false|India -> Erode
21990232595527|4826170775314640474|1|1648029978213|1893196800000|false|Thailand -> Pathum_Thani_Province
21990232595527|4826170775314640474|2|1650843573645|1893196800000|false|Nicaragua -> Managua
21990232595527|4826170775314640474|3|1667933176610|1893196800000|false|India -> Raipur
21990232595527|4826170775314640474|4|1666641767042|1893196800000|false|Romania -> Iași
48378511662153|4820259251047900618|0|1663418115704|1893196800000|false|Japan -> Chiyoda
43980465151050|210824757556288861|0|1664170952283|1893196800000|false|Philippines -> Kalibo
43980465151050|210824757556288861|1|1666278994011|1893196800000|false|India -> Sion
43980465151050|210824757556288861|2|1654863211025|1893196800000|false|India -> Allahabad
43980465151050|210824757556288861|3|1671861746648|1893196800000|false|India -> Thiruvananthapuram
43980465151050|210824757556288861|4|1652666614873|1893196800000|false|India -> Vellore
43980465151050|210824757556288861|5|1652539473522|1893196800000|false|Slovenia -> Ljubljana
43980465151050|4799712677259649654|0|1651804531448|1893196800000|false|Netherlands -> Amsterdam
43980465151050|4799712677259649654|1|1657234959461|1893196800000|false|India -> Balasore
21990232595531|65865694306126564|0|1612750084770|1893196800000|false|Nepal -> Lalitpur
21990232595531|65865694306126564|1|1636310468877|1893196800000|false|Pakistan -> Khairpur
21990232595531|65865694306126564|2|1634746736700|1893196800000|false|Chile -> Temuco
21990232595531|65865694306126564|3|1663836335359|1893196800000|false|Japan -> Bunkyo
21990232595531|65865694306126564|4|1646057966336|1893196800000|false|Chile -> Santiago
21990232595531|65865694306126564|5|1626087475664|1893196800000|false|China -> Dalian
21990232595531|65865694306126564|6|1624348333132|1893196800000|false|Chile -> Iquique
21990232595531|177329785083546189|0|1637355010428|1893196800000|false|Brazil -> Feira_de_Santana
21990232595531|177329785083546189|1|1646787539335|1893196800000|false|India -> Kashipur
13194139573324|250794754005028924|0|1662980157103|1893196800000|false|China -> Fenyang
13194139573324|250794754005028924|1|1661568604056|1893196800000|false|Madagascar -> Fianarantosa
13194139573324|250794754005028924|2|1671698100155|1893196800000|false|Philippines -> Sampaloc
13194139573324|250794754005028924|3|1665371448066|1893196800000|false|France -> Évry
13194139573324|250794754005028924|4|1663014346900|1893196800000|false|Philippines -> Dagupan
13194139573324|250794754005028924|5|1667747332240|1893196800000|false|India -> Thane
13194139573324|250794754005028924|6|1669902797951|1893196800000|false|China -> Changji
13194139573324|250794754005028924|7|1665301544517|1893196800000|false|Zambia -> Kabwe
13194139573324|4891191769812702893|0|1670122395454|1893196800000|false|Vietnam -> Mỹ_Tho
13194139573324|4891191769812702893|1|1672010965768|1893196800000|false|Portugal -> Faro
39582418639949|250794204249195160|0|1671703948675|1893196800000|false|Ukraine -> Lviv
39582418639949|250794204249195160|1|1662418354854|1893196800000|false|China -> Dafeng
4398046551118|4853756147666013792|0|1659610173036|1665350066040|true|Hungary -> Zalaegerszeg
4398046551118|4853756147666013792|1|1660823939471|1665350066040|true|India -> Loni
4398046551118|4866140496885458428|0|1656260847432|1667163950948|true|India -> Ernakulam
4398046551118|4866140496885458428|1|1666950390162|1667163950948|true|Thailand -> Pathum_Thani
4398046551118|4866140496885458428|2|1666265526896|1667163950948|true|Russia -> Kazan
4398046551118|4866140496885458428|3|1663195634873|1667163950948|true|India -> Nagpur
4398046551118|4866140496885458428|4|1656078540643|1667163950948|true|China -> Yunlin_County
4398046551118|4866140496885458428|5|1662521915241|1667163950948|true|Czech_Republic -> Mladá_Boleslav
4398046551118|4866140496885458428|6|1657855812126|1667163950948|true|Peru -> Distrito_de_Bellavista
4398046551118|4866140496885458428|7|1667053203439|1667163950948|true|Mexico -> Nuevo_Laredo
4398046551118|4866140496885458428|8|1663973673018|1667163950948|true|Vietnam -> Trà_Vinh
