companyId|accountId|createTime|deleteTime|isExplicitDeleted
13194139533312|273312202386046976|1661840604131|1893196800000|false
13194139533312|298644950290006017|1669600434078|1670996307148|true
13194139533312|289074801081843714|1666705192770|1893196800000|false
13194139533312|281474976710656003|1664361695434|1893196800000|false
9895604659984|263179103224463364|1658709475833|1893196800000|false
9895604659984|231090955879448581|1648850064508|1651410411336|true
9895604659984|288230376151711750|1666438221110|1893196800000|false
9895604659984|241224055041032199|1652020001139|1893196800000|false
7696581414432|227713256158920712|1647847111877|1893196800000|false
7696581414432|185773484629032969|1634984960093|1893196800000|false
14293651191088|305118874754351114|1671584077362|1893196800000|false
14293651191088|299770850196848651|1669990158222|1893196800000|false
1099511627777|220957856717864972|1645803254350|1893196800000|false
7696581404433|163255486492180493|1628005851482|1893196800000|false
7696581404433|211106232532992014|1642776338120|1671861734988|true
8796093042209|302304124987244559|1670718008436|1672169560707|true
8796093042209|196751008720748560|1638364412407|1893196800000|false
5497558168881|304555924800929809|1671486422370|1672042375564|true
5497558168881|187180859512586258|1635420482061|1893196800000|false
5497558168881|199284283511144467|1639135887630|1893196800000|false
12094627905538|246009129645113364|1653454451819|1893196800000|false
7696581404434|206602632905621525|1641359921335|1893196800000|false
12094627925538|276689902106574870|1662871043244|1893196800000|false
12094627925538|263460578201174039|1658829723220|1893196800000|false
15393162818866|306807724614615064|1672135083637|1893196800000|false
15393162818866|307652149544747033|1672393843232|1893196800000|false
8796093022211|205758207975489562|1641125211980|1893196800000|false
10995116287763|250794204249194523|1654921805299|1893196800000|false
10995116287763|282037926664077340|1664509026426|1893196800000|false
10995116287763|242631429924585501|1652461748087|1893196800000|false
12094627925539|291889550848950302|1667573043540|1893196800000|false
6597069796659|289919226011975711|1666987611458|1893196800000|false
6597069796659|184647584722190368|1634570591241|1893196800000|false
6597069796659|195062158860484641|1637786656394|1893196800000|false
6597069796659|188869709372850210|1635887448942|1893196800000|false
7696581394436|219550481834311715|1645315618251|1893196800000|false
9895604659988|281193501733945380|1664243890603|1893196800000|false
4398046531108|201817558301540389|1639862772343|1893196800000|false
4398046531108|226305881275367462|1647427770412|1893196800000|false
8796093052212|250231254295773223|1654800018503|1893196800000|false
8796093052212|207447057835753512|1641621636933|1893196800000|false
8796093052212|216454257090494505|1644417518297|1893196800000|false
5497558138885|230246530949316650|1648653727072|1893196800000|false
15393162798869|307089199591325739|1672257820406|1893196800000|false
15393162798869|301459700057112620|1670515051361|1671953979956|true
15393162798869|303711499870797869|1671157507571|1893196800000|false
15393162798869|304837399777640494|1671502164380|1893196800000|false
6597069786661|171981210770210863|1630717464163|1893196800000|false
7696581424437|238972255227346992|1651328052534|1893196800000|false
5497558138886|175921860444160049|1631902250333|1893196800000|false
5497558138886|289637751035265074|1666906635367|1893196800000|false
5497558138886|209417382672728115|1642182613741|1893196800000|false
5497558138886|290482175965397044|1667150213898|1893196800000|false
10995116287766|264867953084727349|1659289261311|1893196800000|false
15393162808870|305400349731061814|1671693868668|1893196800000|false
6597069796662|188869709372850231|1635925290493|1893196800000|false
6597069796662|213358032346677304|1643408035774|1893196800000|false
6597069796662|203506408161804345|1640367544730|1893196800000|false
6597069796662|221239331694575674|1645871834758|1656658920944|true
4398046511111|117375065288343611|1613958900104|1893196800000|false
4398046511111|160722211701784636|1627302095823|1671326458047|true
14293651171095|285415626384605245|1665538409240|1893196800000|false
14293651171095|303711499870797886|1671192805797|1893196800000|false
13194139553319|280349076803813439|1663980702957|1893196800000|false
10995116307767|267119752898412608|1659924201267|1893196800000|false
10995116277768|276126952153153601|1662688907394|1893196800000|false
10995116277768|299770850196848706|1669985890994|1893196800000|false
10995116277768|291045125918818371|1667327955552|1669385349991|true
10995116277768|281474976710656068|1664383171751|1893196800000|false
9895604659992|298644950290006085|1669597150736|1893196800000|false
9895604659992|294985775592767558|1668509959551|1672401038936|true
9895604659992|257268128713539655|1656964858625|1893196800000|false
9895604659992|256423703783407688|1656647300454|1665292861312|true
4398046531112|139048638495064137|1620619302209|1893196800000|false
4398046531112|121597189939003466|1615236470262|1893196800000|false
4398046531112|208010007789174859|1641817427998|1893196800000|false
2199023285560|256142228806697036|1656558048091|1893196800000|false
2199023285560|255860753829986381|1656462068996|1893196800000|false
2199023285560|120189815055450190|1614798620796|1893196800000|false
2199023285560|232498330763001935|1649349982049|1658609369524|true
4398046511113|275282527223021648|1662472643070|1893196800000|false
3298534893337|84723967989907537|1603934531842|1893196800000|false
5497558158889|266556802944991314|1659764511387|1893196800000|false
10995116307769|236720455413661779|1650649585921|1893196800000|false
10995116307769|271904827502493780|1661460914383|1893196800000|false
10995116307769|229120631042474069|1648281123374|1668306267660|true
5497558138890|185773484629033046|1634924756581|1893196800000|false
5497558138890|150307637563490391|1624097496728|1893196800000|false
5497558138890|224054081461682264|1646749891600|1650919785839|true
4398046521114|258956978573803609|1657401500495|1893196800000|false
1099511647786|253890428993011802|1655920537506|1893196800000|false
1099511647786|175077435514028123|1631697068120|1893196800000|false
3298534913338|200410183417987164|1639418847648|1893196800000|false
4398046511115|107804916080181341|1611017409925|1893196800000|false
7696581404443|194217733930352734|1637547623626|1893196800000|false
7696581404443|165225811329155167|1628650214827|1893196800000|false
5497558158891|135670938774536288|1619559189604|1893196800000|false
5497558158891|245164704714981473|1653184790115|1893196800000|false
5497558158891|165225811329155170|1628653304577|1893196800000|false
5497558158891|286541526291447907|1665904985934|1893196800000|false
1099511657787|153966812260728932|1625168170196|1893196800000|false
14293651161100|299489375220138085|1669926604054|1893196800000|false
14293651161100|303148549917376614|1670995796045|1893196800000|false
14293651161100|300615275126980711|1670209743734|1671994803337|true
14293651171100|291045125918818408|1667299384835|1893196800000|false
14293651171100|291889550848950377|1667594516266|1893196800000|false
14293651171100|291326600895529066|1667343094981|1893196800000|false
14293651171100|307089199591325803|1672193557938|1672444512242|true
12094627925548|300052325173559404|1670088360028|1893196800000|false
12094627925548|268527127781965933|1660341702534|1893196800000|false
12094627925548|263742053177884782|1658869643980|1893196800000|false
12094627925548|268245652805255279|1660255709707|1893196800000|false
1099511657788|88946092640567408|1605175106911|1893196800000|false
1099511657788|201536083324829809|1639808321209|1893196800000|false
1099511657788|301178225080402034|1670427697896|1893196800000|false
1099511657788|152840912353886323|1624871610178|1893196800000|false
1099511627789|57139420272263284|1595396288038|1893196800000|false
5497558148893|293859875685924981|1668201596429|1893196800000|false
5497558148893|255579278853275766|1656404746804|1893196800000|false
5497558148893|239253730204057719|1651356466999|1893196800000|false
5497558148893|196751008720748664|1638347571834|1893196800000|false
8796093042221|256423703783407737|1656683299771|1893196800000|false
8796093042221|220957856717865082|1645729024577|1654564348700|true
8796093042221|291045125918818427|1667337662315|1893196800000|false
10995116307773|285697101361315964|1665681868030|1893196800000|false
10995116307773|239816680157479037|1651559103125|1893196800000|false
10995116307773|240379630110900350|1651695928154|1893196800000|false
2199023255566|75435293758455935|1601068511442|1893196800000|false
6597069776670|245727654668402816|1653397973041|1893196800000|false
5497558158894|265149428061438081|1659369741939|1893196800000|false
5497558158894|166070236259287170|1628929173092|1893196800000|false
5497558158894|286260051314737283|1665855033800|1669717027396|true
5497558158894|223772606484971652|1646625774099|1893196800000|false
7696581424446|182677259885215877|1634040728589|1893196800000|false
5497558138895|126100789566374022|1616647491590|1893196800000|false
5497558138895|167759086119551111|1629458666247|1893196800000|false
2199023265567|171981210770210952|1630682518668|1658038780589|true
10995116297775|258112553643671689|1657163077910|1893196800000|false
10995116297775|284852676431184010|1665395801299|1893196800000|false
10995116297775|297800525359874187|1669417412948|1893196800000|false
13194139563327|296674625453031564|1669043807491|1893196800000|false
13194139563327|285415626384605325|1665539070219|1893196800000|false
13194139563327|294422825639346318|1668361494641|1893196800000|false
2199023255568|101612466592546959|1609104113416|1893196800000|false
10995116287776|260364353457356944|1657904078009|1893196800000|false
10995116287776|259801403503935633|1657670665753|1893196800000|false
10995116287776|251357154202615954|1655072867624|1655430114287|true
10995116287776|266838277921702035|1659881645568|1893196800000|false
2199023275568|174233010583896212|1631380830458|1893196800000|false
2199023275568|64739244643451029|1597728947684|1893196800000|false
8796093052224|236720455413661846|1650598734745|1893196800000|false
12094627905553|270778927595651223|1661063430841|1661462228487|true
12094627915553|290482175965397144|1667098321184|1893196800000|false
13194139553329|278660226943549593|1663535366430|1893196800000|false
13194139553329|298644950290006170|1669616740337|1893196800000|false
6597069796673|173107110677053595|1631103057093|1893196800000|false
4398046511122|291045125918818460|1667295596931|1893196800000|false
4398046511122|120471290032160925|1614871946879|1893196800000|false
8796093032226|207165582859042974|1641489399616|1893196800000|false
12094627925554|241224055041032351|1651965699086|1893196800000|false
12094627925554|261771728340910240|1658311141314|1893196800000|false
12094627925554|287948901175001249|1666317107603|1893196800000|false
12094627925554|280630551780524194|1664108291789|1893196800000|false
14293651191106|285978576338026659|1665738844317|1893196800000|false
14293651191106|301459700057112740|1670495888925|1893196800000|false
14293651191106|282037926664077477|1664489191398|1671796243758|true
14293651191106|285978576338026662|1665720993937|1893196800000|false
8796093022227|267682702851834023|1660120366562|1893196800000|false
8796093022227|242631429924585640|1652449369770|1671173723230|true
6597069776675|278378751966838953|1663402561768|1893196800000|false
2199023275571|58828270132527274|1595957835249|1893196800000|false
2199023275571|94012642221359275|1606743080263|1893196800000|false
