fromId|toId|fromType|toType|multiplicityId|createTime|deleteTime|amount|isExplicitDeleted
4854600022840311810|4895976844416796171|foreign currency|debit card|0|1672233464452|1893196800000|7306094,60|false
4854600022840311810|4891191769812705118|foreign currency|debit card|0|1667802337255|1893196800000|9187140,14|false
4854600022840311810|4885561720522670975|foreign currency|debit card|0|1665926099255|1893196800000|9186071,19|false
4854600022840311810|250794204249196214|foreign currency|debit card|0|1666656865864|1893196800000|6795571,64|false
4854600022840311810|301741449911747669|foreign currency|debit card|0|1670831309909|1671753448238|783877,75|false
4854600022840311810|4846436423881998785|foreign currency|debit card|0|1672097210913|1893196800000|248135,60|false
4854600022840311810|4897102469445720201|foreign currency|debit card|0|1668864568431|1893196800000|6992516,93|false
4854600022840311810|4917086643036376493|foreign currency|debit card|0|1672237532252|1893196800000|8049369,64|false
4854600022840311810|272749802188455503|foreign currency|debit card|0|1661967215379|1662969465062|1512321,02|false
4854600022840311810|307652149544751002|foreign currency|debit card|0|1672423681894|1893196800000|9245810,42|false
4854600022840311810|123568064531800744|foreign currency|debit card|0|1652902441066|1893196800000|7638354,26|false
4854600022840311810|146085787790753732|foreign currency|debit card|0|1662223551729|1893196800000|33807,09|false
4854600022840311810|4901887818927709561|foreign currency|debit card|0|1667487648694|1893196800000|7364231,85|false
4854600022840311810|4898227819596744385|foreign currency|debit card|0|1667342157388|1893196800000|9562200,97|false
4854600022840311810|307090024225064227|foreign currency|debit card|0|1672351125052|1672410585110|8236490,95|false
4854600022840311810|257831628422774892|foreign currency|debit card|0|1663486890768|1893196800000|1886829,68|false
4854600022840311810|238128654930937526|foreign currency|debit card|0|1657723469917|1893196800000|3260987,76|false
4854600022840311810|4751298706387509426|foreign currency|debit card|0|1655765173271|1893196800000|7515484,12|false
4854600022840311810|4855725922747173952|foreign currency|debit card|0|1656178719224|1893196800000|2804195,35|false
4854600022840311810|232217130664219629|foreign currency|debit card|0|1656498652825|1893196800000|2301138,73|false
4854600022840311810|64739794399280747|foreign currency|debit card|0|1670194163819|1893196800000|8076235,76|false
4854600022840311810|4777475879221593934|foreign currency|debit card|0|1658219042077|1893196800000|7592125,75|false
4854600022840311810|4919056967873341939|foreign currency|debit card|0|1672413487316|1893196800000|7813765,03|false
4854600022840311810|306526249637921306|foreign currency|debit card|0|1672520675908|1893196800000|8930844,72|false
4854600022840311810|110339015504313264|foreign currency|debit card|0|1661250310079|1893196800000|5240466,86|false
4854600022840311810|4839118624243336593|foreign currency|debit card|0|1670802174690|1893196800000|514197,93|false
4854600022840311810|4890628544981389360|foreign currency|debit card|0|1663975522329|1893196800000|3468149,47|false
4854600022840311810|4830392899965302411|foreign currency|debit card|0|1653423211334|1893196800000|4802142,16|false
4854600022840311810|237846355320516977|foreign currency|debit card|0|1657237119303|1893196800000|9065814,94|false
4854600022840311810|307652974178476697|foreign currency|debit card|0|1672491462933|1893196800000|5704670,18|false
4838555949167804420|4879932220988469502|credit card|debit card|0|1671239550066|1893196800000|5577322,52|false
4838555949167804420|4860792197450053776|credit card|debit card|0|1656055649758|1668729239130|5717570,63|false
4838555949167804420|4777476154099513734|credit card|debit card|0|1656500468328|1893196800000|8976446,02|false
4838555949167804420|304274724702146763|credit card|debit card|0|1672119838575|1893196800000|2145121,23|false
4838555949167804420|200128708441280168|credit card|debit card|0|1649371614043|1893196800000|3233459,01|false
4838555949167804420|4707388060264842865|credit card|debit card|0|1659467515455|1893196800000|1481314,82|false
4838555949167804420|4895131594852932009|credit card|debit card|0|1665819774958|1893196800000|6808411,10|false
4838555949167804420|249669128976072782|credit card|debit card|0|1655010321928|1893196800000|9364455,70|false
4838555949167804420|4823918975500954230|credit card|debit card|0|1670222547799|1893196800000|5617746,50|false
4838555949167804420|306807999492530788|credit card|debit card|0|1672478970866|1893196800000|2923388,60|false
4838555949167804420|4913428292972849866|credit card|debit card|0|1672197387388|1893196800000|8133865,23|false
4838555949167804420|4833207099976582128|credit card|debit card|0|1650422308002|1893196800000|3353855,09|false
4838555949167804420|291608350750165845|credit card|debit card|0|1672171633568|1893196800000|7218916,78|false
4838555949167804420|4781697179238548849|credit card|debit card|0|1652301687952|1893196800000|6163435,90|false
4838555949167804420|4890909745080188999|credit card|debit card|0|1664799374506|1893196800000|7168057,84|false
4838555949167804420|234468655599995936|credit card|debit card|0|1656081976470|1893196800000|572329,41|false
4838555949167804420|4897666518910774191|credit card|debit card|0|1668472321660|1893196800000|4503356,77|false
4838555949167804420|4881340145627840015|credit card|debit card|0|1660917494445|1661247009327|5330277,92|false
4838555949167804420|277816351769241296|credit card|debit card|0|1671701232437|1893196800000|6233523,04|false
4838555949167804420|4731876108360745128|credit card|debit card|0|1652511225063|1893196800000|6888877,75|false
4838555949167804420|4901886994294003113|credit card|debit card|0|1667985862971|1668438311658|8648918,32|false
4838555949167804420|4913709767949568497|credit card|debit card|0|1670936223912|1672301995851|5041216,81|false
4838555949167804420|4891753895132399122|credit card|debit card|0|1668597983627|1893196800000|4984411,73|false
4838555949167804420|4868954696896753175|credit card|debit card|0|1669506395511|1893196800000|7301407,81|false
4838555949167804420|186336434582457992|credit card|debit card|0|1652117305200|1893196800000|8339316,38|false
4838555949167804420|4896258044515583889|credit card|debit card|0|1665392156212|1893196800000|4345509,33|false
