fromId|toId|fromType|toType|multiplicityId|createTime|deleteTime|amount|isExplicitDeleted
4701476535998087173|4719210833920395900|trust account|debit card|0|1611693360496|1612571974944|7309677,87|false
4701476535998087173|4680367287134343358|trust account|debit card|0|1607063623276|1612571974944|2405364,16|false
4701476535998087173|4700351735602890470|trust account|debit card|0|1611861994303|1612571974944|6374174,25|true
4915397518298185734|4767624529914642553|foreign currency|debit card|0|1671413740869|1893196800000|5504370,05|false
4915397518298185734|4870362896414015847|foreign currency|debit card|0|1672235570561|1893196800000|5975452,78|false
4915397518298185734|289074801081859002|foreign currency|debit card|0|1672173360246|1893196800000|3332183,99|false
4915397518298185734|4866703446838882715|foreign currency|debit card|0|1672271155545|1893196800000|3851891,85|false
4915397518298185734|307652424422664357|foreign currency|debit card|0|1672513620616|1893196800000|9848415,40|false
4915397518298185734|4862482146821941288|foreign currency|debit card|0|1671243243632|1893196800000|8791825,18|false
4915397518298185734|4880215070354721959|foreign currency|debit card|0|1671809266898|1893196800000|9412491,79|false
4915397518298185734|4863606947217151873|foreign currency|debit card|0|1671568445776|1893196800000|2749539,66|false
4915397518298185734|4903577493421695431|foreign currency|debit card|0|1672199723197|1893196800000|1288971,51|false
4915397518298185734|4915680367664437276|foreign currency|debit card|0|1671579710734|1893196800000|1466016,58|false
4915397518298185734|4899634919602399482|foreign currency|debit card|0|1672289515017|1893196800000|232381,22|false
4915397518298185734|4901324594096373860|foreign currency|debit card|0|1671789732822|1893196800000|5467397,57|false
4915397518298185734|273312752141862817|foreign currency|debit card|0|1671808027405|1893196800000|9644868,61|false
4915397518298185734|247135854185681364|foreign currency|debit card|0|1671696034345|1893196800000|1044906,86|false
4915397518298185734|235876305361448786|foreign currency|debit card|0|1672507288047|1893196800000|6251463,63|false
4915397518298185734|231936205443322029|foreign currency|debit card|0|1671609639079|1893196800000|4107961,95|false
4915397518298185734|4824483024966004453|foreign currency|debit card|0|1672081248617|1893196800000|7763122,91|false
4915397518298185734|4876837370634195625|foreign currency|debit card|0|1671228639440|1893196800000|9907227,86|false
4915397518298185734|283727326280156011|foreign currency|debit card|0|1671909769001|1893196800000|4872328,47|false
4915397518298185734|4869519021239702130|foreign currency|debit card|0|1671630289240|1893196800000|7462414,05|false
4915397518298185734|290764200697942671|foreign currency|debit card|0|1672395392081|1893196800000|7331520,70|false
4915397518298185734|4720053884460994751|foreign currency|debit card|0|1671423499955|1893196800000|8172970,71|false
4915397518298185734|4910895293060356461|foreign currency|debit card|0|1672135181372|1893196800000|8388903,50|false
4915397518298185734|4847844898277175336|foreign currency|debit card|0|1671336331135|1893196800000|5266994,35|false
4915397518298185734|4776912104634457241|foreign currency|debit card|0|1671230785644|1893196800000|8993350,12|false
4917930793088581647|176767110008021664|merchant account|debit card|0|1672004599197|1672431144835|1339398,41|false
4917930793088581647|304556749434667741|merchant account|debit card|0|1671995977644|1672431144835|830623,98|false
4917930793088581647|302585874841870143|merchant account|debit card|0|1672354962482|1672431144835|9785743,40|false
4917930793088581647|4835178249447286373|merchant account|debit card|0|1672180139495|1672431144835|7223571,19|false
4917930793088581647|4796616727393744482|merchant account|debit card|0|1672310510403|1672431144835|7150310,14|false
4917930793088581647|4911740267746297859|merchant account|debit card|0|1672304801844|1672431144835|1432203,85|false
4917930793088581647|266557352700812886|merchant account|debit card|0|1672390391582|1672431144835|4629578,18|false
4917930793088581647|4915116043321483464|merchant account|debit card|0|1672090091537|1672431144835|44856,02|false
4917930793088581647|4733566607488452999|merchant account|debit card|0|1672236145972|1672431144835|714983,15|false
4917930793088581647|4870362896414018065|merchant account|debit card|0|1672141666505|1672431144835|3484202,30|false
4917930793088581647|4916806267571293418|merchant account|debit card|0|1672190635839|1672431144835|3387696,54|false
4917930793088581647|4910613543205739803|merchant account|debit card|0|1672335671999|1672431144835|8593565,51|false
4917930793088581647|4894568370021609167|merchant account|debit card|0|1672428091476|1672431144835|9715469,89|false
4917930793088581647|194218283686182633|merchant account|debit card|0|1672232471857|1672431144835|8657458,80|false
4917930793088581647|4753269855858204455|merchant account|debit card|0|1672361328970|1672431144835|6125811,05|false
4917930793088581647|4852630247759163214|merchant account|debit card|0|1672318405207|1672431144835|1789879,85|false
4917930793088581647|4671078612902882757|merchant account|debit card|0|1672424462824|1672431144835|2175704,12|false
4917930793088581647|4773534679791830713|merchant account|debit card|0|1672036572806|1672431144835|8544871,67|false
4917930793088581647|226306156153290277|merchant account|debit card|0|1672338408258|1672431144835|96734,97|false
4917930793088581647|4842215948498769400|merchant account|debit card|0|1672187018182|1672431144835|6922930,07|false
4917930793088581647|4812942001165051795|merchant account|debit card|0|1672355199763|1672431144835|7713129,66|false
4917930793088581647|4904703118450630455|merchant account|debit card|0|1672218470837|1672431144835|7126874,28|false
4917930793088581647|4740603481906229915|merchant account|debit card|0|1672250990000|1672431144835|2112353,75|false
4917930793088581647|4859667397054832439|merchant account|debit card|0|1672394078137|1672431144835|7830924,90|false
4917930793088581647|4894569194655329984|merchant account|debit card|0|1672329541229|1672431144835|9453332,39|false
4917930793088581647|258957253451719200|merchant account|debit card|0|1672175007475|1672431144835|142363,55|false
4917930793088581647|276690726740306379|merchant account|debit card|0|1672206362194|1672431144835|3942035,53|false
4918775218018713617|4863326296874169868|retirement account|debit card|0|1672407927766|1672437409615|8537907,75|false
4918775218018713617|4866421147228454482|retirement account|debit card|0|1672354496436|1672437409615|7860424,51|false
4918775218018713617|4718085483769365940|retirement account|debit card|0|1672411044215|1672437409615|9934719,55|false
4918775218018713617|4830673825186206070|retirement account|debit card|0|1672349182438|1672437409615|8831044,06|false
4918775218018713617|4710484285008653699|retirement account|debit card|0|1672292414586|1672437409615|1702915,30|false
4918775218018713617|4736942932819454987|retirement account|debit card|0|1672297364231|1672437409615|9620689,18|false
4918775218018713617|273593952240665957|retirement account|debit card|0|1672283741169|1672437409615|7242950,34|false
4918775218018713617|4874020971599627052|retirement account|debit card|0|1672427286600|1672437409615|6773541,61|false
4918775218018713617|240661654843439193|retirement account|debit card|0|1672435630282|1672437409615|8043954,17|false
4918775218018713617|4826734549901774291|retirement account|debit card|0|1672426870600|1672437409615|4414267,74|false
