fromId|toId|fromType|toType|multiplicityId|createTime|deleteTime|amount|isExplicitDeleted
298644950290006017|4725403008530121904|certificate of deposit|debit card|0|1670735555982|1670996307148|7302511,33|false
298644950290006017|4843903698847412831|certificate of deposit|debit card|0|1669757703837|1670377998076|5968915,82|true
298644950290006017|272468602089647811|certificate of deposit|debit card|0|1669623962843|1670996307148|1997967,98|false
298644950290006017|260364628335277704|certificate of deposit|debit card|0|1670069081701|1670996307148|8086773,22|false
298644950290006017|266275602846200323|certificate of deposit|debit card|0|1670553761936|1670996307148|5592302,56|false
298644950290006017|4768186930112249563|certificate of deposit|debit card|0|1670725047458|1670996307148|7164086,92|false
298644950290006017|4889220345464111598|certificate of deposit|debit card|0|1669708620976|1670996307148|133141,87|false
298644950290006017|4909487643298891883|certificate of deposit|debit card|0|1670987447906|1670996307148|6250323,88|false
298644950290006017|4891753620254504604|certificate of deposit|debit card|0|1670586325503|1670996307148|4232816,86|true
298644950290006017|4909205893444291879|certificate of deposit|debit card|0|1670506011905|1670996307148|9079128,90|false
298644950290006017|4913709493071648495|certificate of deposit|debit card|0|1670698922187|1670996307148|2527168,71|true
298644950290006017|4890347070004664285|certificate of deposit|debit card|0|1670936971022|1670996307148|8778642,82|false
298644950290006017|228276206112349602|certificate of deposit|debit card|0|1669683914140|1670996307148|3262446,97|false
298644950290006017|201536633080665288|certificate of deposit|debit card|0|1670623392252|1670996307148|8892020,87|false
298644950290006017|4847844073643447148|certificate of deposit|debit card|0|1669767792550|1670996307148|1005584,34|false
298644950290006017|4873177921059034488|certificate of deposit|debit card|0|1670598206260|1670996307148|4128790,76|false
298644950290006017|299489650098065491|certificate of deposit|debit card|0|1670649743201|1670996307148|5477068,66|false
298644950290006017|4769032179676093432|certificate of deposit|debit card|0|1670190832008|1670996307148|8779504,76|false
298644950290006017|212795907026991967|certificate of deposit|debit card|0|1669830603166|1670996307148|1500428,90|false
298644950290006017|4757771806218125708|certificate of deposit|debit card|0|1670237957053|1670996307148|6839154,54|false
298644950290006017|4884154345639127968|certificate of deposit|debit card|0|1670346074926|1670996307148|6245243,82|false
298644950290006017|4914553918001788377|certificate of deposit|debit card|0|1670979330347|1670996307148|311923,17|false
298644950290006017|4797178028079713719|certificate of deposit|debit card|0|1670616175492|1670996307148|8165116,15|false
298644950290006017|158752711498544917|certificate of deposit|debit card|0|1670662951125|1670996307148|530168,74|false
227713256158920712|233343305448959763|foreign currency|debit card|0|1657654010031|1893196800000|2307962,71|false
227713256158920712|4812659701554616881|foreign currency|debit card|0|1666840855643|1893196800000|2639492,05|false
227713256158920712|4877117471221364880|foreign currency|debit card|0|1664866316245|1893196800000|1669304,90|false
227713256158920712|4648561164521852179|foreign currency|debit card|0|1668677582052|1893196800000|610934,35|false
227713256158920712|262898452881491554|foreign currency|debit card|0|1661406922223|1893196800000|6792231,77|false
227713256158920712|294704300616060113|foreign currency|debit card|0|1670390566853|1893196800000|578716,38|false
227713256158920712|4826734824779681803|foreign currency|debit card|0|1652481016145|1893196800000|1368901,64|false
227713256158920712|4903857594008864702|foreign currency|debit card|0|1671532339304|1893196800000|4211569,92|false
227713256158920712|4908361193636252967|foreign currency|debit card|0|1671278853770|1893196800000|802581,91|false
227713256158920712|287105300878599458|foreign currency|debit card|0|1671207261089|1893196800000|2858038,45|false
227713256158920712|4900761644142967946|foreign currency|debit card|0|1670040449107|1893196800000|1837339,85|false
227713256158920712|4743135107429184505|foreign currency|debit card|0|1662625969418|1893196800000|2917773,63|false
227713256158920712|4791549902935044177|foreign currency|debit card|0|1649431033813|1893196800000|2901839,05|false
227713256158920712|4914272717902985888|foreign currency|debit card|0|1671535364769|1893196800000|5244709,39|false
227713256158920712|4908925243101288654|foreign currency|debit card|0|1672200842675|1893196800000|7847796,46|false
227713256158920712|4681493736796989124|foreign currency|debit card|0|1666069470465|1893196800000|7253211,55|false
227713256158920712|303711774748723692|foreign currency|debit card|0|1671187223891|1893196800000|6552260,43|false
227713256158920712|295267525447395657|foreign currency|debit card|0|1669946355684|1893196800000|8050251,52|false
227713256158920712|265712652892774002|foreign currency|debit card|0|1664310180289|1893196800000|8312022,50|false
227713256158920712|192810633924725990|foreign currency|debit card|0|1670506856277|1893196800000|536992,10|false
227713256158920712|4874022345989165266|foreign currency|debit card|0|1672033004020|1893196800000|2160411,40|false
227713256158920712|4859103347589775863|foreign currency|debit card|0|1659117989600|1663745091413|2599787,00|false
227713256158920712|4910895567938260629|foreign currency|debit card|0|1669862517544|1893196800000|8909978,42|false
227713256158920712|4698100485545005260|foreign currency|debit card|0|1651405620651|1652785810823|3737625,77|false
227713256158920712|244602029639471467|foreign currency|debit card|0|1671958813140|1893196800000|4753916,57|false
227713256158920712|4918776867286164175|foreign currency|debit card|0|1672423706611|1893196800000|6650881,07|false
227713256158920712|295267525447396952|foreign currency|debit card|0|1669770793047|1893196800000|5185483,03|false
227713256158920712|4918775218018724949|foreign currency|debit card|0|1672281129507|1893196800000|2251508,72|false
227713256158920712|4747358606469373022|foreign currency|debit card|0|1652668819042|1893196800000|515491,21|false
227713256158920712|4645745590121015257|foreign currency|debit card|0|1663071189544|1893196800000|4460452,06|false
185773484629032969|4837148849162159656|trust account|debit card|0|1663819334775|1893196800000|2736597,09|false
185773484629032969|292734525534899232|trust account|debit card|0|1672034897101|1893196800000|153111,06|false
185773484629032969|4794926778021851917|trust account|debit card|0|1635963759863|1893196800000|5409418,45|false
185773484629032969|4909769942909331948|trust account|debit card|0|1672272498689|1893196800000|3223685,85|false
185773484629032969|4897385043934052967|trust account|debit card|0|1669939423629|1893196800000|8795484,72|false
185773484629032969|4902451593514852801|trust account|debit card|0|1667707561991|1893196800000|7395689,77|false
185773484629032969|4771000855245636878|trust account|debit card|0|1664382150157|1893196800000|6957909,88|false
185773484629032969|305400349731083189|trust account|debit card|0|1672229162001|1893196800000|3946780,87|false
185773484629032969|4817727075769144192|trust account|debit card|0|1642280280067|1893196800000|9971000,40|false
185773484629032969|127790189182465257|trust account|debit card|0|1637032480906|1893196800000|685489,70|false
185773484629032969|4839682673708376433|trust account|debit card|0|1667495270560|1893196800000|5859544,67|false
185773484629032969|4892037019376551390|trust account|debit card|0|1668103940178|1893196800000|1465745,76|false
185773484629032969|4894006519579807025|trust account|debit card|0|1669749608038|1893196800000|4218278,25|false
185773484629032969|109775790672971026|trust account|debit card|0|1661021897747|1893196800000|9309031,95|false
185773484629032969|256706003393844686|trust account|debit card|0|1664285400957|1893196800000|7589257,24|false
185773484629032969|4793238203039490947|trust account|debit card|0|1644751263032|1893196800000|5286357,89|false
185773484629032969|291045125918835922|trust account|debit card|0|1672424407176|1893196800000|1203104,59|false
185773484629032969|4893724494847282505|trust account|debit card|0|1666632535404|1893196800000|3062233,93|false
185773484629032969|4701759935120161992|trust account|debit card|0|1663573022801|1893196800000|5379101,42|false
