investorId|companyId|createTime|ratio
2199023287102|9895604659984|1654076597237|0.3228539405197268
2199023259765|9895604659984|1652182529506|0.08716405844913717
1099511665748|7696581404433|1651444057028|0.3658721776905595
15393162809973|7696581404433|1672474007574|0.16836724882259235
5497558160413|7696581404433|1651002479669|0.1313810326600749
7696581410704|7696581404433|1641106445393|0.3343795408267732
25441|10995116287763|1661529600187|0.01874204823288222
6597069775464|10995116287763|1650233579776|0.06774702315453623
9895604650992|10995116287763|1660406336237|0.06807006203012314
10995116306660|10995116287763|1654408245132|0.10467553913594539
37546|9895604659988|1644920153054|0.02832502428371028
15393162822222|15393162798869|1672306250127|0.24770869200028434
9895604688901|10995116287766|1666964405356|0.1574790402347016
12094627924842|14293651171095|1668272926256|0.26342016652140127
25979|9895604659992|1664427079891|0.29154809280201305
12094627931923|9895604659992|1655534735335|0.0661209413146063
5497558171543|9895604659992|1657320775671|0.11487506861455352
3298534913048|9895604659992|1642610590798|0.30842832940239745
9895604661547|4398046521114|1642437263567|0.1470335085634057
4398046532215|4398046521114|1636117305616|0.20672219088628527
7982|7696581404443|1669154333771|0.09055644721220564
8796093048865|7696581404443|1667954444842|0.03246682152902268
3298534918311|7696581404443|1637324179386|0.4227295429185522
7696581423946|7696581404443|1661664013645|0.18442727170801293
13376|14293651171100|1672156121238|0.006345538047776076
5497558166621|14293651171100|1667908095516|0.1615946902760214
7696581409253|5497558148893|1641291790547|0.3049833142494413
9895604683452|6597069776670|1645618184779|0.09623471387981905
14293651180150|6597069776670|1669432747103|0.018652678440415522
3298534918279|2199023265567|1611949611397|0.4018997596569164
9895604661405|10995116287776|1644143824916|0.09385964755306932
6597069801369|10995116287776|1661356527739|0.008874772444477281
3298534921057|10995116287776|1653130249773|0.07290076551934917
15393162799572|10995116287776|1672025312053|0.1540450293128208
5497558178650|12094627915553|1671662879998|0.14546373736912335
15393162801570|12094627915553|1672473374921|0.24487230290359666
1099511633829|12094627915553|1661818473213|0.15424368056522625
6597069805197|12094627915553|1657838628220|0.17603083726176771
9895604667084|8796093032226|1647049702427|0.3318973886007289
5497558165113|6597069776675|1636000572697|0.2317478733076314
4398046526816|6597069776675|1624304308272|0.23897530380653495
12094627915723|9895604660004|1654094787813|0.07103593003970649
9895604672261|9895604660004|1657584632122|0.03361550328652649
15393162817214|9895604660004|1672350574442|0.019735694037315708
3298534901909|13194139543333|1670682218175|0.167919401409455
14293651166501|7696581404454|1670319053484|0.05263770950853293
10995116309602|7696581404454|1660262856223|0.07838456892131707
6597069806224|7696581404454|1629042039288|0.18970732526477657
12094627945009|7696581404454|1656636529716|0.02578927247786413
1099511633171|7696581404454|1645997793970|0.05175903924221149
1099511652251|7696581404455|1656886570921|0.15252846296217087
13194139540050|7696581404455|1666429242697|0.17203515959425636
2199023263355|7696581404455|1635488934256|0.1622270205390681
10995116304941|5497558148906|1649713081921|0.25317101879227005
4398046531225|5497558148906|1619352563210|0.04969813740879456
13194139570741|9895604660011|1671221470347|0.11405652151625639
10995116294899|9895604660011|1659876289465|0.15098243269482672
3298534911098|9895604660011|1651905302991|0.0023876059096034808
12094627923837|9895604660011|1666078201064|0.21766501373015848
13194139556129|1099511637804|1658336138524|0.023371702614499015
1099511662781|1099511637804|1610778849088|0.06834112962796952
6597069775842|9895604660014|1647255819081|0.06373394309294887
23705|9895604660014|1644189604213|0.17132809374165225
13194139538226|9895604660014|1671226233800|0.04849089844425034
7696581394541|13194139543343|1659847922517|0.08402103170674498
14293651189209|13194139543343|1668307842055|0.11538981361088113
5497558169355|13194139543343|1669328444802|0.1497457145294689
9895604688297|13194139543343|1659549277125|0.09310960957335153
5497558153439|13194139543343|1668535755345|0.09023183420562288
14293651175186|8796093032241|1668728775275|0.25516098129451825
9895604664301|9895604660018|1657020747748|0.3233989956641013
13194139569015|9895604660018|1670493114543|0.2883042920143943
5497558172663|13194139543347|1670795067573|0.13101653998030172
10995116290614|13194139543347|1669497496486|0.08699130453591658
8796093050121|10995116287796|1649840296168|0.24776469251655814
6066|10995116287796|1669965206217|0.27462420733734394
6597069793323|9895604660021|1642517508099|0.2304181575168758
15393162805862|13194139543351|1670942724691|0.3276202536328164
4398046526331|10995116287800|1654100443250|0.09901707810176986
15393162807008|10995116287800|1670718539924|0.014069468473671878
8243|10995116287800|1652017039772|0.2015993450521753
15393162789458|8796093032249|1672035894862|0.15380087125817388
9895604668303|8796093032249|1671633458041|0.09289660038090401
8796093059813|2199023265596|1671265625641|0.11715781713643338
4398046523952|2199023265596|1633384315716|0.07524762692960835
2199023268792|2199023265597|1668231374637|0.011918498323400271
7696581417265|2199023265597|1629011202459|0.4345334830112195
6597069770389|13194139543358|1670907844601|0.07586811366538097
4398046526921|13194139543358|1671356887023|0.025556594657152567
35369|10995116287807|1668493108307|0.03684364231391964
7696581400193|10995116287807|1655880160476|0.15780965029658603
1099511667462|10995116287808|1649548845154|0.1401452930718232
7696581417476|10995116287808|1650298011355|0.45381112456794115
15393162807008|1099511637825|1671849349380|0.047902134099974715
2107|1099511637825|1643448114176|0.06291068170200136
7696581428573|1099511637825|1635473422848|0.18992482631833268
10995116287645|10051|1648323670700|0.18439591697221086
8796093026957|10051|1666040630941|0.3447959518212796
15393162810017|3298534893380|1671952365946|0.01360095717539752
2199023271621|3298534893380|1613894456472|0.11213365340050357
1099511657952|15393162798917|1672507331922|0.11277297579880526
8796093040552|14293651171142|1668507964954|0.13118357799082717
9664|14293651171142|1669765725801|0.2606797149601959
1099511649597|14293651171142|1671662482208|0.3323529266745489
13194139543370|15393162798919|1670960330901|0.09273585594793829
4398046532899|9895604660040|1652142597957|0.3681629562248918
1099511636122|9895604660040|1652653215800|0.32911811797667584
12094627922324|12094627915593|1672052645996|0.28910512051830295
6597069786882|12094627915593|1663007578425|0.34746841759874664
5497558153725|10995116287819|1649355751369|0.08526676580058914
4398046537472|10995116287819|1652016028219|0.17802501296557
8796093054483|10995116287819|1648166842437|0.10104672221273849
5497558178821|10995116287820|1660475202786|0.10271541243094366
3298534903711|10995116287820|1671697890643|0.2255184840363664
13194139555556|10995116287820|1668070188345|0.24434495672323084
30827|1099511637837|1643126092532|0.06742955273904445
2199023269151|1099511637837|1617494846499|0.14849457856231632
9895604668596|1099511637837|1644389050410|0.10320735737444689
8796093042613|1099511637837|1634640533236|0.06232215283903257
5497558144799|1099511637837|1670470945189|0.2300072868218176
14293651184260|5497558148942|1669393552378|0.2034025583953574
7696581431507|5497558148943|1646812047106|0.07653553144167698
6597069795466|5497558148943|1647171843497|0.021516460829021485
6597069806048|5497558148943|1648626556285|0.10534553573898521
14293651176941|5497558148943|1667847227671|0.01315001428657028
9895604680439|5497558148943|1651379157459|0.28231412264009925
13194139548976|10995116287824|1668585143957|0.24473583409571253
2199023269737|10995116287824|1672251541236|0.08967369430031912
6597069771813|10995116287824|1654440223514|0.28513765793736773
3298534886972|3298534893393|1607369113739|0.18523580222402236
9895604682191|3298534893393|1640300322288|0.1525982435442459
5497558139096|3298534893393|1627217241724|0.02070491104088267
9895604672793|10066|1666615608287|0.1355197737407528
7696581428359|10066|1639956274666|0.10121078750908286
12094627930623|10066|1657869489741|0.045928999918439725
7696581420987|7696581404499|1633129322163|0.004061358559718525
10995116304813|7696581404499|1656387893023|0.06566075473206556
10995116280764|7696581404499|1652602955946|0.0445226771096003
12094627910401|7696581404499|1670428572197|0.045615570855925734
4398046546942|7696581404499|1624598321767|0.170424588398061
3298534915282|7696581404499|1647242295622|0.1794167339102417
5497558146491|7696581404499|1669920616820|0.18987747399814595
10995116304819|2199023265620|1667203800827|0.08505695099576452
8796093031168|2199023265620|1646105659363|0.1567383514855246
3298534915551|2199023265620|1638068287021|0.18292483309567334
8796093041760|2199023265620|1647718413745|0.04728172137490815
3298534911535|3298534893397|1606723914490|0.2997487473357127
3298534900929|3298534893397|1647833964133|0.4722706050438666
3298534895935|12094627915607|1670100347145|0.24898587940624195
15393162825873|8796093032280|1671070624140|0.08336382450792537
3298534912282|8796093032280|1636758405898|0.10554267018079011
9895604675851|8796093032280|1670024640695|0.12037733366599868
2199023281640|8796093032280|1666477534011|0.14387719640459365
7696581401795|13194139543385|1663944307364|0.04969556196652652
6597069799580|13194139543385|1662280416668|0.14476468372514695
15393162825367|13194139543385|1670172617993|0.0824062571027065
