companyId|loanId|loanAmount|createTime|org
2199023258052|289919500889882624|51834573,00|1666958570201|Rocket Loans
7696581426932|176485085275488257|11747367,00|1632079317460|Citibank
7696581426932|198158658482208770|75856474,00|1638744370904|Prosper
7696581426932|298645225167912963|58320674,00|1669666786950|Fundrise
7696581396933|203225208063000580|51511430,00|1640314156368|Wells Fargo
7696581396933|222084031502614533|9283871,00|1646068736119|Kabbage
7696581396933|169448210857721862|78394527,00|1629943182191|Best Egg
7696581396933|215891582014980103|23215107,00|1644171186546|LendingClub
8796093054709|247698254383284232|76988130,00|1654008661244|LendingPoint
5497558151383|249387104243548169|79770756,00|1654509653095|Funding Circle
12094627908040|284008526378958858|45603702,00|1665162050579|US Bank
12094627908040|267120027776319499|14650056,00|1659919858148|OnDeck
4398046523608|146367262767448076|62300224,00|1622807623488|Upstart
4398046523608|159033636719427597|50076676,00|1626714801709|Earnest
4398046523608|294141625540542478|77164853,00|1668258829503|Best Egg
4398046523608|132293513931915279|42546284,00|1618539058854|Marcus by Goldman Sachs
6597069789160|248261204336705552|84634279,00|1654130754336|OneMain Financial
6597069789160|241787279872360465|3963411,00|1652168181358|LendingPoint
6597069789160|226869106106695698|29556432,00|1647575876807|Wells Fargo
12094627908041|274719852147507219|38571587,00|1662265783033|Rocket Loans
12094627908041|299489650098044948|70120119,00|1669929755901|Peerform
12094627908041|263179378102370325|49059546,00|1658713934383|Patch of Land
12094627908041|305682099585679382|73225463,00|1671799164109|Roofstock
9895604662489|227995006013538327|36973604,00|1647937258422|Upgrade
1099511630282|208291757643792408|63982716,00|1641854709506|Fundrise
5497558151386|238691055128543257|7102735,00|1651206256761|Upgrade
6597069799162|235313355408015386|61637501,00|1650192852285|Navy Federal Credit Union
9895604652491|238409580151832603|23467973,00|1651151293807|US Bank
9895604652491|217017481921822748|58431596,00|1644578479820|Capital One
1099511640283|285134426285801501|87263596,00|1665512942728|Fundrise
1099511640283|168885260904300574|98506771,00|1629763861933|TD Bank
1099511640283|299489650098044959|49361089,00|1669907330820|Marcus by Goldman Sachs
1099511640283|126101064444280864|90930784,00|1616627477330|US Bank
22507|228276480990248993|12986143,00|1647971796762|American Express
22507|54043470406352930|75436643,00|1594446441849|Prosper
22507|96546191889661987|88611977,00|1607549420502|Rocket Loans
22507|188869984250757156|50729327,00|1635929880441|Best Egg
12094627938043|277253126937903141|71705966,00|1663031763101|SunTrust
1099511630284|193936533831548966|40127705,00|1637483179476|LendingPoint
1099511630284|157344786859163687|56993828,00|1626217533854|Upstart
12094627928044|256142503684603944|1281524,00|1656602104303|Peerform
12094627928044|280630826658431017|20622155,00|1664087326573|Upstart
12094627928044|287949176052908074|89304820,00|1666314554676|American Express
12094627928044|279504926751588395|72095730,00|1663763421999|Bank of America
2199023288060|154248562115346476|18052572,00|1625278943348|Citibank
1099511640285|65583944451489837|8934618,00|1598034900946|Bank of America
4398046533613|233061555594330158|55928055,00|1649511127796|Upstart
3298534895838|94012917099266095|96410607,00|1606793807178|BlueVine
3298534895838|157626261835874352|61676713,00|1626325392783|SunTrust
1099511650286|36592021850292273|7741190,00|1589095775246|TD Bank
10995116310270|291045400796725298|96180796,00|1667289215076|BlueVine
10995116310270|267120027776319539|62181136,00|1659964929973|Funding Circle
10995116280271|227432056060117044|99557721,00|1647796910039|Upgrade
10995116280271|288793600983040053|88923470,00|1666577634159|US Bank
2199023268063|144396937930473526|78778709,00|1622285725122|SoFi
2512|101049791517032503|35441443,00|1608904964287|Avant
2512|255861028707893304|54022351,00|1656453861651|BlueVine
2512|268808877636583481|13183128,00|1660470125783|Patch of Land
2512|172262960624828474|53634851,00|1630801785842|OnDeck
2199023258065|207165857736949819|53724395,00|1641516534048|Patch of Land
2199023258065|135671213652443196|20261981,00|1619574977935|Marcus by Goldman Sachs
2199023258065|164944611230351421|82581991,00|1628517695168|Discover
2199023258065|73465243799388222|14019998,00|1600416676045|American Express
7696581406945|267682977729740863|95499553,00|1660119816240|LendingClub
7696581406945|201817833179447360|32318693,00|1639901709066|Upstart
12514|151996762301661249|60025150,00|1624606157648|PNC Bank
12514|305119149632258114|69026176,00|1671621667550|Peerform
12514|247416779406573635|32094825,00|1653932252369|Avant
12514|207728807690371140|86420685,00|1641742963010|LightStream
13194139565826|307933899399364677|75108427,00|1672505977672|OnDeck
10995116280275|222365506479325254|55087717,00|1646165091245|Patch of Land
12094627918051|272186577357111367|93721659,00|1661484690068|SunTrust
12094627918051|274156902194085960|18880339,00|1662112297159|BlueVine
8796093044723|291608350750146633|90756020,00|1667430692572|Patch of Land
8796093044723|247416779406573642|23496127,00|1653921551934|OnDeck
8796093044723|305963574562390091|57272783,00|1671922912429|Best Egg
3298534885844|108931090864930892|43540162,00|1611345646901|LendingClub
3298534885844|91198167332159565|2175389,00|1605890291313|LendingPoint
3298534885844|154248562115346510|31615205,00|1625235621631|Earnest
3298534885844|97672091796504655|16435973,00|1607873220220|BlueVine
14293651163605|304274724702126160|12899853,00|1671370459214|Patch of Land
10995116290277|228557955966959697|17513779,00|1648143302049|Citibank
10995116290277|225461731223142482|25242523,00|1647151052438|Capital One
12094627928053|261772003218817107|73799966,00|1658334424640|Discover
2199023288069|285978851215933524|88627528,00|1665751442377|Citibank
2199023288069|157626261835874389|87665895,00|1626350547376|PNC Bank
2199023288069|77968843426758742|8939645,00|1601830634269|LendingClub
2199023288069|67835744265175127|16410538,00|1598709228784|Fundbox
3298534885846|240098430012096600|9702966,00|1651661396992|Roofstock
12094627918054|300897024981598297|79455274,00|1670285561799|LendingPoint
12094627918054|299771125074755674|63883398,00|1670003477533|LightStream
10995116300278|262053478195527771|59870191,00|1658416088033|LightStream
3298534895847|177610985182330972|99445420,00|1632472921947|OneMain Financial
3298534895847|115967965282697309|21688578,00|1613544321723|Roofstock
3298534895847|250231529173680222|35064877,00|1654789133856|SunTrust
3298534895847|252201854010654815|81033650,00|1655353747268|SunTrust
2199023278071|268808877636583520|72522132,00|1660497199302|Marcus by Goldman Sachs
13194139565831|258957253451710561|6273734,00|1657476443746|Funding Circle
13194139565831|292452775680278626|43779006,00|1667722663155|Peerform
13194139565831|267401502753030243|57321158,00|1660074392654|Capital One
3298534885848|262616428148949092|75089311,00|1658598198905|Rocket Loans
3298534885848|72902293845966949|46258636,00|1600249978080|Discover
3298534885848|132293513931915366|97306119,00|1618501099149|Peerform
3298534885848|155655936998899815|20531614,00|1625665321733|Upstart
9895604662504|260083153358553192|67027698,00|1657794336731|Wells Fargo
13194139555832|302304399865151593|52716044,00|1670716878324|Kabbage
9895604682504|290200975866593386|53274617,00|1667081002786|American Express
1099511650297|87257517658210411|54879968,00|1604652122482|OnDeck
1099511630298|156500361929031788|78282865,00|1625954410873|American Express
12094627918058|270216252520136813|69958497,00|1660935010574|Earnest
10995116300282|232780080617619566|65147758,00|1649360418685|SoFi
10995116300282|245446454569599087|85864937,00|1653248470009|Capital One
10995116300282|277534601914613872|95872825,00|1663126820789|Marcus by Goldman Sachs
7696581396955|230246805827223665|62820300,00|1648656550862|Capital One
7696581396955|252201854010654834|44887978,00|1655344843376|SunTrust
7696581396955|210543557457477747|98365911,00|1642570338267|Upgrade
7696581396955|257831353544867956|17015542,00|1657116858268|Best Egg
8796093034731|261772003218817141|95791972,00|1658310065692|Funding Circle
8796093034731|198440133458919542|58788361,00|1638810010270|US Bank
3298534915851|279504926751588471|49339878,00|1663765158746|State Farm Bank
3298534915851|273031002287243384|83781845,00|1661793413521|Navy Federal Credit Union
3298534915851|275564277077639289|28000990,00|1662522050147|Discover
3298534915851|182959009739833466|48284568,00|1634070867661|Best Egg
8796093024732|283445576425537659|60065242,00|1664931877256|LendingClub
5497558151404|253890703870918780|42036500,00|1655869204668|Prosper
5497558151404|226306156153274493|12067952,00|1647378687459|State Farm Bank
5497558151404|305400624608968830|60400086,00|1671710509394|Chase Bank
32524|221521081549193343|74781366,00|1645973691397|State Farm Bank
4398046513629|104708966214271104|83471413,00|1610059242435|Kabbage
13194139545837|280349351681720449|54750717,00|1664036646828|LendingPoint
13194139545837|275001327124217986|31925783,00|1662382981785|SunTrust
13194139545837|290763925820014723|5005762,00|1667247115719|LendingPoint
12094627938061|300615550004887684|81290922,00|1670220446651|SunTrust
12094627938061|252483328987365509|70743198,00|1655460367815|US Bank
12094627938061|281193776611852422|63034763,00|1664270727813|Funding Circle
12094627938061|252201854010654855|38221632,00|1655340772707|Upstart
2199023268078|181551634856280200|82109573,00|1633629395167|Citibank
13194139565838|296956375307649161|95386100,00|1669112727704|Patch of Land
13194139565838|280349351681720458|67086427,00|1664045100472|State Farm Bank
8796093034735|253327753917497483|63655895,00|1655736537177|State Farm Bank
2199023278079|74309668729520268|62923693,00|1600675848316|Roofstock
14293651193615|295830475400806541|67833385,00|1668792403699|Wells Fargo
14293651183616|303148824795283598|53252376,00|1671013044686|SunTrust
14293651193616|307652424422654095|92517062,00|1672423193415|Funding Circle
14293651193616|307370949445943440|46521211,00|1672301814664|Fundbox
14293651193616|288512126006329489|22747727,00|1666545278324|OnDeck
2199023258081|108086665934798994|33553544,00|1611053933404|OnDeck
2199023258081|198440133458919571|31886936,00|1638854055159|PNC Bank
2199023258081|152559712255082644|86557468,00|1624764233690|Peerform
2199023258081|57702645103591573|83604476,00|1595590083986|Rocket Loans
8796093044737|307652424422654102|26959185,00|1672387961636|Fundbox
8796093044737|273031002287243415|31561655,00|1661784659213|LendingClub
8796093044737|223491406386167960|62508270,00|1646530012972|Earnest
8796093044737|188025559320625305|36384562,00|1635632909904|Navy Federal Credit Union
12094627938065|284852951309090970|39981577,00|1665434659140|Citibank
13194139535842|277534601914613915|39869747,00|1663167115588|State Farm Bank
5497558161410|228557955966959772|73534396,00|1648105748828|Upgrade
9895604672515|264586752985923741|47657841,00|1659174460840|Kabbage
7696581416964|287667701076197534|74892476,00|1666279484192|Roofstock
7696581416964|224617306293010591|70344127,00|1646890152358|Wells Fargo
7696581416964|288793600983040160|93722785,00|1666616080924|Earnest
7696581416964|195062433738391713|2673778,00|1637792729075|Funding Circle
9895604682516|300052600051466402|1577820,00|1670079240779|Citibank
9895604682516|269090352613294243|94306313,00|1660522215135|Fundbox
9895604682516|198721608435630244|4662606,00|1638922151387|OnDeck
9895604682516|206039957830107301|71577927,00|1641142692570|BlueVine
3298534885861|143271038023631014|22834115,00|1621880063061|Bank of America
3298534885861|211950932341031079|70888004,00|1643034699375|Avant
14293651173621|287386226099486888|84630790,00|1666157406393|Fundbox
13194139555845|301459974935019689|45879949,00|1670497736409|Kabbage
13194139555845|298926700144623786|37146468,00|1669713983877|State Farm Bank
3298534915861|187462609367204011|16922134,00|1635501973525|Kabbage
4398046533638|183240484716544172|84970235,00|1634216758456|Earnest
