loanId|accountId|createTime|deleteTime|amount|isExplicitDeleted
4840526823760592896|4841371248690724864|1649789990773|1893196800000|24938161,06|false
4840526823760592896|4910332617984835585|1670949382398|1893196800000|9662136,39|false
4840526823760592896|4910332617984835585|1671251550072|1893196800000|12851665,41|false
4840526823760592896|4910332617984835585|1669787507835|1893196800000|19047170,56|false
4910614092961546242|4910332617984835585|1671526039274|1893196800000|35968926,62|false
4910614092961546242|4910332617984835585|1671345150810|1893196800000|18519849,55|false
4910614092961546242|4910332617984835585|1672069033174|1893196800000|6682277,15|false
4910614092961546242|4841371248690724864|1670136777917|1893196800000|14887832,97|false
4774661679210299395|4783105928511619075|1656819198798|1662203887794|7862690,02|true
4774661679210299395|4774661679210299394|1670494580611|1893196800000|3313308,52|false
4898510668962988036|4839682398830460933|1668596107703|1893196800000|33307926,35|false
4898510668962988036|4839682398830460933|1670781299939|1893196800000|5565575,21|false
4898510668962988036|4827016024878481414|1667923584412|1893196800000|9313094,85|false
4842778623574278149|4827016024878481414|1651784016308|1893196800000|36152719,74|false
4842778623574278149|4839682398830460933|1653001550412|1893196800000|54644305,78|false
4842778623574278149|4827016024878481414|1663824897117|1893196800000|9357279,35|false
4842778623574278149|4839682398830460933|1654506579341|1893196800000|1167402,42|false
4886407244964429830|4841934198644146187|1664988180694|1893196800000|69923095,60|false
4886407244964429830|4847282223201648654|1664508161087|1893196800000|16063768,79|false
4886407244964429830|4847282223201648654|1672486791769|1893196800000|13054478,60|false
4912302942821810183|4895414444219170829|1671289527763|1893196800000|2976883,87|false
4912302942821810183|4841934198644146187|1671970534490|1893196800000|15877215,16|false
4912302942821810183|4847282223201648654|1671680856115|1893196800000|3265485,10|false
4912302942821810183|4916525067472470028|1671671197792|1893196800000|349592,81|false
4917932442356023305|4902169843660226575|1672438580387|1893196800000|5455573,86|false
4917932442356023305|4902169843660226575|1672105385900|1893196800000|10115649,39|false
4894288544312328202|4902169843660226575|1670176240238|1893196800000|15815411,51|false
4894288544312328202|4902169843660226575|1667959292032|1893196800000|21113929,84|false
4899073618916409355|4902169843660226575|1671662835992|1893196800000|25054975,90|false
4899073618916409355|4902169843660226575|1667508025172|1893196800000|15554471,07|false
4914836217612206092|4902169843660226575|1671149637335|1893196800000|15587547,49|false
4914836217612206092|4902169843660226575|1671155108862|1893196800000|8386,74|false
4914836217612206092|4902169843660226575|1672181817585|1893196800000|47091,41|false
4914836217612206092|4902169843660226575|1671235424140|1893196800000|5425616,97|false
4828141924785324045|4822230950274400275|1664935202779|1893196800000|11706764,53|false
4828141924785324045|4702322610195660816|1657265996355|1893196800000|8884466,64|false
4828141924785324045|4791268702836228114|1648371769964|1893196800000|13025709,23|false
4763965630095294478|4796053777440309269|1657732680009|1893196800000|842224,08|false
4763965630095294478|4796053777440309269|1652251487577|1893196800000|35800681,02|false
4872333496128897039|4796053777440309269|1664183203562|1893196800000|48115539,40|false
4872333496128897039|4796053777440309269|1660085969336|1893196800000|6268210,39|false
4872333496128897039|4796053777440309269|1670877996985|1893196800000|50412,33|false
4872333496128897039|4796053777440309269|1670131571844|1893196800000|12832462,31|false
4872333496128897039|4796053777440309269|1664806369031|1893196800000|14645469,31|false
4872333496128897039|4796053777440309269|1662185570422|1893196800000|3537011,72|false
4840526823760592912|4796053777440309269|1652329260688|1893196800000|20374344,85|false
4840526823760592912|4796053777440309269|1669581499289|1893196800000|9305840,91|false
4663197588432879633|4796053777440309269|1662021657317|1893196800000|4654290,24|false
4663197588432879633|4796053777440309269|1642345275105|1893196800000|4107562,84|false
4663197588432879633|4796053777440309269|1638678999418|1893196800000|13869477,29|false
4838837973900328978|4886688719941140503|1664579147102|1893196800000|30249003,12|false
4838837973900328978|4886688719941140503|1668337558672|1893196800000|5286432,90|false
4792676077719781395|4782542978558197786|1639302671625|1661642250619|25969217,63|true
4792676077719781395|4752425156050157592|1645923240352|1893196800000|53416871,03|false
4792676077719781395|4782542978558197786|1635257474828|1661642250619|9771643,87|true
4792676077719781395|4782542978558197786|1633870293700|1661642250619|13780819,59|true
4792676077719781395|4752425156050157592|1636019462934|1893196800000|55522059,74|false
4790987227859517460|4865859571664551964|1656360640402|1656711441687|15357737,09|true
4790987227859517460|4789298377999253531|1665187383246|1893196800000|11131417,91|false
4790987227859517460|4865859571664551964|1656368447081|1656711441687|14795690,96|true
4881903645337059349|4789298377999253531|1670104047006|1893196800000|55771218,58|false
4817445875670319126|4789298377999253531|1656642186194|1893196800000|55312974,14|false
4817445875670319126|4865859571664551964|1656239044722|1656711441687|9482686,66|true
4817445875670319126|4865859571664551964|1656103619355|1656711441687|75443856,86|true
4817445875670319126|4789298377999253531|1665532571545|1893196800000|5043397,30|false
4795490827486887959|4789298377999253531|1645079728023|1893196800000|22490914,00|false
