loanId|accountId|createTime|deleteTime|amount|isExplicitDeleted
289919500889882624|302022924888440833|1671572382228|1893196800000|39727882,43|false
176485085275488257|227150581083406342|1652675902360|1893196800000|10616634,29|false
176485085275488257|227150581083406342|1661320949793|1893196800000|423953,81|false
176485085275488257|227150581083406342|1667867103746|1893196800000|334801,24|false
176485085275488257|227150581083406342|1659124568517|1893196800000|138542,18|false
198158658482208770|227150581083406342|1651386409342|1893196800000|50807587,56|false
198158658482208770|227150581083406342|1665799321830|1893196800000|14814317,48|false
198158658482208770|227150581083406342|1658561778108|1893196800000|2508443,80|false
198158658482208770|227150581083406342|1666371059653|1893196800000|6196710,92|false
298645225167912963|227150581083406342|1671509109334|1893196800000|9184553,82|false
298645225167912963|227150581083406342|1670672469837|1893196800000|6627822,44|false
298645225167912963|227150581083406342|1670134120600|1893196800000|33702928,70|false
203225208063000580|178455410112462855|1651933157027|1893196800000|46300070,03|false
203225208063000580|178455410112462855|1654517453353|1893196800000|39417507,39|false
203225208063000580|178455410112462855|1642831773930|1893196800000|624950,21|false
203225208063000580|178455410112462855|1651523318900|1893196800000|792854,37|false
222084031502614533|178455410112462855|1654217337099|1893196800000|1007577,57|false
222084031502614533|178455410112462855|1650896570101|1893196800000|502082,59|false
222084031502614533|178455410112462855|1649608381753|1893196800000|9044,54|false
169448210857721862|178455410112462855|1654324820131|1893196800000|30071492,84|false
169448210857721862|178455410112462855|1666224884320|1893196800000|18619070,83|false
169448210857721862|178455410112462855|1665553551034|1893196800000|3294472,96|false
215891582014980103|178455410112462855|1663088500152|1893196800000|22715424,65|false
215891582014980103|178455410112462855|1646488120669|1893196800000|10531358,64|false
247698254383284232|258675778474999821|1657894663733|1893196800000|35691165,14|false
247698254383284232|246009404523020302|1657789951094|1893196800000|29253949,08|false
249387104243548169|242631704802492450|1656876399852|1668514069886|71352145,11|true
249387104243548169|242631704802492450|1667296299501|1668514069886|60820765,09|true
284008526378958858|274719852147507240|1668230040815|1893196800000|6489606,42|false
284008526378958858|280349351681720359|1669531635307|1893196800000|20735991,13|false
284008526378958858|280349351681720359|1665355976877|1893196800000|15444322,24|false
284008526378958858|280349351681720359|1670791593761|1893196800000|1810004,21|false
284008526378958858|280349351681720359|1667056883308|1893196800000|579906,97|false
267120027776319499|280349351681720359|1671712872007|1893196800000|5105864,54|false
267120027776319499|280349351681720359|1664413479286|1893196800000|7674441,99|false
267120027776319499|280349351681720359|1670880723028|1893196800000|120832,33|false
267120027776319499|274719852147507240|1671248673573|1893196800000|1363072,70|false
267120027776319499|280349351681720359|1671799724610|1893196800000|256979,31|false
146367262767448076|146930212720869417|1634364472359|1893196800000|5639845,81|false
159033636719427597|146930212720869417|1658192838317|1893196800000|43142716,51|false
159033636719427597|146930212720869417|1647516940499|1893196800000|25683171,61|false
159033636719427597|146930212720869417|1664328721316|1893196800000|1801958,36|false
294141625540542478|146930212720869417|1670879420166|1893196800000|1511944,54|false
294141625540542478|146930212720869417|1670100785156|1893196800000|63828017,87|false
294141625540542478|146930212720869417|1671904097199|1893196800000|5126201,20|false
294141625540542478|146930212720869417|1668946580546|1893196800000|20620435,22|false
132293513931915279|146930212720869417|1661282151945|1893196800000|12393835,78|false
132293513931915279|146930212720869417|1654301335716|1893196800000|22127079,62|false
132293513931915279|146930212720869417|1627597356858|1893196800000|1813584,86|false
132293513931915279|146930212720869417|1657120098576|1893196800000|2760797,00|false
248261204336705552|259801678381842475|1669405248145|1893196800000|30831180,25|false
248261204336705552|259801678381842475|1657725158922|1893196800000|26896506,61|false
241787279872360465|259801678381842475|1659725675234|1893196800000|2870876,30|false
241787279872360465|259801678381842475|1669363990058|1893196800000|241907,35|false
274719852147507219|280349351681720368|1669408473439|1671202741182|33398001,13|true
299489650098044948|280349351681720368|1670438744952|1671202741182|32230135,72|true
299489650098044948|280349351681720368|1670706640712|1671202741182|15945478,67|true
263179378102370325|280349351681720368|1670122632182|1671202741182|39995327,10|true
263179378102370325|280349351681720368|1667836743482|1671202741182|1071354,60|true
263179378102370325|280349351681720368|1668925116203|1671202741182|7303552,28|true
263179378102370325|280349351681720368|1666474945413|1671202741182|21494951,15|true
263179378102370325|280349351681720368|1665016136981|1671202741182|26728269,44|true
227995006013538327|281193776611852337|1670838677649|1893196800000|2792829,87|false
227995006013538327|218706331782086707|1648327655315|1652072160868|11214160,12|true
227995006013538327|281193776611852337|1672042869404|1893196800000|21533207,47|false
227995006013538327|281193776611852337|1667322349042|1893196800000|2378831,55|false
208291757643792408|283727051402248250|1672167375316|1893196800000|2512769,19|false
208291757643792408|283727051402248250|1668937761947|1893196800000|59860544,85|false
238691055128543257|301459974935019579|1671366822870|1893196800000|6153056,06|false
238691055128543257|301459974935019579|1671512341937|1893196800000|931097,78|false
238691055128543257|301459974935019579|1671398725762|1893196800000|17416,15|false
235313355408015386|224617306293010499|1654844828343|1663366660949|35224454,82|true
235313355408015386|224617306293010499|1661338178042|1663366660949|22316561,04|true
235313355408015386|245446454569599041|1667996381396|1893196800000|12157193,85|false
238409580151832603|263460853079081028|1665229513334|1893196800000|21232203,18|false
238409580151832603|263460853079081028|1660708614330|1893196800000|1041562,14|false
238409580151832603|263460853079081028|1662235959377|1893196800000|327357,41|false
217017481921822748|263460853079081028|1661743466392|1893196800000|29994980,52|false
217017481921822748|263460853079081028|1671569863785|1893196800000|9627359,32|false
217017481921822748|301459974935019589|1670623141173|1672067237842|45696887,09|true
217017481921822748|263460853079081028|1658928336797|1893196800000|1685686,75|false
285134426285801501|223772881362878534|1668945580203|1893196800000|41952574,81|false
285134426285801501|223772881362878534|1672001886474|1893196800000|21548213,75|false
285134426285801501|251357429080522823|1667647391613|1893196800000|72213414,40|false
168885260904300574|223772881362878534|1648936973922|1893196800000|62317053,06|false
168885260904300574|223772881362878534|1647366413249|1893196800000|161488,38|false
299489650098044959|223772881362878534|1672211253279|1893196800000|40447137,17|false
299489650098044959|251357429080522823|1671126943645|1893196800000|2125762,17|false
299489650098044959|251357429080522823|1672157395618|1893196800000|6009576,17|false
299489650098044959|251357429080522823|1671968043274|1893196800000|17687788,22|false
126101064444280864|223772881362878534|1664087363411|1893196800000|56013995,26|false
126101064444280864|223772881362878534|1660348141080|1893196800000|7518849,45|false
228276480990248993|185492284530229320|1660359602115|1893196800000|6326200,49|false
228276480990248993|185492284530229320|1654070432283|1893196800000|8014289,09|false
228276480990248993|185492284530229320|1671966692864|1893196800000|925709,91|false
228276480990248993|185492284530229320|1658171391314|1893196800000|2278076,27|false
54043470406352930|185492284530229320|1655850503903|1893196800000|60593437,86|false
54043470406352930|185492284530229320|1638315239530|1893196800000|7757847,74|false
54043470406352930|185492284530229320|1638780377769|1893196800000|6329995,85|false
96546191889661987|185492284530229320|1667229445596|1893196800000|82353900,43|false
96546191889661987|185492284530229320|1649164417603|1893196800000|3620555,66|false
96546191889661987|185492284530229320|1656532946865|1893196800000|6340488,55|false
96546191889661987|185492284530229320|1668602497429|1893196800000|4779870,79|false
188869984250757156|185492284530229320|1654299194447|1893196800000|36385936,66|false
188869984250757156|185492284530229320|1650833113881|1893196800000|1254589,34|false
188869984250757156|185492284530229320|1657952554065|1893196800000|31095,30|false
277253126937903141|295549000424095818|1671230165856|1893196800000|13854139,29|false
277253126937903141|263460853079081033|1669429435155|1893196800000|60482528,72|false
193936533831548966|249668579220258891|1655231899107|1893196800000|354455,27|false
193936533831548966|249668579220258891|1667935389637|1893196800000|3265425,89|false
193936533831548966|249668579220258891|1660378202928|1893196800000|26652516,21|false
193936533831548966|249668579220258891|1655930446079|1893196800000|3606566,55|false
157344786859163687|249668579220258891|1657073299876|1893196800000|14237926,71|false
157344786859163687|249668579220258891|1672349003075|1893196800000|15416971,84|false
256142503684603944|265149702939344973|1665010294298|1893196800000|287316,63|false
256142503684603944|256705453638025295|1672363552460|1893196800000|452244,52|false
280630826658431017|256705453638025295|1666720984248|1893196800000|15839531,38|false
280630826658431017|272749527310532686|1668380863476|1893196800000|17156609,53|false
280630826658431017|265149702939344973|1667051654547|1893196800000|15512,04|false
280630826658431017|272749527310532686|1669296252259|1893196800000|223708,09|false
287949176052908074|265149702939344973|1669632323706|1893196800000|50515426,06|false
287949176052908074|256705453638025295|1669183525963|1893196800000|34608001,50|false
287949176052908074|272749527310532686|1670402677991|1893196800000|16829711,75|false
279504926751588395|256705453638025295|1672379254423|1893196800000|48575854,85|false
279504926751588395|265149702939344973|1667735041069|1893196800000|19556199,27|false
279504926751588395|256705453638025295|1669985042851|1893196800000|40828540,25|false
154248562115346476|295830475400806482|1670369296247|1670494764109|801921,80|true
154248562115346476|82753918030839889|1647551389691|1893196800000|13362019,17|false
154248562115346476|295830475400806482|1669450100639|1670494764109|8562328,03|true
65583944451489837|189714409180889176|1661480056191|1893196800000|4557538,18|false
65583944451489837|90916692355448919|1662587133824|1893196800000|1928834,94|false
65583944451489837|90916692355448919|1615908127723|1893196800000|2236021,15|false
65583944451489837|189714409180889176|1667824134720|1893196800000|59300,09|false
65583944451489837|90916692355448919|1612752102795|1893196800000|1218003,68|false
65583944451489837|189714409180889176|1669514153657|1893196800000|226481,03|false
233061555594330158|106116341097824345|1652148414799|1893196800000|28000775,53|false
233061555594330158|106116341097824345|1662153528004|1893196800000|16792245,55|false
233061555594330158|106116341097824345|1654256148782|1893196800000|36108398,55|false
233061555594330158|106116341097824345|1655865928014|1893196800000|461333,34|false
94012917099266095|248824154290126941|1657267866432|1893196800000|39974403,26|false
94012917099266095|237846630198411359|1651845805074|1893196800000|29616421,79|false
157626261835874352|237846630198411359|1671236453637|1893196800000|41510007,41|false
157626261835874352|248824154290126941|1669331640096|1893196800000|5120045,51|false
157626261835874352|248824154290126941|1656234798002|1893196800000|30414244,71|false
157626261835874352|251075954103812190|1665295989863|1893196800000|11236750,98|false
36592021850292273|159315111696138336|1637769470209|1893196800000|3601383,74|false
291045400796725298|268527402659872865|1672194577837|1893196800000|83895897,96|false
267120027776319539|268527402659872865|1663473954313|1893196800000|9288213,94|false
267120027776319539|268527402659872865|1667455544015|1893196800000|4639872,08|false
267120027776319539|268527402659872865|1664797052682|1893196800000|37596607,28|false
227432056060117044|226024681176563810|1672036605412|1893196800000|23246164,89|false
227432056060117044|226024681176563810|1651172045938|1893196800000|55186444,31|false
227432056060117044|226024681176563810|1665416940738|1893196800000|9281115,74|false
227432056060117044|226024681176563810|1668360488090|1893196800000|10504308,36|false
288793600983040053|226024681176563810|1668694075179|1893196800000|17878968,47|false
288793600983040053|226024681176563810|1667372324868|1893196800000|56189160,95|false
288793600983040053|226024681176563810|1670665581732|1893196800000|8623392,88|false
144396937930473526|252483328987365475|1655872944547|1893196800000|22275903,98|false
