loanId|accountId|createTime|deleteTime|amount|isExplicitDeleted
4820540451146694656|4671921663443468288|1663123179442|1893196800000|18744879,46|false
4820540451146694656|4671921663443468288|1645217557673|1893196800000|19278830,53|false
4741164507714289665|4857976623049211905|1655330560172|1662337554191|25274590,67|true
4741164507714289665|4857976623049211905|1658048117533|1662337554191|10248368,03|true
4741164507714289665|4857976623049211905|1658372628930|1662337554191|9485367,09|true
4689091637022818306|4857976623049211905|1657257626241|1662337554191|46515579,81|true
4689091637022818306|4857976623049211905|1657757090350|1662337554191|28984073,48|true
4907516218950287363|4899353444625678345|1670186091747|1893196800000|50265048,08|false
4907516218950287363|4915397518298185734|1672099658634|1893196800000|5084465,56|false
4907516218950287363|4899353444625678345|1669373881286|1893196800000|4109045,80|false
4906108844066734084|4906390319043444744|1671951647542|1893196800000|68866011,95|false
4906108844066734084|4906390319043444744|1668596086254|1893196800000|3930813,96|false
4906108844066734084|4915397518298185734|1672211001119|1893196800000|256652,51|false
4906108844066734084|4915397518298185734|1671492571086|1893196800000|4072565,77|false
4849250898771181573|4901323769462652938|1667946512226|1893196800000|9037376,77|false
4849250898771181573|4867265297280663563|1666411908000|1893196800000|8881951,40|false
4849250898771181573|4867265297280663563|1660521250164|1893196800000|1248582,43|false
4849250898771181573|4901323769462652938|1668279275747|1893196800000|1246070,71|false
4849250898771181573|4867265297280663563|1669255618636|1893196800000|43348,26|false
4849250898771181573|4867265297280663563|1667586848138|1893196800000|3072249,38|false
4849250898771181573|4867265297280663563|1670663276809|1893196800000|1053257,40|false
4808718502124847110|4867265297280663563|1665751478305|1893196800000|68958350,17|false
4808718502124847110|4901323769462652938|1672085765006|1893196800000|18056489,57|false
4808718502124847110|4901323769462652938|1671339244662|1893196800000|14865,19|false
4825044050774065159|4901323769462652938|1668479585499|1893196800000|113336,85|false
4825044050774065159|4901323769462652938|1668885251863|1893196800000|478937,93|false
4825044050774065159|4867265297280663563|1657744108223|1893196800000|123487,82|false
4825044050774065159|4867265297280663563|1659880932396|1893196800000|47315,56|false
4825044050774065159|4867265297280663563|1659210273434|1893196800000|486333,24|false
4829266175424725000|4867265297280663563|1662668027608|1893196800000|81991793,01|false
4829266175424725000|4867265297280663563|1669155788146|1893196800000|5837845,76|false
4895412794951729161|4824762575797354508|1668927921927|1893196800000|9330520,53|false
4895412794951729161|4824762575797354508|1669248770712|1893196800000|12446128,57|false
4816599801472745482|4824762575797354508|1656922494556|1893196800000|14407324,59|false
4816599801472745482|4824762575797354508|1644922806497|1893196800000|10556442,16|false
4816599801472745482|4824762575797354508|1664817746951|1893196800000|1107076,20|false
4837991899702755339|4824762575797354508|1650225885309|1893196800000|24536704,90|false
4649403665306615820|4824762575797354508|1661795916137|1893196800000|11886595,99|false
4649403665306615820|4824762575797354508|1660073792403|1893196800000|15047053,95|false
4649403665306615820|4824762575797354508|1646977276754|1893196800000|110120,58|false
4649403665306615820|4824762575797354508|1649065393139|1893196800000|25024144,73|false
4859665472909475853|4817444226402877453|1661106831415|1893196800000|55579967,24|false
4859665472909475853|4851221223608156174|1665679991790|1672058734633|32218728,71|true
4859665472909475853|4851221223608156174|1665766067346|1672058734633|11656416,92|true
