fromId|toId|createTime|relation
15393162806364|9895604678417|1669717350684|business associate
15393162806364|12094627913951|1669957815875|business associate
7696581421932|6597069795208|1628547254241|business associate
7696581421932|14293651179233|1665359027534|business associate
10995116285261|1099511637558|1653413635067|business associate
7503|29300|1600070599469|business associate
12094627923039|5497558157517|1655996582558|business associate
12094627943039|3298534892469|1662919778182|business associate
9895604667490|14293651200452|1672249933135|business associate
10995116315266|13194139551802|1667180115207|business associate
10995116315266|15393162807760|1672111235902|business associate
8796093039716|2199023284772|1645827140538|business associate
1099511635285|5497558158449|1670500022605|business associate
9895604657494|1099511656179|1668966784667|business associate
8796093039718|7696581412677|1659301165483|business associate
4398046538614|12094627933737|1671079416164|business associate
7696581411943|5497558147524|1671562926759|business associate
7696581421943|13194139552846|1661504540685|business associate
7696581421943|9895604678955|1669864565443|business associate
8796093029720|39024|1638656790287|business associate
17512|1099511666003|1594298162263|business associate
5497558176392|9895604658257|1644880323315|business associate
5497558176392|12094627923882|1654813958424|business associate
8796093049721|13194139572010|1667061150137|business associate
8796093049721|1099511655345|1667420223136|business associate
4398046548617|2199023273530|1636993469668|business associate
4398046548617|1099511646615|1654948401576|business associate
4398046538618|6597069806470|1651945385575|business associate
4398046538618|2199023283538|1654767925681|business associate
1099511665290|18198|1622450819966|business associate
1099511665290|4398046539263|1650024132091|business associate
3298534890843|5497558178288|1666044522287|business associate
3298534890843|15393162818594|1672126842434|business associate
5497558156396|2199023265494|1633615586322|business associate
5497558156396|10995116287308|1663121502057|business associate
13194139560830|15393162806718|1672443406284|business associate
3298534920846|18390|1628456536540|business associate
13194139560831|14293651189621|1669997380432|business associate
13194139560831|12094627924074|1659921950628|business associate
12094627913056|4398046550800|1654960977967|business associate
12094627913056|9895604669698|1666454166577|business associate
7696581411952|3298534902850|1647769935495|business associate
15393162816384|13194139542220|1672172624702|business associate
15393162816384|13194139562580|1671350651167|business associate
2199023273073|6597069795973|1657554069905|business associate
6597069774178|28285|1631517584167|business associate
6597069774178|14293651171070|1671528007222|business associate
2199023273074|13194139572095|1668206808010|business associate
2199023273074|13194139543243|1667093465113|business associate
2199023293074|10995116305363|1656315398732|business associate
5497558146403|7696581432316|1650950980867|business associate
5497558146403|6597069786511|1666239961358|business associate
5497558176405|6597069784945|1626977795434|business associate
1099511645302|2199023273449|1609805913595|business associate
2199023263079|8796093041765|1648972081023|business associate
14293651198615|5497558167439|1668543703256|business associate
14293651198615|1099511667152|1670682569512|business associate
10995116285288|9895604677795|1654617667174|business associate
1099511645304|13194139562169|1669653699453|business associate
4398046548632|3298534910980|1625839782194|business associate
4398046548632|2199023284933|1666953165524|business associate
1099511635305|9895604668840|1660474699520|business associate
8796093059737|9895604687752|1669905599630|business associate
4398046538634|1099511657322|1649677173430|business associate
4398046538634|8796093061350|1651513354197|business associate
8796093039739|6597069805327|1646191224226|business associate
8796093039739|10995116317508|1650965482066|business associate
8796093059739|15393162818594|1672272894139|business associate
