fromId|toId|createTime|relation
9895604659984|9895604650324|1648561139040|business associate
7696581414432|9895604651471|1655420059388|business associate
8796093042209|14293651173095|1668975332940|business associate
8796093042209|12094627937147|1663468026605|business associate
5497558168881|10995116308638|1668538527271|business associate
5497558168881|8796093032471|1643725748156|business associate
12094627905538|9895604681106|1664790398924|business associate
12094627905538|4398046523544|1664702547471|business associate
7696581404434|2199023287731|1636879857372|business associate
7696581404434|10995116298473|1668910959278|business associate
9895604659988|3298534893597|1655519159071|business associate
9895604659988|1099511638445|1646876182218|business associate
4398046531108|1099511639644|1666157613931|business associate
4398046531108|1099511648841|1631260826831|business associate
8796093052212|8796093052481|1671565147093|business associate
8796093052212|2199023257763|1634206543537|business associate
15393162798869|4398046511125|1672435230331|business associate
15393162798869|3298534915296|1672495717536|business associate
7696581424437|5497558150690|1652481141873|business associate
10995116287766|13194139535142|1658858104159|business associate
10995116287766|2199023287837|1655576320674|business associate
15393162808870|10995116278982|1671560043345|business associate
15393162808870|8796093023339|1672370971075|business associate
6597069796662|3298534913814|1622358327979|business associate
14293651171095|12094627906699|1671826884070|business associate
14293651171095|12094627905851|1666919763142|business associate
13194139553319|8796093053083|1667863190473|business associate
13194139553319|8796093044178|1666104989850|business associate
10995116307767|9895604651157|1660094965681|business associate
4398046531112|5497558168935|1663770582592|business associate
4398046531112|2199023267988|1645290873277|business associate
2199023285560|15393162800175|1671579617051|business associate
2199023285560|8796093032717|1662899917875|business associate
4398046511113|1099511658372|1608778482897|business associate
4398046511113|4398046531504|1656636725535|business associate
10995116307769|1099511649241|1660003576211|business associate
1099511647786|4398046523135|1630416060298|business associate
1099511657787|5497558150293|1619905115111|business associate
1099511657787|15393162810848|1671635591034|business associate
14293651161100|13194139563970|1669288100769|business associate
14293651161100|5497558139120|1671196972721|business associate
12094627925548|3298534913921|1672162362048|business associate
12094627925548|10995116308898|1667501484108|business associate
1099511627789|1099511649208|1623199420189|business associate
1099511627789|12094627925835|1668931046700|business associate
5497558148893|1099511658698|1641741253461|business associate
5497558148893|4398046531622|1641287885478|business associate
8796093042221|12094627907870|1659706344522|business associate
8796093042221|3298534883856|1651531930920|business associate
10995116307773|4398046531619|1661438694562|business associate
10995116307773|3298534914157|1670079504545|business associate
6597069776670|1099511637995|1663618502533|business associate
6597069776670|14293651163192|1672500768695|business associate
10995116297775|9895604672395|1668142938031|business associate
10995116287776|10995116309561|1650475076310|business associate
10995116287776|5497558139284|1648962248955|business associate
2199023275568|3298534884230|1633865840397|business associate
12094627905553|7696581406866|1658852465948|business associate
12094627905553|31285|1655317708851|business associate
13194139553329|8796093054644|1662108034013|business associate
13194139553329|1099511658372|1667190671307|business associate
14293651191106|10995116277957|1663491249576|business associate
9895604660004|5497558148906|1662786851108|business associate
2199023285572|13194139554626|1668451335364|business associate
13194139543333|14293651162940|1671280499584|business associate
10995116297782|13194139544941|1668553473258|business associate
7696581404455|13194139564174|1668219097870|business associate
7696581404455|20429|1662262118187|business associate
6597069796680|13194139554401|1664433268426|business associate
6597069766681|20279|1625973418479|business associate
5497558148905|9895604670668|1663642328672|business associate
5497558148905|8796093024226|1649574436930|business associate
4398046541129|2199023265916|1618975895752|business associate
2199023255578|12094627937673|1653962548378|business associate
2199023255578|12094627927217|1657119265270|business associate
13194139553338|9895604650629|1664325565085|business associate
14293651191114|8796093032782|1670512526654|business associate
14293651161116|7696581416597|1670176939641|business associate
29|2199023286585|1616618908307|business associate
29|5497558140185|1617274785054|business associate
7696581404461|14293651191404|1669906351028|business associate
3298534903358|8796093033151|1644822922697|business associate
3298534903358|7696581405711|1632294783908|business associate
7696581424462|12094627915953|1671370411734|business associate
9895604650015|5497558150856|1665664119572|business associate
9895604650015|2199023257340|1641050581024|business associate
13194139543343|14293651172035|1671938782096|business associate
13194139543343|12094627935596|1670591682569|business associate
7696581424463|9895604662209|1657439691906|business associate
7696581424463|5497558150440|1635491373503|business associate
7696581404464|9895604681789|1668859859374|business associate
7696581404464|595|1660981950790|business associate
5497558168912|9895604650901|1646237874928|business associate
8796093032241|8796093043086|1637887212596|business associate
8796093022242|7696581396411|1632622579592|business associate
1099511647811|14293651191268|1672465145751|business associate
14293651191125|10489|1670912692802|business associate
4398046511142|7696581414737|1637281170049|business associate
10995116307799|9895604661135|1652109425308|business associate
20040|8796093052800|1631342497635|business associate
8796093032249|10995116278894|1655979295991|business associate
8796093032249|9895604660375|1653546366423|business associate
1099511647817|9895604682063|1645785554432|business associate
3298534893371|1099511637939|1630236181595|business associate
