accountId|loanId|createTime|deleteTime|amount|isExplicitDeleted
4825326625262403584|4801119777265287168|1650410223083|1893196800000|15708086,22|false
4825326625262403584|4801119777265287168|1663786039224|1893196800000|580625,60|false
4825326625262403584|4801119777265287168|1648037027394|1893196800000|5058714,89|false
4825326625262403584|4854037072886890497|1654304431360|1893196800000|49901486,72|false
4825326625262403584|4854037072886890497|1665895250556|1893196800000|14931746,45|false
4825326625262403584|4854037072886890497|1656126883640|1893196800000|563079,56|false
4825326625262403584|4843341023771885570|1665070925965|1893196800000|13111078,27|false
4825326625262403584|4843341023771885570|1671656414700|1893196800000|620532,56|false
4825326625262403584|4843341023771885570|1667321743051|1893196800000|5497222,60|false
4893443569626382337|4648278864911400963|1666304356520|1893196800000|66321998,73|false
4893443569626382337|4648278864911400963|1671875289159|1893196800000|2445295,18|false
4893443569626382337|4648278864911400963|1671359661740|1893196800000|758015,38|false
4893443569626382337|4648278864911400963|1668915071059|1893196800000|2967898,12|false
4854600022840311810|4849814948236230660|1654096170168|1893196800000|29399926,61|false
4854600022840311810|4799430927405023237|1671120868517|1893196800000|25076536,31|false
4854600022840311810|4799430927405023237|1667218728297|1893196800000|11063076,13|false
4854600022840311810|4799430927405023237|1658110720139|1893196800000|3409863,59|false
4854600022840311810|4799430927405023237|1655661518397|1893196800000|295076,17|false
4845029873632149507|4867266396792291334|1668901395330|1893196800000|3895551,50|false
4845029873632149507|4867266396792291334|1669889618071|1893196800000|921441,61|false
4845029873632149507|4867266396792291334|1659161681182|1893196800000|1797045,77|false
4845029873632149507|4867266396792291334|1670975588627|1893196800000|23787486,97|false
4746232156806709253|4918213367576920072|1672370104258|1893196800000|1916656,60|false
4823637775402139654|4918213367576920072|1672339989197|1893196800000|4156055,19|false
4823637775402139654|4918213367576920072|1672436268889|1893196800000|33788366,58|false
4918494842553630734|4918494842553630732|1672472963450|1893196800000|5551314,02|false
4919339267483762705|4918494842553630732|1672436609640|1893196800000|2795766,19|false
4919339267483762705|4918494842553630732|1672480070307|1893196800000|1327432,46|false
4919057792507052047|4918494842553630732|1672439513772|1893196800000|3009255,47|false
4919339267483762705|4918494842553630732|1672394925795|1893196800000|59369,43|false
4910332068229021718|4671922762955096077|1670075867319|1893196800000|8024555,01|false
4902450768881123351|4687403886674182158|1669448960376|1671394915958|10647609,75|true
4902450768881123351|4687403886674182158|1667634412240|1671394915958|11042862,49|true
4718084659135643669|4687403886674182158|1627386461070|1893196800000|37648,40|false
4910332068229021718|4687403886674182158|1671944025157|1893196800000|838573,52|false
4851785273073205279|4780009154011987984|1659375912731|1663719136087|59098085,68|true
4811534351403581477|4863325747118342162|1660404249074|1666349618476|12180793,60|true
4834896774470565927|4863325747118342162|1660600998555|1893196800000|16740121,19|false
4811534351403581477|4863325747118342162|1666091353907|1666349618476|368231,77|true
4916524517716656172|4919339267483762707|1672513098900|1893196800000|3663670,13|false
4902169293904412714|4919339267483762707|1672471062527|1893196800000|12829972,51|false
4915117142833102889|4919339267483762707|1672409678459|1893196800000|15727153,56|false
4916524517716656172|4917650417623498772|1672296985103|1893196800000|12618280,53|false
4876273596047032363|4917650417623498772|1672212958823|1893196800000|1813126,46|false
4902169293904412714|4917650417623498772|1672061967743|1893196800000|2061650,75|false
4876273596047032363|4917650417623498772|1672255537456|1893196800000|45631445,35|false
4902169293904412714|4918494842553630742|1672414460823|1893196800000|20657238,49|false
4915117142833102889|4918494842553630742|1672179907966|1893196800000|3543475,42|false
4915117142833102889|4918494842553630742|1672186225961|1893196800000|275834,70|false
4916524517716656172|4918494842553630742|1672401195773|1893196800000|132658,36|false
4767905730013429816|4821667450565165080|1649443689773|1893196800000|11113954,47|false
4767905730013429816|4821667450565165080|1658564547370|1893196800000|18200452,63|false
4893725044603093049|4786201603499622425|1666328171661|1893196800000|31185767,09|false
4893725044603093049|4805904851869368346|1670224764654|1893196800000|3143930,49|false
4893725044603093049|4805904851869368346|1665011460060|1893196800000|6969677,93|false
4893725044603093049|4805904851869368346|1668482324376|1893196800000|5372559,78|false
4893725044603093049|4777757354198302747|1667152323486|1893196800000|5112566,96|false
4893725044603093049|4777757354198302747|1668098881832|1893196800000|202144,59|false
4893725044603093049|4798305027498180636|1668636004173|1893196800000|2247026,21|false
4893725044603093049|4798305027498180636|1664604613256|1893196800000|6166656,48|false
4917650417623498810|4907517318461915165|1672372794028|1893196800000|2765755,79|false
4917650417623498810|4907517318461915165|1672460660269|1893196800000|1872860,57|false
4917650417623498810|4907517318461915165|1672025949163|1893196800000|2261715,62|false
4917650417623498810|4907517318461915165|1672181491293|1893196800000|3146986,25|false
4839400374097936445|4782260953825673247|1662630607470|1893196800000|386503,07|false
4839400374097936445|4782260953825673247|1650257832906|1893196800000|156847,19|false
4839400374097936445|4782260953825673247|1655150668975|1893196800000|152819,92|false
4839400374097936445|4782260953825673247|1671122676055|1893196800000|230839,77|false
4869799671582687297|4834333824517144608|1667859241024|1893196800000|3975930,65|false
4916243042739945539|4879932770744270881|1671679953432|1893196800000|11035738,43|false
4916243042739945539|4879932770744270881|1672337720344|1893196800000|21328129,88|false
4916243042739945539|4879932770744270881|1671717312108|1893196800000|3250423,58|false
4868110821722423364|4879932770744270881|1663115603700|1893196800000|758743,13|false
4868110821722423364|4879932770744270881|1667967194339|1893196800000|1080836,57|false
4877118020977164357|4913428292972838946|1670733960409|1893196800000|14604,33|false
4877118020977164357|4913428292972838946|1671871440115|1893196800000|1624135,54|false
4844185448702017606|4675300462675623971|1659737090393|1893196800000|3896281,45|false
4844185448702017606|4675300462675623971|1660404144682|1893196800000|2755096,05|false
4844185448702017606|4648841814864822308|1659870441923|1893196800000|10828472,81|false
4844185448702017606|4648841814864822308|1662875153410|1893196800000|6594518,40|false
4844185448702017606|4648841814864822308|1649905478294|1893196800000|15234592,19|false
4844185448702017606|4648841814864822308|1664569828281|1893196800000|1293493,88|false
4844185448702017606|4648841814864822308|1655100606702|1893196800000|6572677,73|false
4886406695208616007|4809282551589896229|1670021968913|1893196800000|5774188,26|false
4732158407971176520|4809282551589896229|1663060285122|1893196800000|11024726,78|false
4732158407971176520|4809282551589896229|1657139862339|1893196800000|8183277,57|false
4886406695208616007|4816600900984373286|1671200290762|1893196800000|16125056,07|false
4886406695208616007|4816600900984373286|1666882184469|1893196800000|13813455,72|false
4870081146559397963|4840526274004779047|1657824953402|1664145304912|12067152,17|true
4870081146559397963|4840526274004779047|1658138138307|1664145304912|1667387,41|true
4873740321256636498|4725121533553410089|1668660356955|1893196800000|182388,90|false
4803653052055683153|4725121533553410089|1671184179779|1893196800000|1007411,86|false
4903013718834544724|4710203359787745322|1669290255313|1893196800000|9205685,89|false
4873740321256636498|4710203359787745322|1662407678179|1893196800000|8266849,97|false
4808719601636474963|4710203359787745322|1648567856308|1893196800000|3161472,03|false
4873740321256636498|4710203359787745322|1659480809622|1893196800000|3116979,50|false
4903013718834544724|4710203359787745322|1670691240481|1893196800000|261250,89|false
4873740321256636498|4710203359787745322|1659091570349|1893196800000|153065,71|false
4794082902847520853|4790986678103703595|1654886735906|1893196800000|8214871,02|false
4794082902847520853|4790986678103703595|1671463599800|1893196800000|1004783,43|false
4794082902847520853|4800556827311865900|1671737103860|1893196800000|3169934,46|false
4794082902847520853|4800556827311865900|1666199126607|1893196800000|5816879,53|false
4794082902847520853|4800556827311865900|1660407250108|1893196800000|630241,17|false
4794082902847520853|4800556827311865900|1661886752709|1893196800000|490642,74|false
4904984043671519318|4887532595115458606|1668364942637|1893196800000|4084104,81|false
4881058670651113559|4887532595115458606|1662758523448|1893196800000|2397930,21|false
4881058670651113559|4892317669719539759|1668180513349|1893196800000|19796010,79|false
4881058670651113559|4892317669719539759|1665098343392|1893196800000|7352267,76|false
4881058670651113559|4892317669719539759|1668975956353|1893196800000|486866,85|false
4881058670651113559|4872051471396372528|1662837027773|1893196800000|2114043,69|false
4881058670651113559|4872051471396372528|1661402420582|1893196800000|52093,97|false
4881058670651113559|4872051471396372528|1668513623234|1893196800000|35571,03|false
4904984043671519318|4872051471396372528|1670694012370|1893196800000|5766,77|false
4674174562768781400|4692751911231684657|1660653181294|1893196800000|866167,42|false
4674174562768781400|4692751911231684657|1663499157169|1893196800000|32240325,18|false
4674174562768781400|4692751911231684657|1658673514778|1893196800000|697587,26|false
4674174562768781400|4889502919952433202|1663497327113|1893196800000|11690571,64|false
4637301340819685466|4704855335230242867|1647668588315|1893196800000|63296337,31|false
4637301340819685466|4704855335230242867|1639657163317|1893196800000|25587180,82|false
4632797741192314969|4704855335230242867|1617716977738|1893196800000|24971345,27|false
4913991242926260326|4905265518648229941|1670918918780|1671517794575|1406592,63|true
4913991242926260326|4905265518648229941|1671299471228|1671517794575|6280210,33|true
4913991242926260326|4902169293904412726|1671442668944|1671517794575|2401317,18|true
4903295193811255399|4902169293904412726|1669794355426|1893196800000|268939,83|false
4892317669719539813|4902169293904412726|1669742608871|1893196800000|459432,33|false
4903295193811255399|4912302393065996343|1670636357677|1893196800000|1224483,49|false
4913991242926260326|4912302393065996343|1671515571297|1671517794575|12515320,95|true
4913991242926260326|4912302393065996343|1671003421435|1671517794575|2016557,78|true
4810971401450160232|4702040585463136313|1670038321992|1893196800000|15214590,91|false
4810971401450160232|4702040585463136313|1644596057785|1893196800000|31761794,00|false
4810971401450160232|4702040585463136313|1643534235409|1893196800000|2800165,24|false
4906672893531783273|4913709767949549626|1671846795010|1893196800000|259461,85|false
4855444447770443882|4913709767949549626|1672319892153|1893196800000|778706,06|false
4906672893531783273|4913709767949549626|1671194507608|1893196800000|136621,20|false
4758898530758688883|4713862534484983867|1627149558277|1893196800000|54759531,87|false
4758898530758688883|4713862534484983867|1634916621858|1893196800000|4652024,46|false
4758898530758688883|4713862534484983867|1655107890815|1893196800000|690238,96|false
4758898530758688883|4804778951962525756|1639926019570|1893196800000|1081195,10|false
4758898530758688883|4804778951962525756|1647367532970|1893196800000|18699173,80|false
4758898530758688883|4726810383413674045|1652600923737|1893196800000|21208465,90|false
4758898530758688883|4726810383413674045|1648729744436|1893196800000|579929,59|false
4758898530758688883|4726810383413674045|1664967281053|1893196800000|27592925,25|false
4758898530758688883|4757209680898424894|1653581052645|1893196800000|50097480,72|false
4758898530758688883|4757209680898424894|1656586441370|1893196800000|9313068,72|false
4758898530758688883|4757209680898424894|1655633670649|1893196800000|37668082,57|false
4758898530758688883|4757209680898424894|1630642264613|1893196800000|24140895,11|false
4914835667856392308|4904139618741387327|1671248915789|1672271904701|1276717,19|true
4914835667856392308|4904139618741387327|1671903899018|1672271904701|10527732,71|true
4914835667856392308|4904139618741387327|1671734815651|1672271904701|185579,01|true
4914835667856392308|4911739443112575041|1671445383117|1672271904701|18811872,97|true
4914835667856392308|4911739443112575041|1671480002238|1672271904701|9005365,86|true
4760587380618952821|4754676406108028994|1631747013978|1893196800000|7213531,22|false
4760587380618952821|4754676406108028994|1669085370289|1893196800000|4979948,63|false
4760587380618952821|4782823903779094595|1669551051668|1893196800000|4192701,31|false
4867547871769002103|4782823903779094595|1660538691052|1662412425113|55607842,53|true
4867547871769002103|4782823903779094595|1662226652206|1662412425113|3552038,94|true
4898228644230463606|4755520831038160964|1669507141296|1893196800000|68060906,78|false
4760587380618952821|4755520831038160964|1630595264112|1893196800000|37099254,96|false
4867547871769002103|4874021796233347141|1658604525263|1662412425113|19713818,78|true
4898791594183884920|4724558583599988806|1668415300317|1893196800000|6314018,27|false
4898791594183884920|4724558583599988806|1667279525314|1893196800000|14454415,46|false
4913709767949549691|4915680092786524232|1672009390321|1893196800000|38595985,50|false
4898791594183884922|4918494842553630793|1672278635853|1893196800000|10880981,09|false
4898791594183884922|4918494842553630793|1672330345478|1893196800000|4042705,35|false
4898791594183884922|4918494842553630793|1672418453789|1893196800000|72557,61|false
4913709767949549691|4918494842553630793|1672454647363|1893196800000|179265,33|false
4913709767949549691|4918494842553630793|1672141880429|1893196800000|2160805,85|false
4898791594183884922|4918494842553630793|1672436637419|1893196800000|90186,87|false
4898791594183884922|4908080268415336522|1669045673077|1893196800000|22212763,07|false
4800556827311865980|4889221444975722571|1669056921328|1893196800000|16573222,31|false
4800556827311865980|4889221444975722571|1671616080346|1893196800000|16368319,75|false
4900480444044148863|4879932770744270924|1667871199977|1893196800000|29623509,69|false
4900480444044148863|4892880619672961101|1668153086960|1893196800000|73636258,53|false
4910050593252311170|4915961567763234894|1671505671846|1893196800000|5415576,62|false
4910050593252311170|4915961567763234894|1672484675516|1893196800000|9251065,29|false
4910050593252311170|4915961567763234894|1671907485932|1893196800000|3075936,56|false
4910050593252311170|4903576668787966031|1671118826322|1893196800000|21040531,13|false
4910050593252311170|4917368942646788176|1672157174187|1893196800000|28762549,49|false
4910050593252311170|4917368942646788176|1672133132455|1893196800000|12023750,57|false
4910050593252311170|4917368942646788176|1671993250991|1893196800000|3681747,65|false
4910050593252311170|4917368942646788176|1672048047687|1893196800000|1383091,52|false
4910050593252311170|4917368942646788176|1672321268753|1893196800000|3025647,02|false
4871488521442951300|4908080268415336529|1670514541896|1893196800000|38881939,23|false
4871488521442951300|4908080268415336529|1671384416467|1893196800000|33399479,28|false
4908080268415336579|4908080268415336529|1670702957327|1893196800000|497979,11|false
4812378776333713542|4761994755502506066|1662794720470|1893196800000|6445565,37|false
4912020918089285765|4761994755502506066|1670735632845|1893196800000|39273754,39|false
4912020918089285765|4824763675308982355|1670275225758|1893196800000|1456891,71|false
4912020918089285765|4786764553453043796|1671419751291|1893196800000|33143156,97|false
4912020918089285765|4786764553453043796|1671321166014|1893196800000|3541837,27|false
4894287994556514440|4759742955688820822|1667658090920|1893196800000|33851134,96|false
4756928205921714311|4759742955688820822|1624645643167|1893196800000|3371905,19|false
4756928205921714311|4759742955688820822|1655671685053|1893196800000|30355657,50|false
4756928205921714311|4785075703592779863|1668144086077|1893196800000|13869434,12|false
4894287994556514440|4785075703592779863|1671435878894|1893196800000|4215919,86|false
4894287994556514440|4785075703592779863|1667754542870|1893196800000|19612751,01|false
4756928205921714311|4785075703592779863|1660186260680|1893196800000|852113,36|false
4785638653546201231|4787890453359886424|1636631332375|1893196800000|74868,45|false
4785638653546201231|4787890453359886424|1649819834631|1893196800000|29809,85|false
4785638653546201231|4787890453359886424|1661868348859|1893196800000|19944489,21|false
4785638653546201231|4851503798096494681|1670703735118|1893196800000|8139611,08|false
4785638653546201231|4851503798096494681|1653964945178|1893196800000|36530416,12|false
4809001076613185686|4881621620604534874|1667048008403|1893196800000|5133462,79|false
4809001076613185686|4881621620604534874|1672502462232|1893196800000|63053502,73|false
4809001076613185686|4881621620604534874|1670819988396|1893196800000|10034454,22|false
4809001076613185686|4881621620604534874|1668820958781|1893196800000|1306340,87|false
4809001076613185686|4668545063234568283|1646830963323|1893196800000|26432373,35|false
4829548749913063575|4826452525169246300|1644826286699|1893196800000|2878661,75|false
4829548749913063575|4826452525169246300|1660514750144|1893196800000|29698369,30|false
4829548749913063575|4826452525169246300|1647393926289|1893196800000|6096884,00|false
4829548749913063575|4826452525169246300|1662325930112|1893196800000|767232,88|false
4829548749913063575|4852348223026626653|1659483728056|1893196800000|5664645,60|false
4829548749913063575|4803934527032393822|1657137440212|1893196800000|40179071,52|false
4829548749913063575|4803934527032393822|1648188983689|1893196800000|5388432,21|false
4829548749913063575|4803934527032393822|1660704721219|1893196800000|2458748,28|false
4829548749913063575|4855725922747154527|1657178704446|1893196800000|75849474,77|false
4829548749913063575|4855725922747154527|1665129382523|1893196800000|225540,35|false
4829548749913063575|4855725922747154527|1671736800909|1893196800000|51439517,51|false
4840244799028068506|4837711524237672545|1655012171680|1893196800000|23901817,16|false
4776068504338038937|4801964202195419234|1662618759819|1893196800000|14127038,76|false
4776068504338038937|4801964202195419234|1658238443389|1893196800000|921973,27|false
4840244799028068506|4801964202195419234|1661610000978|1893196800000|66741401,62|false
4843059548795175069|4697818460812476515|1669093374539|1893196800000|46412721,80|false
4741165607225917598|4697818460812476515|1671368815359|1893196800000|1056888,43|false
4902169293904412831|4901324868974280805|1667305358093|1893196800000|9151352,71|false
4902169293904412831|4901324868974280805|1669032620232|1893196800000|10910675,11|false
4899917494090727585|4919339267483762790|1672390911949|1893196800000|12904663,45|false
4899917494090727585|4919339267483762790|1672405059668|1893196800000|7274380,25|false
4899917494090727585|4919339267483762790|1672456237389|1893196800000|316187,40|false
4899917494090727585|4913991242926260327|1672397338569|1893196800000|11401976,34|false
4899917494090727585|4913991242926260327|1671582848572|1893196800000|20219228,47|false
4899917494090727585|4913991242926260327|1671106787138|1893196800000|8987149,86|false
4899917494090727585|4913991242926260327|1672407915589|1893196800000|97582,42|false
4840807748981489828|4837148574284251240|1669710464046|1893196800000|30177808,83|false
4840807748981489828|4837148574284251240|1670896012125|1893196800000|759871,61|false
4840807748981489828|4837148574284251240|1655478002240|1893196800000|3908886,58|false
4840807748981489828|4837148574284251240|1660736429692|1893196800000|3755936,70|false
4840807748981489828|4837148574284251240|1670190992797|1893196800000|2631120,81|false
4886406695208616101|4879651295767560297|1669927436139|1893196800000|2443771,11|false
4886406695208616101|4879651295767560297|1667139071139|1893196800000|7701711,34|false
4886406695208616101|4906109943578361962|1668995713257|1893196800000|1459403,84|false
4886406695208616101|4906109943578361962|1668954836891|1893196800000|49204361,43|false
4886406695208616101|4906109943578361962|1671292757708|1893196800000|4332088,46|false
4751861656340922534|4913146817996128363|1672470269910|1893196800000|75265247,49|false
4751861656340922534|4913146817996128363|1670530101388|1893196800000|5159829,45|false
4824763675308982442|4906672893531783276|1669829925213|1893196800000|3349417,43|false
4824763675308982442|4906672893531783276|1669672475428|1893196800000|703768,03|false
4824763675308982442|4906672893531783276|1669468773627|1893196800000|131559,93|false
4824763675308982442|4906672893531783276|1672006561682|1893196800000|53915,59|false
4824763675308982442|4906672893531783276|1672095100775|1893196800000|979,11|false
4824763675308982442|4906672893531783276|1671343279491|1893196800000|1067922,18|false
4824763675308982442|4779446204058566765|1669906228101|1893196800000|17643581,77|false
4824763675308982442|4779446204058566765|1666848861156|1893196800000|1671997,82|false
4824763675308982442|4779446204058566765|1654187901539|1893196800000|1554552,81|false
4793519952894099630|4722869733739724910|1660374708256|1893196800000|25114410,27|false
4681492912163258544|4673893087792070767|1611647260853|1893196800000|11895492,37|false
4907235843485204655|4673893087792070767|1670375155011|1893196800000|7675835,42|false
4793519952894099630|4673893087792070767|1661667991545|1893196800000|1771949,55|false
4903858143764676785|4864170172048474225|1668417402331|1669126954972|9302615,84|true
4848407573352677556|4913146817996128370|1672170945433|1893196800000|763296,36|false
4917650417623498933|4919339267483762803|1672418752547|1893196800000|198050,63|false
4917650417623498933|4919339267483762803|1672467610931|1893196800000|774104,76|false
4917650417623498933|4919339267483762803|1672504076814|1893196800000|165990,90|false
4917650417623498933|4919339267483762803|1672423677162|1893196800000|44070,52|false
4917650417623498933|4919339267483762803|1672435134836|1893196800000|325734,86|false
4799993877358444728|4767905730013429876|1642643673183|1893196800000|25774656,54|false
4918776317530341559|4767905730013429876|1672418474705|1672518661624|268809,14|true
4918776317530341559|4767905730013429876|1672386717849|1672518661624|2219890,93|true
4799993877358444728|4767905730013429876|1666688433308|1893196800000|3635017,23|false
4915961567763235004|4915680092786524277|1671913331964|1893196800000|1469942,95|false
4916243042739945657|4915398617809813622|1672503764607|1893196800000|51618779,95|false
4915680092786524346|4915398617809813623|1671733611942|1893196800000|25748422,17|false
4915117142833103035|4915398617809813623|1671700579554|1893196800000|6698810,56|false
4869236721629266111|4904421093718098040|1668663515649|1893196800000|81002490,56|false
4869236721629266111|4904421093718098040|1670672886653|1893196800000|8254495,32|false
4869236721629266111|4904421093718098040|1669173401720|1893196800000|3930115,02|false
4869236721629266111|4904421093718098040|1669057624039|1893196800000|124051,85|false
4870925571489530049|4914272717902971001|1671313449143|1893196800000|26813978,30|false
4870925571489530049|4914272717902971001|1671947082758|1893196800000|12665957,16|false
4833770874563723458|4875147696140189819|1661553062632|1893196800000|112369,43|false
4912583868042707141|4751861656340922492|1672380117201|1893196800000|27573761,33|false
4912583868042707141|4751861656340922492|1671060620343|1893196800000|31478772,62|false
4912583868042707141|4763120655409348733|1671614940745|1893196800000|10748967,58|false
4750454281457369284|4763120655409348733|1649616438567|1893196800000|516186,09|false
4912583868042707141|4761994755502506110|1670641102682|1893196800000|480934,00|false
4750454281457369284|4761994755502506110|1626636838132|1893196800000|561402,53|false
4845311348608860358|4761994755502506110|1661165470508|1893196800000|2008660,45|false
4750454281457369284|4761994755502506110|1643051688527|1893196800000|10364750,15|false
4845311348608860358|4761994755502506110|1658117490419|1893196800000|18863162,26|false
4750454281457369284|4899917494090727551|1666854617650|1893196800000|10338339,26|false
4750454281457369284|4899917494090727551|1668582087454|1893196800000|7881237,27|false
4912020918089285835|4910050593252311168|1672290696460|1893196800000|1668230,60|false
4912020918089285837|4911176493159153794|1670670479374|1672252181618|1549728,68|true
4912020918089285837|4911176493159153794|1671346168931|1672252181618|875000,55|true
4913991242926260428|4911176493159153794|1672142123359|1893196800000|9309266,96|false
4705418285183664339|4685152086860497027|1628519767998|1893196800000|13553629,44|false
4711329259694588116|4685152086860497027|1648866542496|1893196800000|10811814,78|false
4705418285183664339|4685152086860497027|1656633690598|1893196800000|212051,65|false
4711329259694588116|4685152086860497027|1655979062962|1893196800000|69554,48|false
4711329259694588116|4685152086860497027|1658496683235|1893196800000|557,01|false
4711329259694588116|4773816704524353668|1658504532834|1893196800000|6742796,19|false
4705418285183664339|4847000198469124229|1664323470142|1893196800000|25774878,37|false
4705418285183664339|4847000198469124229|1663442425849|1893196800000|12408902,37|false
