fromId|toId|createTime|relation
26388279097874|24189255823445|1664139719319|parents
51250|17592186086239|1652067942396|friends
8796093093458|26388279138104|1672511121850|business associate
8796093093458|8796093033497|1626252761046|parents
28587302323427|26388279128405|1671872361155|business associate
10995116319011|4398046512967|1647970556128|siblings
10995116319011|6597069788460|1660273152547|friends
6597069817907|13194139595387|1671015600456|other relatives
2199023286804|17592186066913|1665311875834|siblings
15393162830116|30786325619196|1670821088505|siblings
51252|12071|1658187702255|business associate
24189255872324|8796093034517|1672060697821|parents
13194139604564|51289|1640177923963|friends
15393162820117|6597069838063|1650506208775|friends
28587302373429|21990232577465|1672336573169|siblings
28587302373429|4398046532508|1667533122643|friends
30786325588982|28587302324125|1670165902899|business associate
30786325588982|4398046572511|1671118936357|siblings
13194139554566|24189255853396|1654350310618|friends
13194139554566|15393162840387|1632460724107|friends
28587302353430|28587302324098|1669352632367|parents
28587302353430|10995116319051|1668236431697|friends
28587302373430|10995116340173|1667831660942|parents
10995116349014|6597069799043|1640216927750|business associate
10995116349014|17592186066000|1647078246097|parents
4398046512359|24189255883191|1656700365829|parents
4398046512359|26388279088536|1662764769761|friends
2199023276807|8796093033477|1622535151277|other relatives
2199023276807|8796093074387|1659421316585|friends
28587302353431|6597069828068|1670546031019|friends
15393162830119|13194139584962|1652759602149|siblings
15393162830119|21990232617126|1670942020058|business associate
17592186115671|2199023257902|1655599886562|business associate
17592186115671|17592186106291|1670601284015|siblings
2199023256808|31420|1671863767840|friends
21990232586776|4398046542848|1668878256087|siblings
10995116299017|30786325589314|1670845494074|friends
21990232606777|26388279107976|1665197691858|other relatives
21990232606777|30786325609987|1672085125278|siblings
26388279067883|19791209321572|1671597077294|siblings
26388279067883|72426|1665354300596|siblings
15393162800123|26388279108706|1660277327290|siblings
8796093043467|8796093073892|1666145684487|business associate
8796093043467|26388279077966|1660717305036|siblings
10995116309019|2199023306986|1651982766651|siblings
21990232576780|26388279067948|1669930993239|business associate
10995116309020|28587302363953|1671774465178|friends
10995116309020|4398046513590|1669994695980|other relatives
15393162830124|26388279108436|1670009877985|other relatives
71260|15393162841033|1648472098295|parents
71260|28587302363607|1669594791988|parents
2199023276813|26388279118165|1672457744682|friends
10995116319021|4398046552813|1660499842382|friends
10995116319021|4398046582860|1666056856945|siblings
28587302373437|4398046512671|1670850938240|siblings
15393162860125|13194139545230|1667076759557|siblings
15393162860125|17592186106085|1653890654280|siblings
26388279067886|15393162841142|1670094082806|friends
26388279067886|24189255813385|1672363805538|other relatives
28587302373438|26388279108984|1669532977453|business associate
61262|21990232557220|1660059144762|business associate
2199023256815|8796093094226|1668881828480|siblings
26388279127887|61935|1666100689882|parents
26388279127887|21990232587855|1667677161322|business associate
15393162860127|24189255872896|1670687270063|friends
19791209311232|6597069808155|1652876117592|other relatives
19791209311232|17592186086654|1649420605537|other relatives
4398046532368|19791209321782|1647037538736|business associate
4398046532368|19791209312451|1659130547260|friends
4398046542368|28587302323492|1670186750149|siblings
6597069817920|24189255842804|1671920014097|other relatives
17592186045681|21990232597734|1671145201394|friends
2199023276817|4398046582680|1622633496090|siblings
28587302333442|13194139554694|1671083584163|siblings
8796093053474|26388279089064|1667082876532|siblings
8796093053474|26388279138384|1662703782743|friends
24189255852338|15393162791013|1671992611130|other relatives
24189255852338|13194139564778|1668419123142|friends
4398046582370|2199023267677|1646454084890|friends
4398046582370|8796093074682|1650866695153|parents
13194139594579|19791209302179|1668024017533|parents
13194139594579|21990232577465|1664014713884|friends
10995116299028|10995116290040|1632314685197|business associate
10995116299028|10995116319598|1646968104913|siblings
2199023286820|51810|1649072031207|parents
2199023286820|10995116329518|1650146407239|friends
17592186085684|24189255843119|1655649236373|friends
26388279107893|24189255882908|1662780375789|business associate
26388279107893|4398046582948|1670746704170|friends
24189255872341|6597069788007|1671052881317|friends
28587302393445|26388279078451|1669593827993|business associate
