fromId|toId|createTime|relation
19791209319968|4398046511274|1669279211639|parents
30000|19791209340711|1667365914409|parents
60000|28587302373179|1668150321945|friends
60000|24189255881877|1660829073348|siblings
19791209369968|21990232585959|1670098874047|siblings
19791209369968|13194139583443|1647825831194|parents
26388279066625|2199023286113|1670146743852|friends
26388279066625|13194139544532|1662374183354|parents
15393162798865|6597069837745|1647455186639|other relatives
15393162798865|6597069827012|1667190075008|business associate
10995116317761|17592186094550|1658611867191|parents
10995116317761|50334|1656757066494|friends
2199023315553|26388279077558|1666236388532|friends
2199023315553|17592186104948|1650973416642|business associate
19791209369969|8796093092344|1650909948330|friends
19791209369969|28587302363281|1666177201411|other relatives
24189255821074|40010|1672462055472|friends
24189255821074|15393162819848|1654596873298|parents
28587302362178|24189255821977|1671954468494|friends
21990232625522|6597069767571|1655264963379|parents
21990232625522|21990232626662|1646519619924|other relatives
26388279066627|24189255811683|1664232655736|parents
26388279066627|28587302362741|1668691856562|friends
8796093032211|30243|1606531723670|other relatives
8796093052211|13194139573893|1624670119603|friends
8796093052211|28587302362333|1667678917125|parents
30786325617731|70437|1669885997342|friends
30786325617731|28587302343161|1670356559914|business associate
15393162858867|13194139573898|1631066739654|business associate
26388279086628|2199023325579|1663774035933|siblings
26388279086628|11218|1668061251814|parents
10995116307764|50655|1647897200250|parents
10995116307764|6597069816910|1629387193407|siblings
13194139573316|4398046541402|1622795683631|parents
13194139573316|13194139553512|1668348642373|business associate
8796093072212|10995116338492|1631951940526|business associate
28587302392180|2199023306567|1669254822607|business associate
6597069806661|15393162839570|1668101008794|parents
6597069806661|28587302343168|1665400886234|parents
26388279136629|10995116308089|1659793019732|other relatives
26388279136629|13194139533432|1667949269445|friends
8796093022214|28587302392472|1666942828026|siblings
8796093022214|2199023286121|1623518144258|friends
20006|21990232576236|1669010916494|siblings
20006|24189255871221|1660461160313|other relatives
2199023295558|15393162819325|1642632652291|parents
2199023295558|13194139553571|1641652840420|business associate
28587302382182|6597069767823|1669297881282|siblings
28587302382182|264|1671935432262|parents
4398046581110|6597069826913|1612440636632|other relatives
4398046581110|10995116348174|1622416451925|business associate
28587302332183|15393162838973|1667610350656|parents
28587302332183|1052|1666819179995|friends
8796093042215|21990232616725|1656875906436|friends
19791209339975|70900|1654613355829|friends
19791209339975|8796093022410|1668085442660|siblings
26388279116631|26388279067075|1671019652602|friends
10995116347767|11217|1650158484503|other relatives
10995116347767|8796093092850|1627220411773|friends
2199023255560|26388279097842|1670167412045|other relatives
2199023255560|4398046541402|1611662170204|parents
10008|17592186084514|1655678755388|other relatives
15393162838872|2199023265565|1641725388301|siblings
26388279126632|8796093042865|1670361939083|friends
6597069836664|19791209300894|1668541066663|friends
17592186084425|17592186095230|1636438296774|siblings
8796093022218|30786325608159|1672439309912|parents
8796093022218|13194139593526|1659124283248|business associate
10995116307770|60544|1665361977760|other relatives
40010|17592186104555|1652007170967|other relatives
2199023315562|21990232575862|1672430805585|friends
2199023315562|10995116278769|1638571532796|business associate
24189255811083|30786325587910|1671034877567|friends
2199023275563|19791209371036|1648232110518|parents
2199023275563|60840|1644153823636|siblings
6597069826667|10995116318082|1633686286612|friends
17592186054428|8796093032495|1661867820683|friends
13194139593324|61082|1668562746992|friends
21990232555533|4398046581620|1668439720926|siblings
21990232555533|15393162829516|1649670686245|other relatives
19791209329981|19791209330126|1648167291946|parents
21990232605533|17592186094887|1664750276072|business associate
21990232605533|50639|1668702444548|siblings
21990232615533|28587302372384|1669025889614|siblings
19791209309982|17592186055404|1639044601576|business associate
19791209309982|26388279067518|1666913967747|friends
4398046541118|17592186094889|1639466209679|siblings
4398046541118|26388279096654|1668022425850|business associate
15393162838878|4398046562216|1671837687852|other relatives
15393162838878|8796093032988|1642530703174|friends
30786325647742|28587302393078|1669404888807|business associate
30786325647742|21990232595817|1669738884601|parents
30786325597743|15393162829322|1672212431658|friends
28587302352191|6597069787095|1671019461697|siblings
8796093062223|24189255852061|1654903851627|friends
4398046511120|17592186074506|1657770207816|business associate
19791209359984|21990232605764|1664694725731|friends
24189255881088|26388279126776|1670880019679|parents
24189255841089|15393162839439|1664821650451|parents
19791209349985|28587302352472|1670606601865|parents
13194139563330|2199023256119|1664708260393|business associate
13194139563330|30786325627923|1671197838771|friends
8796093062226|15393162859903|1634012956106|other relatives
15393162808883|15393162838945|1632921300576|business associate
15393162808883|26388279097582|1663014526149|siblings
24189255851091|26388279097007|1664311651212|business associate
24189255851091|8796093052499|1667415178109|parents
24189255861091|24189255821734|1661163325956|other relatives
24189255861091|26388279067335|1668421468369|friends
28587302322196|30786325608973|1671993783483|friends
28587302372196|10995116297976|1671472053150|siblings
13194139603332|17592186095256|1650376107586|parents
28587302332197|13194139553724|1672147675045|friends
28587302332197|26388279116876|1665688344104|siblings
20021|8796093072807|1629853197716|siblings
19791209349989|10995116328704|1644764856641|business associate
10995116347781|21990232615805|1661094262632|business associate
10995116287782|2199023265632|1641031716876|siblings
50022|8796093043244|1639252028273|parents
