fromId|toId|createTime|relation
15393162795114|26388279144059|1660582840796|siblings
15393162795114|4398046557365|1659262236097|other relatives
19791209366218|26684|1651929757671|business associate
4398046517355|2199023262980|1601272073799|parents
4398046517355|15393162815677|1649300505974|friends
13194139549563|2199023312752|1657932158908|friends
13194139549563|21990232622751|1645240711833|parents
30786325633979|24189255848158|1671697296665|friends
30786325633979|19791209327183|1672386522370|other relatives
4398046587355|26388279083789|1672426587979|siblings
6252|10995116354738|1669089407494|business associate
6252|13194139610224|1650793902749|friends
15393162825116|36343|1658160684929|other relatives
15393162825116|6597069773726|1641106457558|other relatives
24189255877324|24189255857750|1668658901969|siblings
24189255877324|24189255838333|1660082042198|friends
6597069792909|19791209326715|1670251357438|parents
26388279122877|19791209376244|1671032045357|other relatives
26388279122877|2199023272304|1664545838755|parents
2199023321805|24189255828324|1669718574204|parents
4398046517358|15393162835152|1651936350717|business associate
15393162805118|17592186100811|1648486048889|other relatives
15393162805118|26388279073475|1669216754668|other relatives
46254|13194139579731|1632093588201|friends
46254|6597069783501|1617710959580|parents
28587302328431|26675|1666914199071|parents
28587302328431|17592186091313|1670919907280|business associate
15393162815119|10995116354590|1655443335370|friends
36255|13194139570276|1642465102600|siblings
21990232601775|21990232562810|1670122919444|parents
21990232601775|6597069782992|1668240794403|other relatives
16256|46661|1590849892231|parents
16256|13194139590631|1652776764781|other relatives
21990232611776|2199023272943|1671760630523|business associate
28587302388432|10995116314973|1670601022771|friends
28587302388432|28587302389554|1669725848999|friends
30786325653984|8796093048576|1671862638415|friends
19791209306225|26388279142941|1658264645088|friends
28587302338433|15393162806310|1665159157058|other relatives
4398046537361|8796093038912|1625489599895|parents
4398046537361|30786325624838|1672144916605|parents
4398046557361|28587302359357|1666560038194|parents
8796093038466|19791209366451|1659576111676|other relatives
24189255837330|24189255867991|1664891769946|siblings
2199023311810|8796093078900|1631020779600|parents
2199023311810|10995116345034|1618791128332|friends
2199023311811|47056|1645572833317|business associate
2199023311811|10995116304390|1653121147793|business associate
10995116284020|4398046567860|1622672335060|business associate
19791209326228|24189255848271|1662211519523|friends
10995116314020|6597069823521|1649525057008|friends
10995116314020|13194139589787|1625898532425|business associate
17592186100676|17592186051255|1643994293826|friends
26388279132884|19791209356547|1671062834804|parents
26388279132884|13194139610499|1661637523488|parents
13194139609572|26388279073363|1672106534709|siblings
28587302338437|13194139570194|1666440964359|siblings
28587302338437|19791209346830|1669435178894|friends
4398046537365|10995116314253|1667516138286|other relatives
4398046537365|8796093099136|1636671715609|parents
4398046557365|4398046547616|1625294854386|friends
4398046557365|24189255847478|1655717793262|business associate
19791209376229|10995116314548|1643676554873|friends
26388279092886|6597069833321|1656969619894|business associate
26388279092886|26787|1660854731736|siblings
15393162825126|56620|1646139438445|business associate
15393162825126|10995116334726|1641180443683|business associate
28587302388438|30786325594690|1672433894060|other relatives
28587302388438|6943|1671425226214|business associate
26388279072887|19791209366782|1659962422216|parents
26388279112887|28587302338557|1666881048915|friends
26388279112887|10995116324914|1661908431755|friends
26388279122887|8796093048790|1670495077755|friends
26388279122887|24189255877575|1668476321011|parents
24189255887335|6597069803450|1670925988935|siblings
21990232561784|15393162805246|1654083715783|business associate
6597069782920|30786325594824|1671742683840|other relatives
26388279102888|26388279072919|1666847830037|siblings
6597069812920|17592186101842|1643970252881|parents
2199023311816|26388279143548|1670670530614|friends
2199023261817|19791209316301|1642339086656|parents
26265|19791209317352|1642995253774|friends
26265|10995116324220|1647017745827|parents
10995116314025|13194139610419|1671270395655|friends
