fromId|toId|createTime|relation
13194139538312|10995116342992|1669253701755|friends
13194139538312|24189255856253|1657535609186|friends
15000|28587302397588|1666260381950|other relatives
8796093077208|15393162854558|1647051662524|friends
15001|19791209375438|1667898765062|friends
24189255846073|2199023270565|1665304447359|parents
10995116332761|13194139609300|1641339461571|parents
15393162863865|66230|1633403939308|parents
15393162863865|8796093088015|1650475833886|parents
21990232560522|26388279102677|1666662281850|business associate
21990232560522|24189255856908|1655121428492|siblings
17592186079418|26388279112812|1668793268504|business associate
17592186079418|4398046516298|1671732024951|business associate
24189255856074|26388279072819|1666132353597|parents
24189255856074|8796093048328|1655513581498|friends
2199023320554|28587302367432|1667456480739|other relatives
2199023320554|10995116333818|1643578436635|other relatives
8796093027211|10995116322819|1643965732772|business associate
4398046546107|4398046576436|1601379004466|siblings
15393162843867|13194139578705|1654479505446|friends
15393162843867|19791209335477|1666927519944|friends
2199023320555|10995116293931|1654789806531|business associate
2199023320555|2199023320554|1657502250193|business associate
26388279081628|35525|1656906328176|business associate
2199023280556|28587302358018|1669909847269|parents
8796093057212|24189255887034|1665050319653|other relatives
21990232570525|15879|1667485877432|siblings
21990232570525|28587302397928|1672288137165|parents
8796093067213|2199023270923|1662586957555|parents
8796093067213|4398046527009|1669886049573|siblings
19791209364973|8796093087655|1671177301464|friends
24189255836078|4398046546814|1656597698055|parents
24189255836078|28587302347400|1665394590132|siblings
24189255856078|10995116343573|1666562231076|business associate
6597069821662|28587302338169|1672348112004|siblings
28587302387182|6597069781773|1666690752997|siblings
28587302387182|26388279132421|1668998328825|siblings
6597069791663|10995116293888|1672368806669|friends
15393162833871|24189255816795|1655525696338|business associate
8796093077215|30786325593157|1672517005080|business associate
8796093077215|24189255857125|1670025654887|parents
13194139548320|13194139598707|1632416774243|friends
6597069831664|2199023291376|1658277496810|business associate
6597069831664|28587302388013|1670486153517|business associate
75008|13194139588719|1661082440692|parents
75008|21990232560682|1667856100056|parents
15393162793873|2199023281090|1634246864217|siblings
6597069791665|2199023271657|1663994174510|parents
6597069791665|24189255816280|1667682364081|siblings
28587302357185|6597069812399|1672008150017|friends
28587302357185|5393|1669263924694|other relatives
24189255856081|15393162843907|1658764843936|other relatives
24189255856081|56181|1661925624195|parents
8796093047218|8796093067780|1634435117117|siblings
17592186109426|2199023310823|1669221584205|other relatives
17592186109426|13194139598334|1652766226284|siblings
30786325652738|28587302388295|1671477316947|siblings
19791209344979|28587302337977|1668673451835|friends
2199023310563|30786325603801|1670756705419|parents
28587302327188|28587302387962|1671694759111|other relatives
10995116332772|2199023320662|1667118236298|parents
24189255876085|15393162794600|1659153440823|other relatives
24189255876085|21990232621635|1658580984155|friends
2199023260566|21990232621757|1662878504495|friends
4398046536118|8796093078096|1637287052818|parents
4398046536118|30786325652869|1672133430459|friends
17592186099430|10995116332919|1655824922219|business associate
17592186099430|4398046566466|1664927034132|business associate
10995116352774|13194139578316|1646538636498|business associate
10995116352774|6597069822294|1629528121040|parents
19791209304983|76240|1669806037705|other relatives
6597069801671|26388279072117|1672393874263|parents
65015|17592186080059|1638100828620|friends
65015|4398046546838|1617944377982|parents
5016|13194139608506|1672034474498|business associate
25016|21990232621257|1653417960296|friends
25016|2199023290786|1659459900110|business associate
10995116312776|2199023291463|1633447093474|other relatives
10995116312776|6597069792018|1633327440355|friends
30786325652744|15393162863966|1669539879882|parents
30786325652744|26388279122154|1671515702901|friends
21990232570537|24189255846982|1662340819305|friends
21990232570537|13194139608925|1661325997421|parents
19791209344985|26388279072102|1668880180217|business associate
19791209344985|24189255816144|1657162538561|siblings
17592186049434|13194139598458|1652516527378|siblings
17592186049434|21990232621494|1662321033491|other relatives
4398046536122|66006|1655122482419|other relatives
13194139568330|8796093048293|1633876759006|parents
13194139568330|30786325653748|1670345133255|other relatives
30786325632746|10995116293610|1670918960169|parents
13194139568331|2199023311422|1637173783816|parents
21990232600539|15393162854925|1655877223591|siblings
19791209364987|21990232591100|1667554342249|business associate
26388279071644|19791209376025|1670593476404|friends
2199023270572|21990232591705|1655347433835|friends
2199023270572|2199023301662|1636209134247|other relatives
13194139568332|4398046536740|1668105921979|other relatives
19791209374988|10995116353412|1668190931572|other relatives
35021|19791209365815|1641368924238|business associate
4398046566125|24189255876207|1661928468057|business associate
17592186069438|19791209325541|1653191578973|friends
17592186069438|15393162814247|1646229008558|parents
13194139598334|19791209365848|1652700177084|parents
8796093097230|13194139598845|1636021138755|business associate
8796093097230|2199023261626|1613511523649|parents
15393162803887|4398046526778|1672206856789|business associate
10995116332783|6597069772853|1626316945984|business associate
10995116332783|24189255866640|1662417382489|business associate
17592186049440|2199023291251|1640726029347|other relatives
17592186049440|30786325632856|1670188817550|friends
4398046526128|6597069772312|1656725700072|business associate
4398046526128|28587302388014|1670155277102|friends
28587302347200|26388279142194|1669908893612|siblings
26388279141649|13194139598691|1661353431222|friends
26388279141649|8796093057807|1658937425795|parents
17592186049442|13194139548599|1654198650475|friends
17592186049442|10995116313598|1634321690093|parents
13194139548338|15393162824524|1632308469773|siblings
13194139548338|8796093088435|1650962401790|friends
28587302357202|45439|1669135191334|business associate
28587302357202|21990232561627|1671726645316|siblings
26388279111650|21990232561322|1667136081466|friends
15393162863890|19791209375012|1652672457696|business associate
15393162863890|19791209345156|1644750742482|friends
19791209304995|65340|1641004990671|siblings
19791209304995|13194139599172|1649563483389|friends
28587302357203|24189255877297|1671998887178|business associate
30786325652755|24189255826348|1670648635305|parents
17592186089444|26388279112839|1665617632493|siblings
17592186119444|19791209345777|1639880278334|other relatives
19791209314997|15393162863966|1652731220940|friends
28587302347205|2199023330639|1665721907251|parents
17592186089445|21990232591324|1671004531193|siblings
4398046566133|6597069801750|1644778887715|friends
21990232570550|6597069841854|1647860780558|parents
4398046566134|10995116293901|1665169419927|friends
4398046566134|8796093027655|1647145126525|other relatives
13194139548343|6597069841928|1636577436814|friends
13194139548343|10995116352905|1668704704069|friends
8796093047239|8796093028327|1623378547281|siblings
21990232590551|17592186100338|1656380657408|friends
24189255886103|6597069782660|1661084144995|friends
