id|createTime|type|isBlocked|lastLogin|riskLevel
39582418649936|1639090980660|MAC|false|1662516958566|High risk
13194139583313|1601001029085|PHONE|false|1639851062216|Severe risk
4398046561106|1587272138999|WIFI|false|1588283022098|Minimal risk
8796093072211|1593032204882|ATM|false|1617502199903|Moderate risk
30786325627732|1628086331289|QRCode|false|1668444557455|Very high risk
30786325627733|1625014820338|IPv4|false|1644701817558|Severe risk
26388279116630|1618319341629|PHONE|false|1655933925570|Extreme risk
39582418649943|1637464668442|IPv4|false|1642493856581|Very high risk
48378511672152|1653277215556|IPv4|false|1671193053830|Low risk
43980465161049|1646544676098|PHONE|false|1662150025980|Minimal risk
21990232605530|1614642976484|POS|false|1662132011360|Very high risk
48378511672155|1650681910984|WIFI|false|1665283118238|Severe risk
61572651205468|1669730095658|IPv6|false|1671406109156|High risk
26388279116637|1623138463463|IPv6|false|1661723913119|Low risk
57174604694366|1668283187703|ATM|false|1671444745193|Very high risk
48378511672159|1654678652111|IPv4|false|1668410241747|Critical risk
50016|1583694137671|IPv6|false|1595040509057|Moderate risk
13194139583329|1598912042065|MAC|false|1641145754654|Very high risk
50018|1581839365866|IPv6|false|1596343776655|Very high risk
4398046561123|1586434083897|RFID|false|1624034489837|Significant risk
57174604694372|1669241402969|IPv4|false|1671941196026|Very high risk
35184372138853|1634496142865|QRCode|false|1651064628336|High risk
8796093072230|1594915701061|IPv4|true|1647651378966|Significant risk
13194139583335|1597508838110|RFID|false|1657982215043|Extreme risk
13194139583336|1601816330939|MAC|false|1606000577108|High risk
4398046561129|1590431437088|IPv4|false|1590877131727|Low risk
43980465161066|1649220536515|PHONE|false|1662708081980|Severe risk
17592186094443|1605021517567|PHONE|false|1648346977126|Critical risk
26388279116652|1617915610615|NFC|false|1669188039644|Significant risk
61572651205485|1671471830331|PHONE|false|1671773720659|Minimal risk
35184372138862|1635165111706|POS|false|1669559457103|Low risk
43980465161071|1647356498285|QRCode|true|1657721160188|Critical risk
52776558183280|1656241191729|IPv6|false|1668856504093|Very high risk
61572651205489|1670531119020|IPv6|false|1672084157941|Significant risk
30786325627762|1624309389310|MAC|true|1629336844629|Very high risk
39582418649971|1642546170851|NFC|false|1668970033865|Minimal risk
61572651205492|1670138828216|ATM|false|1671946683181|Severe risk
13194139583349|1602836042893|PHONE|false|1658626221950|Low risk
17592186094454|1609955123556|IPv6|false|1634017422542|Very high risk
8796093072247|1592402282816|NFC|false|1660573131505|Low risk
35184372138872|1636048279599|MAC|false|1644394314533|Extreme risk
52776558183289|1658848616882|POS|false|1668993319707|Moderate risk
30786325627770|1627673995378|MAC|false|1630332836869|Low risk
48378511672187|1651702506808|ATM|false|1657099378965|Moderate risk
50044|1583456932995|NFC|false|1622533468422|Severe risk
17592186094461|1605518090910|IPv4|false|1665493220113|Extreme risk
21990232605566|1615499933066|ATM|false|1663105410559|Critical risk
52776558183295|1660122621128|ATM|false|1664830151759|Very high risk
26388279116672|1621275879208|RFID|false|1625276164547|Low risk
39582418649985|1637949194872|IPv4|false|1669887178446|Moderate risk
4398046561154|1586879198265|MAC|true|1616064953526|Minimal risk
26388279116675|1620447415740|IPv4|false|1633239518192|High risk
21990232605572|1611617580475|NFC|false|1651677766472|Minimal risk
13194139583365|1599020396561|WIFI|false|1647993123261|Minimal risk
17592186094470|1609456292622|IPv6|false|1665758256544|High risk
57174604694407|1665980840493|ATM|false|1670995413599|Low risk
43980465161096|1643840713201|ATM|true|1659324656756|Critical risk
30786325627785|1624178510006|IPv6|false|1633575652987|Critical risk
8796093072266|1591848625947|POS|true|1621977308427|Low risk
57174604694411|1667753835470|ATM|false|1668703205378|Severe risk
35184372138892|1634304674950|RFID|false|1651698223121|Extreme risk
26388279116685|1621835190340|RFID|false|1650049111151|Moderate risk
48378511672206|1653006541480|IPv4|false|1663661992601|Minimal risk
50063|1579904559024|IPv4|false|1654824190246|Low risk
39582418650000|1636927474243|QRCode|false|1653465595461|Significant risk
35184372138897|1630291393034|IPv4|true|1656209536029|High risk
57174604694418|1664958203850|ATM|false|1666414469742|Moderate risk
39582418650003|1636814761499|IPv4|false|1655939595198|Severe risk
50068|1580788847857|IPv6|false|1637474604545|High risk
30786325627797|1629204656763|NFC|false|1660821623161|Minimal risk
52776558183318|1658113680834|IPv4|false|1661459596206|Extreme risk
21990232605591|1617031192966|POS|false|1643268836439|Moderate risk
21990232605592|1611687692728|NFC|false|1612525725509|Extreme risk
48378511672217|1652673061423|ATM|false|1669662040698|Severe risk
17592186094490|1606132674594|WIFI|false|1630167541960|Moderate risk
26388279116699|1618320341492|IPv4|true|1661206384485|High risk
4398046561180|1588365382404|ATM|false|1636451403791|Severe risk
50077|1582599264390|IPv4|false|1646954996189|Minimal risk
8796093072286|1596140003783|QRCode|false|1659812900139|Critical risk
8796093072287|1592681921586|IPv6|false|1632041941533|Very high risk
48378511672224|1650289020352|IPv6|false|1663326046294|Very high risk
21990232605601|1613114625573|IPv4|false|1636706975530|Extreme risk
8796093072290|1596890214920|IPv6|false|1649066532778|Very high risk
39582418650019|1640494782727|WIFI|false|1642246669163|Minimal risk
8796093072292|1591151941734|IPv4|false|1596238216741|Very high risk
4398046561189|1588629750679|IPv6|false|1640923378505|Minimal risk
35184372138918|1632583987123|IPv6|false|1638990847021|Significant risk
50087|1577863592625|NFC|false|1632255500508|Very high risk
21990232605608|1612112867927|NFC|false|1665816624491|Significant risk
8796093072297|1592861634490|IPv4|false|1624250947342|Low risk
26388279116714|1619510668917|PHONE|false|1669332258695|Minimal risk
