id|createTime|type|isBlocked|lastLogin|riskLevel
4398046571104|1589127541533|IPv6|false|1610569218783|High risk
52776558193249|1662722591844|ATM|false|1667068862253|Minimal risk
21990232615522|1615543336541|ATM|false|1637708497692|Low risk
26388279126627|1618909300240|IPv4|false|1642110053069|Moderate risk
26388279126628|1622794063077|POS|false|1667595774025|Moderate risk
13194139593317|1600128412807|QRCode|false|1664076312629|Extreme risk
4398046571110|1588814072272|IPv4|false|1591957121245|Critical risk
43980465171047|1647693329324|IPv6|false|1671778386737|High risk
60008|1580724168527|IPv6|true|1643857381216|High risk
39582418659945|1640485201612|PHONE|false|1666622423954|Severe risk
48378511682154|1654915580845|MAC|false|1665209885715|Moderate risk
4398046571115|1584777521920|PHONE|false|1621941651282|Moderate risk
57174604704364|1669210261782|MAC|false|1672501879720|Significant risk
43980465171053|1645375001229|NFC|false|1649872779307|Severe risk
4398046571118|1590693787194|RFID|false|1617296859679|Minimal risk
17592186104431|1609928226077|WIFI|false|1655227260866|Significant risk
4398046571120|1589726598868|POS|false|1642676288000|Moderate risk
8796093082225|1593803290049|ATM|false|1605935854561|Severe risk
30786325637746|1623602667111|IPv4|false|1656301868561|Very high risk
35184372148851|1635390585137|PHONE|false|1654794343504|Low risk
30786325637748|1627774959845|QRCode|false|1659660599085|Very high risk
30786325637749|1629525120812|PHONE|false|1661627596860|Critical risk
21990232615542|1612132026912|IPv4|false|1613645465662|High risk
43980465171063|1645101049953|POS|false|1659775434932|Moderate risk
17592186104440|1606590691874|NFC|false|1626185698785|Significant risk
60025|1579528870163|IPv4|false|1633252126831|Very high risk
26388279126650|1618411449201|WIFI|false|1625614685069|Moderate risk
60027|1583344812933|WIFI|false|1590862955749|Very high risk
35184372148860|1635726077129|PHONE|true|1639157210715|Severe risk
52776558193277|1658756518974|ATM|false|1671181583556|Low risk
61572651215486|1671036408556|POS|false|1671821401110|Extreme risk
43980465171071|1649630350071|NFC|false|1659398913315|High risk
48378511682176|1650845036505|WIFI|false|1658184768430|Very high risk
43980465171073|1646679320300|QRCode|false|1657600486390|Moderate risk
39582418659970|1639320701374|RFID|false|1654056005242|Very high risk
