id|createTime|type|isBlocked|lastLogin|riskLevel
26388279076624|1618171950702|PHONE|false|1650886052587|Moderate risk
61572651165457|1670458254197|MAC|false|1672231042911|Critical risk
48378511632146|1650123524512|POS|false|1651650847561|Moderate risk
39582418609939|1641189010876|QRCode|false|1658610128774|Critical risk
4398046521108|1588216988143|QRCode|false|1653719633107|Extreme risk
30786325587733|1627979269028|ATM|true|1644616170480|Significant risk
30786325587734|1624041022422|MAC|false|1638276086443|Very high risk
8796093032215|1593083060236|WIFI|false|1625368084829|High risk
39582418609944|1637522588654|WIFI|false|1645665339205|Very high risk
17592186054425|1606709315215|WIFI|false|1643990037333|Extreme risk
17592186054426|1604550144371|ATM|false|1663447490654|Severe risk
48378511632155|1651018747180|POS|false|1657251266425|Very high risk
61572651165468|1670120353138|WIFI|false|1670326889952|Very high risk
35184372098845|1636374871257|IPv4|false|1671689621723|Low risk
30786325587742|1626917039707|ATM|false|1653037468210|Low risk
13194139543327|1602347154532|ATM|false|1668064548186|Critical risk
43980465121056|1646530128367|IPv6|false|1657153594433|Critical risk
17592186054433|1608207331436|NFC|false|1641100744968|Very high risk
43980465121058|1644634725390|PHONE|false|1650826491334|Significant risk
48378511632163|1650454013527|MAC|false|1666666809466|Critical risk
30786325587748|1629151506396|NFC|false|1637481143836|High risk
43980465121061|1644026463993|QRCode|false|1672459824029|Moderate risk
35184372098854|1634867565262|QRCode|true|1640063343984|Low risk
48378511632167|1655179489869|ATM|false|1658613508426|Minimal risk
4398046521128|1587915776184|IPv6|false|1651531219400|Critical risk
17592186054441|1610314191093|ATM|false|1671767721410|Low risk
39582418609962|1639773448523|RFID|false|1641777412949|Very high risk
39582418609963|1641750530894|ATM|false|1661916672049|High risk
10028|1580547311966|PHONE|false|1585042439829|Critical risk
43980465121069|1645056956781|QRCode|false|1666747406969|Very high risk
57174604654382|1666940767977|RFID|false|1668087347383|Very high risk
48378511632175|1651061187363|POS|false|1671192478358|Extreme risk
8796093032240|1596524204513|IPv6|true|1646781948028|Minimal risk
4398046521137|1589172329629|QRCode|false|1638889229623|High risk
39582418609970|1640447228909|NFC|false|1658237141536|Critical risk
48378511632179|1652342951637|WIFI|false|1671709138601|Very high risk
61572651165492|1671134237130|IPv4|false|1672285831748|Significant risk
4398046521141|1586276034810|QRCode|false|1600053032855|Significant risk
21990232565558|1616703947443|WIFI|false|1658588339541|Significant risk
35184372098871|1635312895634|WIFI|false|1647821649240|Low risk
30786325587768|1627702363117|QRCode|false|1629425037125|Very high risk
13194139543353|1600008614935|WIFI|false|1647340938342|Low risk
8796093032250|1593430219862|MAC|false|1598662993712|High risk
43980465121083|1646465216056|IPv4|true|1662540865659|Extreme risk
10044|1579088922394|ATM|false|1600659015700|Severe risk
26388279076669|1620895879803|PHONE|false|1634007965352|High risk
57174604654398|1665421560456|POS|false|1665776059312|Extreme risk
26388279076671|1622670283857|IPv4|false|1636073894478|High risk
35184372098880|1633066741436|IPv4|false|1647182687348|High risk
43980465121089|1648965884497|QRCode|false|1660838192864|Severe risk
26388279076674|1619645142991|IPv6|false|1639468187494|Very high risk
8796093032259|1594053565729|NFC|false|1617427302802|Extreme risk
57174604654404|1664313886036|IPv4|false|1669487829152|Critical risk
48378511632197|1655165726291|QRCode|false|1666821586387|Significant risk
17592186054470|1606091603432|IPv4|false|1627953125397|Critical risk
26388279076679|1620495710179|PHONE|false|1634170548302|Extreme risk
10056|1584178135146|NFC|false|1606765314875|Minimal risk
30786325587785|1625210872546|IPv4|false|1635212867658|Extreme risk
57174604654410|1663957288565|NFC|false|1665269691703|Critical risk
57174604654411|1669189653026|RFID|false|1670850419059|Critical risk
30786325587788|1625438739364|RFID|false|1658980466542|High risk
17592186054477|1610190688518|MAC|false|1665675548908|Significant risk
39582418609998|1639897834531|QRCode|false|1644203546735|High risk
13194139543375|1598984399658|RFID|false|1638873065600|Extreme risk
21990232565584|1615260648157|MAC|false|1619080363889|Extreme risk
39582418610001|1638435152790|QRCode|false|1648802894502|Extreme risk
26388279076690|1622538340681|PHONE|false|1669750115253|Extreme risk
