id|createTime|type|isBlocked|lastLogin|riskLevel
48378511652144|1653941446476|QRCode|false|1663588307680|Minimal risk
21990232585521|1613285465758|PHONE|false|1651263919387|Moderate risk
21990232585522|1614806386067|PHONE|false|1631162085093|Moderate risk
39582418629939|1642628074399|IPv6|false|1652802360389|Low risk
17592186074420|1607354160518|IPv4|false|1670899901357|Minimal risk
61572651185461|1669983700477|QRCode|false|1671207817212|Extreme risk
13194139563318|1602157305169|POS|false|1632465592148|Very high risk
52776558163255|1656798168204|MAC|true|1660488055633|Minimal risk
57174604674360|1668583936173|MAC|false|1671073839404|Significant risk
8796093052217|1591713069413|PHONE|false|1612468116399|Critical risk
13194139563322|1601803581270|POS|false|1668056417731|Very high risk
43980465141051|1648553453248|MAC|false|1668713959838|High risk
17592186074428|1606911428635|POS|false|1654876750536|Extreme risk
43980465141053|1645989152517|IPv4|false|1658653020678|Extreme risk
26388279096638|1619974657700|WIFI|false|1620031126248|Low risk
52776558163263|1657123058846|ATM|false|1671177416929|Severe risk
48378511652160|1651911220701|WIFI|false|1659568026560|Critical risk
43980465141057|1644671324067|QRCode|false|1659835955255|Low risk
39582418629954|1639246232984|MAC|false|1646719530165|Moderate risk
21990232585539|1611721134330|QRCode|false|1624491209312|Extreme risk
13194139563332|1598182339284|MAC|false|1646176055694|Very high risk
30021|1580460921412|QRCode|false|1626734974782|Minimal risk
26388279096646|1619455980149|IPv4|false|1662072061439|Very high risk
35184372118855|1635373653308|RFID|false|1648275871507|Minimal risk
26388279096648|1618306313847|POS|false|1631590179096|Severe risk
8796093052233|1593679298378|ATM|false|1646927198149|Significant risk
4398046541130|1589258206984|QRCode|false|1603701554243|Critical risk
30027|1578592925871|IPv6|false|1623058259081|Minimal risk
17592186074444|1605935786309|NFC|false|1649891331312|High risk
30029|1581443338610|MAC|false|1666534937931|Extreme risk
39582418629966|1636654374537|PHONE|false|1659683664666|Extreme risk
30031|1581506760073|WIFI|false|1657327909552|Moderate risk
48378511652176|1652176252937|MAC|false|1659679369010|Severe risk
17592186074449|1607409781074|IPv4|false|1670039156673|Significant risk
57174604674386|1666482728280|IPv4|false|1668524630226|Minimal risk
39582418629971|1640965038426|IPv6|false|1658439349145|Significant risk
52776558163284|1661768715513|QRCode|false|1662248826187|Severe risk
30037|1580069467848|IPv4|false|1593595613781|Severe risk
13194139563350|1601174289619|MAC|false|1641491459766|Minimal risk
43980465141079|1643326985314|POS|false|1657928815348|Moderate risk
17592186074456|1606419735779|ATM|false|1663936655560|Low risk
30786325607769|1626495235231|NFC|false|1657994346610|Minimal risk
17592186074458|1606640828609|RFID|false|1623260032907|Moderate risk
21990232585563|1614417058134|IPv4|false|1653415476561|Very high risk
57174604674396|1665575421411|IPv4|false|1669000688399|High risk
43980465141085|1643765703214|PHONE|false|1645336986416|Low risk
30046|1579396398950|RFID|false|1647541204882|Severe risk
57174604674399|1664133862922|NFC|false|1667556382121|Extreme risk
57174604674400|1663715428817|POS|false|1664020115850|Significant risk
8796093052257|1593496227930|IPv4|false|1615504959711|Critical risk
26388279096674|1617204419919|RFID|true|1646608553355|Very high risk
13194139563363|1601544395959|IPv6|false|1646320700773|Critical risk
4398046541156|1588463421239|IPv4|false|1658382576541|High risk
57174604674405|1663290821433|ATM|false|1665860631018|Extreme risk
21990232585574|1612413439619|NFC|false|1624671644012|Moderate risk
52776558163303|1656383580855|IPv6|false|1663447980090|Critical risk
21990232585576|1611142016551|ATM|false|1626570218339|High risk
8796093052265|1596203462728|PHONE|false|1612386787361|Severe risk
26388279096682|1617218287275|MAC|false|1643384998786|Low risk
35184372118891|1630793292471|IPv4|false|1657515671197|Moderate risk
35184372118892|1631310252686|QRCode|false|1632576982269|Low risk
57174604674413|1664241353888|NFC|false|1671502945243|Minimal risk
8796093052270|1597365737712|IPv6|false|1608187665915|Severe risk
48378511652207|1650757244197|ATM|false|1656415218885|Severe risk
30786325607792|1626423499338|RFID|false|1629130385911|Very high risk
30786325607793|1624284480642|POS|false|1630720710750|Critical risk
39582418630002|1641503713328|POS|false|1650305756822|Low risk
21990232585587|1615611873579|IPv6|false|1647102375225|Severe risk
13194139563380|1598051450396|MAC|false|1629496842483|Severe risk
48378511652213|1649968802129|RFID|false|1669525600335|Severe risk
4398046541174|1589844306023|IPv6|true|1602912640590|Significant risk
52776558163319|1656366716912|POS|false|1670762714862|Minimal risk
26388279096696|1621408435740|WIFI|false|1664409051401|Very high risk
17592186074489|1609903762015|ATM|false|1617757597601|Low risk
57174604674426|1668124414366|IPv6|false|1669392628526|Very high risk
61572651185531|1671277189679|POS|false|1672134303558|Critical risk
17592186074492|1607295638516|QRCode|false|1628313281178|Severe risk
21990232585597|1611026996934|QRCode|false|1671713364985|Extreme risk
13194139563390|1602981398430|IPv6|false|1656796839798|Minimal risk
39582418630015|1639253204549|PHONE|false|1659556527828|Low risk
17592186074496|1609646241457|PHONE|false|1671079930071|Critical risk
8796093052289|1594368902727|PHONE|false|1605689494230|Significant risk
21990232585602|1613723512090|RFID|false|1656863683271|Extreme risk
26388279096707|1619404494833|PHONE|false|1650380348488|Very high risk
43980465141124|1649510599301|NFC|true|1660325678929|Low risk
13194139563397|1602386268940|RFID|false|1629996243349|High risk
21990232585606|1612326866416|IPv6|false|1629804861903|Critical risk
39582418630023|1639396024829|IPv4|true|1648095980552|Extreme risk
21990232585608|1611432431855|IPv4|false|1641290158200|Minimal risk
13194139563401|1602445985126|ATM|false|1671168820511|Moderate risk
13194139563402|1602153024648|IPv6|true|1606319684100|Moderate risk
52776558163339|1658733896317|NFC|false|1664665748451|Low risk
8796093052300|1592557068452|PHONE|false|1669596939667|Extreme risk
