personId|loanId|loanAmount|createTime|org
15393162795114|4845874573440188416|72574786,00|1649858050204|Capital One
15393162795114|4834052624418340865|76412415,00|1646187239046|Bank of America
26250|4873740596134543362|21526242,00|1658395321447|Rocket Loans
26250|4754958155962646531|7050299,00|1621899678046|American Express
26250|4706544459968413700|25251617,00|1607044264274|Kabbage
17592186090666|4895414169341263877|52948346,00|1665082667152|Chase Bank
17592186090666|4860792747205853190|66461697,00|1654416695683|Kabbage
17592186090666|4799431202282930183|41879221,00|1635590658014|OneMain Financial
17592186090666|4837148849162158088|14863191,00|1647151925431|BlueVine
6597069822906|4746513906661326857|98052184,00|1619288503567|American Express
24189255887322|4899917768968634378|58740489,00|1666439208398|State Farm Bank
24189255887322|4912302667943903243|97598174,00|1670244234962|Fundbox
13194139559563|4785920403400818700|78189329,00|1631384546734|Avant
13194139559563|4872896171204411405|29636557,00|1658164359389|Best Egg
13194139559563|4832363774558076942|54597169,00|1645658374332|Best Egg
30786325633979|4917087742547984399|90252077,00|1671682233240|OnDeck
4398046587355|4676426637460373520|66920144,00|1597797036831|Fundbox
6252|4630264741279825937|32341516,00|1583574545856|Avant
6252|4841089498836107282|89074087,00|1648354139031|Bank of America
6252|4810971676328067091|65360201,00|1639112019890|Earnest
6252|4837148849162158100|15367315,00|1647128050522|Citibank
2199023271804|4852911447857954837|63599217,00|1651967085103|Citibank
2199023271804|4678959912250769430|81410723,00|1598574092959|BlueVine
15393162825116|4820823300512940055|6371967,00|1642175650088|Chase Bank
15393162825116|4830111974744391704|32914476,00|1644991417829|Navy Federal Credit Union
15393162825116|4874303546087964697|26550734,00|1658562047582|American Express
15393162825116|4778883528983052314|12485735,00|1629245404354|Roofstock
46252|4664323213461815323|1729185,00|1594057005968|Prosper
46252|4882466320412573724|55103555,00|1661092704713|Earnest
46252|4911458243013771293|33753673,00|1670017389513|Roofstock
19791209356220|4879088620692045854|29383831,00|1660047134400|Bank of America
19791209356220|4857133572508614687|74684676,00|1653257256474|Marcus by Goldman Sachs
19791209356220|4916806267571273760|80701433,00|1671664332201|Navy Federal Credit Union
24189255877324|4915680367664431137|72982563,00|1671272166108|Citibank
17592186120668|4890910569713893410|27038076,00|1663709758132|Peerform
17592186120668|4890629094737182755|40432475,00|1663579409237|Patch of Land
24189255817325|4910332343106928676|60341794,00|1669637105639|Fundrise
24189255817325|4903576943665872933|24515928,00|1667596412292|LightStream
24189255817325|4904984318549426214|43610219,00|1667963698054|Earnest
24189255817325|4906673168409690151|33127962,00|1668505904644|Discover
6597069792909|4905547268502847528|62556633,00|1668180425901|Rocket Loans
10995116314013|4893443844504289321|55617841,00|1664461774916|American Express
26388279122877|4899073344038502442|11162355,00|1666144775494|Funding Circle
26388279122877|4911458243013771307|70191997,00|1669963182255|Patch of Land
26388279122877|4899354819015213100|2166740,00|1666294543511|Upgrade
2199023321805|4865859296786645037|12482533,00|1655987839616|US Bank
2199023321805|4869799946460594222|7757875,00|1657211352035|Roofstock
2199023321805|4766780104984494127|56373877,00|1625566655980|Rocket Loans
2199023321805|4681493187041165360|51492466,00|1599346604707|Marcus by Goldman Sachs
4398046517358|4774098454378971185|56703660,00|1627774602817|Patch of Land
4398046517358|4729625408058687538|95498937,00|1614090514223|RealtyMogul
15393162805118|4895414169341263923|46324496,00|1665065415411|Upstart
15393162805118|4803653326933590068|49429792,00|1636836136921|Avant
15393162805118|4848407848230584373|55403570,00|1650599985823|Earnest
46254|4890347619760472118|40528212,00|1663514257772|BlueVine
46254|4679522862204190775|26712980,00|1598736327887|Wells Fargo
46254|4676708112437084216|55021573,00|1597818645946|Peerform
46254|4752143406195540025|23221963,00|1620994397660|TD Bank
13194139589566|4772972554472128570|66140280,00|1627411112272|Peerform
26388279142878|4906391693432979515|11043007,00|1668383298640|LendingClub
26388279142878|4901043668875477052|33486379,00|1666771806483|OnDeck
15393162805119|4780853853820026941|87951670,00|1629821795133|Navy Federal Credit Union
15393162805119|4877962720785203262|92455486,00|1659674783400|Rocket Loans
15393162805119|4811253151304777791|67201790,00|1639182284965|US Bank
15393162805119|4913428567850745920|37067538,00|1670578456078|Peerform
36255|4848689323207295041|24141930,00|1650726160336|Kabbage
21990232601775|4852067022927822914|95655249,00|1651756660339|OneMain Financial
21990232601775|4917087742547984451|30299869,00|1671669124070|LightStream
56255|4857133572508614724|67396965,00|1653308174790|State Farm Bank
56255|4745106531777773637|30350659,00|1618873308829|Bank of America
56255|4679522862204190790|78491175,00|1598684547319|Avant
15393162865119|4881621895482441799|99055848,00|1660829895418|LendingClub
26388279072880|4899073344038502472|17364728,00|1666175271901|Best Egg
26388279072880|4905265793526136905|53756489,00|1668105132786|LightStream
16256|4735817857546321994|29581795,00|1616011730212|Capital One
16256|4882747795389284427|32244806,00|1661116436030|Funding Circle
16256|4865577821809934412|60638273,00|1655846590153|Chase Bank
16256|4652782739416678477|86555093,00|1590483764005|OnDeck
2199023291808|4912302667943903310|20794186,00|1670206916311|SoFi
28587302388432|4915398892687720527|94316999,00|1671154435567|BlueVine
28587302388432|4912584142920613968|64954179,00|1670290773371|Patch of Land
4398046537361|4720618208803946577|73606461,00|1611369982767|Funding Circle
4398046537361|4846156048416899154|31404799,00|1649896839619|PNC Bank
4398046537361|4716396084153286739|34569720,00|1610020275584|Marcus by Goldman Sachs
15393162825121|4790986952981610580|63748923,00|1632947663218|Kabbage
15393162825121|4796334977539113045|63151181,00|1634636023317|LightStream
15393162825121|4799712677259640918|10801610,00|1635663543729|Patch of Land
4398046557361|4828986074837549143|78546186,00|1644649891250|Prosper
4398046557361|4730751307965530200|10433404,00|1614423824410|Discover
21990232611777|4908362018269954137|55293825,00|1669056960846|TD Bank
4398046517362|4730469832988819546|96517752,00|1614398995912|RealtyMogul
4398046517362|4661789938671419483|68662590,00|1593293566390|TD Bank
4398046517362|4714988709269733468|99039444,00|1609631607694|Avant
8796093038466|4734973432616190045|84932242,00|1615742766054|State Farm Bank
8796093038466|4747076856614748254|71175797,00|1619514013729|PNC Bank
8796093038466|4913991517804167263|52406157,00|1670786109367|LendingPoint
8796093038466|4727373608245002336|18553902,00|1613431317750|Earnest
24189255837330|4913147092874035297|16684510,00|1670531787761|Navy Federal Credit Union
24189255837330|4852911447857954914|17556838,00|1652000410859|Upgrade
24189255837330|4899636293991923811|31900352,00|1666345757417|Upstart
