personId|loanId|loanAmount|createTime|org
28587302340926|4912303217699717120|79570649,00|1670279745803|TD Bank
28587302340926|4904984868305240065|78529013,00|1668007036900|SoFi
4398046539854|4821668275198885890|59616311,00|1642407822200|State Farm Bank
4398046539854|4770439829437546499|66658369,00|1626617299444|OneMain Financial
4398046539854|4746795931393851396|88328761,00|1619381090099|TD Bank
2199023294302|4693878635772248069|56451784,00|1603139584609|LightStream
24189255859822|4896259144027209734|79057997,00|1665290532879|Prosper
26388279125374|4870363446169829383|17811200,00|1657390813020|SunTrust
26388279125374|4889503744586153992|45078328,00|1663268905425|SoFi
2199023334302|4814068450827698185|95497550,00|1640069152086|Bank of America
2199023334302|4862482146821931018|7334814,00|1654913872550|OneMain Financial
17592186053167|4885563094912204811|67632894,00|1661997496462|LendingPoint
17592186053167|4850660197800083468|94200800,00|1651259220943|Marcus by Goldman Sachs
21990232594271|4866141321519169549|21595147,00|1656077650822|LightStream
21990232594271|4888659319656022030|79204708,00|1662961690025|SunTrust
21990232594271|4842778898452185103|52206006,00|1648858480572|Best Egg
21990232594271|4857978547194560528|2769071,00|1653591014307|LendingClub
28587302370927|4916243867373666321|14707698,00|1671482712917|Wells Fargo
26388279125375|4916806817327087634|79113207,00|1671632508775|TD Bank
26388279125375|4911177317792874515|46325210,00|1669874840067|OnDeck
19791209368719|4843060373428895764|7420366,00|1648960922045|TD Bank
19791209368719|4904703393328529429|31771284,00|1667922397665|Upstart
19791209368719|4885000144958783510|65227124,00|1661886726845|LightStream
19791209368719|4882185395191676951|46524836,00|1660956827614|Funding Circle
28752|4649968539405385752|97543435,00|1589681155586|Avant
2199023304304|4853474947567190041|8706404,00|1652171857626|Chase Bank
2199023304304|4854882322450743322|37284813,00|1652571804600|LendingPoint
2199023304304|4684871436517507099|90204747,00|1600340904367|Marcus by Goldman Sachs
19791209368720|4854037897520611356|93633790,00|1652360119683|US Bank
24189255889824|4878244745517727773|8092871,00|1659734045821|Roofstock
19791209308721|4850378722823372830|16365339,00|1651250084866|Wells Fargo
19791209308721|4883874245051940895|18733342,00|1661508236369|Chase Bank
17592186083169|4794365202457952288|85120429,00|1633972699638|Earnest
17592186083169|4903858968398397473|24365642,00|1667608695247|LendingClub
17592186083169|4823075650082439202|92685262,00|1642846114532|American Express
17592186083169|4873178195936935971|3359936,00|1658251448222|SoFi
28587302370929|4902733068491554852|23061659,00|1667302194020|RealtyMogul
26388279145377|4873459670913646629|88415503,00|1658301083642|Prosper
13194139542066|4834053174174154790|19398021,00|1646165955832|SunTrust
18754|4778602603762155559|78875248,00|1629154081973|RealtyMogul
18754|4750173631114379304|99944539,00|1620449231005|OnDeck
8796093070962|4781417353529262121|94623653,00|1630049807358|Rocket Loans
17592186063171|4836304973987840042|55723208,00|1646882080058|Citibank
30786325626483|4919621567094194219|30116195,00|1672457848157|LendingClub
30786325626483|4919621567094194220|40945058,00|1672453903095|Bank of America
30786325626483|4919340092117483565|63408850,00|1672419414747|LendingPoint
6597069825411|4820823850268753966|21611090,00|1642168667824|Fundrise
6597069825411|4875148520773910575|62755984,00|1658867095115|Rocket Loans
6597069825411|4846156598172713008|74227626,00|1649933179791|Earnest
6597069825411|4895414719097077809|17665968,00|1665045123734|PNC Bank
28587302400931|4899073893794316338|99126301,00|1666206563263|Prosper
19791209328724|4836304973987840051|45235592,00|1646882240352|OnDeck
4398046569860|4743699706650034228|23904611,00|1618476364681|American Express
4398046569860|4723714983303577653|9370034,00|1612269037607|Best Egg
28587302390932|4908925517979189302|69919142,00|1669221711519|Upgrade
28587302390932|4916806817327087671|80129041,00|1671606225268|Earnest
28587302390932|4897666518910763064|82200821,00|1665733991524|Upstart
15393162797621|4823638600035860537|34370834,00|1643037245294|RealtyMogul
26388279085381|4879089170447859770|83003391,00|1660067410458|Prosper
26388279085381|4883311295098519611|28555101,00|1661290269348|LendingPoint
17592186073173|4901607168584712252|85577424,00|1666932650406|PNC Bank
17592186073173|4906673718165504061|75293320,00|1668467959750|Kabbage
17592186073173|4818572050455068734|67641043,00|1641460959073|OneMain Financial
17592186073173|4860793296961667135|71231908,00|1654423828158|Rocket Loans
17592186093173|4918777142164062272|77632840,00|1672237228117|OnDeck
4398046569861|4737225782185689153|18231316,00|1616477312701|US Bank
8758|4654472139032756290|82259322,00|1591042069837|Funding Circle
19791209328726|4859948872031535171|41299148,00|1654164612634|Prosper
15393162837622|4912866167653138500|86881561,00|1670383084468|Bank of America
2199023314310|4696693385539354693|75860160,00|1604002850925|Citibank
2199023314310|4776632278925180998|19097461,00|1628584868251|RealtyMogul
2199023314310|4839119723754946631|23664949,00|1647784267772|LendingClub
2199023314310|4894288819190235208|43542542,00|1664677616714|Upstart
21990232564279|4915680917420245065|95809346,00|1671318250397|LightStream
21990232564279|4852349047660347466|955456,00|1651841428113|US Bank
21990232564279|4901325693608001611|54078637,00|1666829320767|Peerform
21990232564279|4853474947567190092|30409923,00|1652199007976|Discover
19791209338727|4890911119469707341|76675205,00|1663630749254|Bank of America
48759|4800839126922297422|67291534,00|1635969061280|Marcus by Goldman Sachs
15393162847623|4829549574546784335|67549751,00|1644835524300|Avant
15393162847623|4811253701060591696|48447605,00|1639216966128|Citibank
15393162847623|4846156598172713041|60644051,00|1649960196675|LightStream
15393162847623|4800839126922297426|66424236,00|1636024894576|Wells Fargo
28587302390935|4899918318724448339|15420811,00|1666474173188|RealtyMogul
17592186073176|4902733068491554900|29845677,00|1667263861080|LendingPoint
6597069805416|4721463183489892437|45314460,00|1611574864045|PNC Bank
6597069805416|4836867923941261398|15570013,00|1647088738940|OneMain Financial
2199023314312|4879933595377991767|94329833,00|1660307029129|Peerform
8796093030969|4897947993887473752|9843275,00|1665822741074|Upgrade
17592186063177|4835460549057708121|75028994,00|1646598439727|Patch of Land
17592186063177|4895696194073788506|95108546,00|1665152828305|Upstart
17592186063177|4906955193142214747|7516926,00|1668630875034|Prosper
4398046539865|4915680917420245084|36174252,00|1671244234316|Bank of America
4398046539865|4727374158000816221|79575889,00|1613420542692|Kabbage
4398046539865|4687404711307903070|6829494,00|1601109054848|Marcus by Goldman Sachs
4398046539865|4695004535679090783|23637999,00|1603503004564|Earnest
19791209338729|4894851769143656544|10905096,00|1664853103658|RealtyMogul
8796093070969|4769032454553993313|58023516,00|1626251486066|Peerform
8796093070969|4906392243188793442|61775843,00|1668381088147|OneMain Financial
8796093070969|4877681795564306531|30982546,00|1659606679672|Kabbage
8796093070969|4907518143095636068|10260810,00|1668790181696|American Express
